epoch,loss,code,cycle,gram,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
61,6.409576811790466,0.03178336691111326,0.07366684190928936,0.023869666140526533,0.06830672845244408,0.23509453132748603,0.48220910400152206,0.0,2.0,2.0,0.0,1.0,0.00010500000000000342,21.835276126861572
62,6.368073358535766,0.030532061364501716,0.07294786497950553,0.02396830664947629,0.0688452011346817,0.23242822155356407,0.4580669176578522,0.0,2.0,2.0,0.0,1.0,0.00011245361409414901,23.363357067108154
63,6.217985310554504,0.02206747157499194,0.06925584763288498,0.023788170702755452,0.06990224167704583,0.2342943361401558,0.43463908284902575,0.0,2.0,2.0,0.0,1.0,0.00011986127417882591,23.855270862579346
64,6.178110656738281,0.02123553704470396,0.0667615520209074,0.023775482065975666,0.06882842365652322,0.23411601573228835,0.42396597176790235,0.0,2.0,2.0,0.0,1.0,0.0001271773095663153,21.783862113952637
65,6.128161811828614,0.02178438624367118,0.0658034736290574,0.02368057245388627,0.06967986591160297,0.23469326198101043,0.40477913469076154,0.0,2.0,2.0,0.0,1.0,0.0001343566144656245,24.00700354576111
66,6.147992696762085,0.023577714608982205,0.06486930713057518,0.023761115260422228,0.06953709494322538,0.23447099655866624,0.4012005373835564,0.0,2.0,2.0,0.0,1.0,0.00014135492607468824,23.613210678100586
67,6.084350361824035,0.02169970305636525,0.06363345324993133,0.023686784971505403,0.06896132584661245,0.23537665992975235,0.385887351334095,0.0,2.0,2.0,0.0,1.0,0.00014812909747526196,21.954691886901855
68,6.0805104637145995,0.02769418149255216,0.06240449890494346,0.023560640905052423,0.06893644981086254,0.23453437566757201,0.3736730369925499,0.0,2.0,2.0,0.0,1.0,0.00015463736364802034,23.659921646118164
69,6.019855756759643,0.02326101333834231,0.06116209547966719,0.023552284762263297,0.06926578771322965,0.23433066353201867,0.36255777537822725,0.0,2.0,2.0,0.0,1.0,0.00016083959896779037,23.686771154403687
70,6.025541348457336,0.027801402751356362,0.06070071667432785,0.02346597796306014,0.06915496043860912,0.2326388666033745,0.35696709841489793,0.0,2.0,2.0,0.0,1.0,0.00016669756459137313,21.951616764068604
71,6.092417526245117,0.03449793566018343,0.06054729379713535,0.023561445344239474,0.06984477795660496,0.23270517557859421,0.3532902762293816,0.0,2.0,2.0,0.0,1.0,0.00017217514421272788,23.612261295318604
72,5.995944132804871,0.02531851302832365,0.05945966530591249,0.023514000810682775,0.07003389794379472,0.23258857429027557,0.34704621136188507,0.0,2.0,2.0,0.0,1.0,0.000177238566732009,23.600244522094727
73,5.965047845840454,0.022458571074530483,0.05813269227743149,0.023589301835745573,0.07008325252681971,0.2335638678073883,0.33662484884262084,0.0,2.0,2.0,0.0,1.0,0.00018185661446562624,23.603787422180176
74,5.981122488975525,0.027516600657254458,0.05780323401093483,0.02350313788279891,0.07003327079117298,0.23342714861035346,0.33311337828636167,0.0,2.0,2.0,0.0,1.0,0.0001860008156136451,21.92087173461914
75,5.908437175750732,0.02406399615108967,0.056870318576693536,0.023383262157440184,0.06935593992471695,0.2341805665194988,0.32388021737337114,0.0,2.0,2.0,0.0,1.0,0.00018964561979790146,23.591636419296265
76,5.864440574645996,0.0236960837431252,0.05504979431629181,0.02326878547668457,0.06924332693219185,0.23443544983863832,0.31614715069532395,0.0,2.0,2.0,0.0,1.0,0.00019276855558857884,23.59447407722473
77,5.86878005027771,0.022828680127859116,0.05537790611386299,0.023324940428137778,0.0694107998162508,0.2332524412870407,0.31638023763895035,0.0,2.0,2.0,0.0,1.0,0.0001953503690480463,21.893362760543823
78,5.855338630676269,0.021676787845790385,0.05445663947612047,0.023401645347476005,0.07040640037506819,0.23390693411231042,0.30558292686939237,0.0,2.0,2.0,0.0,1.0,0.0001973751424377861,23.609057188034058
79,5.814483442306519,0.019695879323408008,0.053370148427784446,0.023369562346488237,0.06982352510094643,0.23414970710873603,0.29825774639844893,0.0,2.0,2.0,0.0,1.0,0.00019883039235654495,23.609511613845825
80,5.798611435890198,0.023154837423935534,0.052003133296966556,0.023239759150892495,0.0697760108858347,0.23151425793766975,0.2915969979763031,0.0,2.0,2.0,0.0,1.0,0.00019970714670465407,21.958513498306274
