epoch,loss,gram,moment,code,push,cycle,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
18,8.12917820930481,0.012526680901646613,0.028110613077878953,0.005101018752902746,0.02599931643344462,0.1291712883859873,2.6557581925392153,0.0,2.0,2.0,0.0,1.0,0.00012717730956631105,29.96930766105652
19,7.9211789894104,0.012748549617826939,0.02954821553081274,0.005438019561115653,0.024956445302814247,0.1238385247439146,2.532312021255493,0.0,2.0,2.0,0.0,1.0,0.00011986127417882196,27.857587337493896
20,7.765220136642456,0.013095653774216771,0.03036234924569726,0.005533515748102218,0.02473046872764826,0.11941407084465026,2.423884885311127,0.0,2.0,2.0,0.0,1.0,0.0001124536140941453,30.421408653259277
21,7.650545573234558,0.013323276182636618,0.032341478429734706,0.005897049626801163,0.02429628910496831,0.11715664193034173,2.3419856071472167,0.0,2.0,2.0,0.0,1.0,0.00010500000000000002,30.132800579071045
22,7.504917707443237,0.01364768983796239,0.03321204138919711,0.006447987374849617,0.025400683535262942,0.11369980916380883,2.237312145233154,0.0,2.0,2.0,0.0,1.0,9.754638590585476e-05,30.925415992736816
23,7.4087253761291505,0.013885421492159367,0.035042058546096086,0.006265121856704354,0.02559140630066395,0.11058768875896931,2.1667196416854857,0.0,2.0,2.0,0.0,1.0,9.013872582117811e-05,29.442144870758057
24,7.286970586776733,0.014236249094828964,0.03692211464047432,0.00627753249835223,0.024593359380960463,0.10691060550510884,2.0728799724578857,0.0,2.0,2.0,0.0,1.0,8.282269043368901e-05,30.3763906955719
25,7.175956115722657,0.014458405850455165,0.03794384237378836,0.00694583682809025,0.02488203117623925,0.10303569667041301,1.9952817630767823,0.0,2.0,2.0,0.0,1.0,7.564338553438001e-05,30.064635038375854
26,7.074529542922973,0.014794541718438269,0.03899008888751268,0.0066698740422725675,0.024974706880748272,0.09994279079139233,1.9146934938430786,0.0,2.0,2.0,0.0,1.0,6.864507392531649e-05,30.084734439849854
27,6.944561290740967,0.014950087983161211,0.04018569111824036,0.0067096842871978875,0.023730175783857704,0.09665491946041584,1.8362921690940857,0.0,2.0,2.0,0.0,1.0,6.187090252474307e-05,28.2342369556427
28,6.8669468116760255,0.015151958512142301,0.04122353632003069,0.00724705608561635,0.024301855601370336,0.09486664049327373,1.7755844974517823,0.0,2.0,2.0,0.0,1.0,5.536263635198487e-05,29.691561698913574
29,6.801420149803161,0.015221382873132825,0.04171755198389292,0.00640860981773585,0.02245019526220858,0.09231178551912307,1.7420722842216492,0.0,2.0,2.0,0.0,1.0,4.916040103221507e-05,30.254746913909912
30,6.710487470626831,0.015192094454541803,0.04209864515811205,0.006218079808168114,0.022530468674376608,0.08977449908852578,1.7018854343891143,0.0,2.0,2.0,0.0,1.0,4.330243540863257e-05,30.27047872543335
31,6.638127522468567,0.015238722302019597,0.04265237919986248,0.006567840636707842,0.021483691427856683,0.08795246697962283,1.6611146879196168,0.0,2.0,2.0,0.0,1.0,3.7824855787278e-05,30.34761071205139
32,6.587497067451477,0.015286794500425457,0.04304290808737278,0.006031683082692325,0.021312597654759884,0.0863016790896654,1.6343325436115266,0.0,2.0,2.0,0.0,1.0,3.276143326799707e-05,30.130129098892212
33,6.527059121131897,0.01520769676193595,0.043499641716480256,0.005447034288663417,0.02052334003150463,0.08477379351854325,1.6149754953384399,0.0,2.0,2.0,0.0,1.0,2.8143385534380006e-05,30.176276922225952
34,6.496555428504944,0.015330842817202211,0.04402300421148539,0.004945664904080331,0.019616601560264825,0.08343978129327297,1.590770901441574,0.0,2.0,2.0,0.0,1.0,2.3999184386361246e-05,28.00749373435974
35,6.451432790756225,0.015269884653389455,0.04335338942706585,0.004921860101167113,0.01942939458414912,0.08266350165009499,1.5763049626350403,0.0,2.0,2.0,0.0,1.0,2.0354380202105065e-05,29.852596759796143
36,6.404319229125977,0.015248050140216947,0.04409064918756485,0.0046552514727227386,0.018300488283857705,0.08167667366564274,1.5559656190872193,0.0,2.0,2.0,0.0,1.0,1.723144441142776e-05,30.121352195739746
37,6.393595261573791,0.015302339037880301,0.04436201374977827,0.004449489740654827,0.01777490234002471,0.08087679952383041,1.546789186000824,0.0,2.0,2.0,0.0,1.0,1.4649630951960416e-05,30.316865921020508
38,6.3454881763458255,0.0152909214515239,0.04412333488464355,0.003998231790028513,0.016415234343148767,0.0803650438785553,1.5272943091392517,0.0,2.0,2.0,0.0,1.0,1.2624857562220728e-05,30.27420139312744
39,6.301848130226135,0.015238413959741593,0.04446417983621359,0.003864180820528418,0.017192187490873038,0.07975103758275509,1.5105425214767456,0.0,2.0,2.0,0.0,1.0,1.1169607643461924e-05,30.268718719482422
40,6.318632049560547,0.015282096341252327,0.0441319726780057,0.003612814606167376,0.01625058601144701,0.07944449357688427,1.5172318780422211,0.0,2.0,2.0,0.0,1.0,1.0292853295352844e-05,30.232638120651245
