variant,category,status,completed_target_epoch,target_epoch,latest_eval_epoch,latest_transfer_clip_style,latest_transfer_classifier_acc,latest_transfer_content_lpips,latest_photo_to_art_clip_style,latest_photo_to_art_classifier_acc,best_transfer_clip_style,best_transfer_epoch,best_photo_to_art_clip_style,best_photo_to_art_epoch,last_train_epoch,last_train_loss,last_train_lr,config_path,run_dir,latest_summary_path,note,error,return_code
loss_no_distill,loss_single,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/loss_no_distill.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/loss_no_distill,,Disable distillation term.,,
loss_no_code,loss_single,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/loss_no_code.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/loss_no_code,,Disable code-closure term.,,
loss_no_stroke_gram,loss_single,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/loss_no_stroke_gram.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/loss_no_stroke_gram,,Disable stroke gram style statistics.,,
loss_no_color_moment,loss_single,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/loss_no_color_moment.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/loss_no_color_moment,,Disable color moment style statistics.,,
loss_no_style_spatial_tv,loss_single,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/loss_no_style_spatial_tv.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/loss_no_style_spatial_tv,,Disable style spatial TV regularization.,,
loss_no_struct_edge,loss_single,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/loss_no_struct_edge.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/loss_no_struct_edge,,Disable struct and edge guards.,,
loss_no_cycle,loss_single,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/loss_no_cycle.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/loss_no_cycle,,Disable cycle consistency.,,
loss_no_nce,loss_single,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/loss_no_nce.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/loss_no_nce,,Disable NCE content term.,,
loss_no_semigroup,loss_single,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/loss_no_semigroup.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/loss_no_semigroup,,Disable semigroup consistency.,,
loss_no_push,loss_single,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/loss_no_push.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/loss_no_push,,Disable style push-away term.,,
dyn_style_strength_jitter,dynamics,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/dyn_style_strength_jitter.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/dyn_style_strength_jitter,,Widen train-time style strength range.,,
dyn_num_steps_1_to_3,dynamics,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/dyn_num_steps_1_to_3.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/dyn_num_steps_1_to_3,,"Use variable training steps in [1,3].",,
dyn_single_step_only,dynamics,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/dyn_single_step_only.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/dyn_single_step_only,,Force single-step training and inference.,,
dyn_flat_step_schedule,dynamics,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/dyn_flat_step_schedule.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/dyn_flat_step_schedule,,Use flat step schedule for train/infer.,,
bundle_style_up,bundle,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/bundle_style_up.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/bundle_style_up,,Increase style injection + style losses for 50-epoch run.,,
bundle_style_down,bundle,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/bundle_style_down.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/bundle_style_down,,Reduce style injection + style losses.,,
bundle_content_guard_strict,bundle,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/bundle_content_guard_strict.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/bundle_content_guard_strict,,Increase structure-preservation losses.,,
bundle_content_guard_relaxed,bundle,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/bundle_content_guard_relaxed.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/bundle_content_guard_relaxed,,Reduce structure-preservation losses for style-first bias.,,
bundle_style_losses_off,bundle,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/bundle_style_losses_off.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/bundle_style_losses_off,,Turn off all style-specific loss terms.,,
bundle_all_style_paths_off,bundle,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/bundle_all_style_paths_off.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/bundle_all_style_paths_off,,Ablate main style-injection paths + style losses.,,
bundle_style_injection_heavy,bundle,generated,False,50,,,,,,,,,,,,,,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/configs/bundle_style_injection_heavy.json,/mnt/i/Github/Latent_Style/Cycle-NCE/experiments-cycle/ablation50_20260213_151821/bundle_style_injection_heavy,,Strong style injection with extra smoothing regularization.,,
