step,ckpt,image_dir,infer_wall_seconds,metric_wall_seconds,count,content_lpips,clip_style,clip_content
2750,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=002750.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_002750/images,207.3026945590973,62.309470891952515,750.0,0.3981360293726126,0.6202623983621597,0.8451207286516825
3000,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=003000.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_003000/images,206.96824955940247,62.122079610824585,750.0,0.38033789283037184,0.6216703709363938,0.8593856928348541
3250,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=003250.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_003250/images,206.60953330993652,61.76608371734619,750.0,0.36627438202500345,0.6206414763530096,0.865570245107015
3500,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=003500.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_003500/images,208.47292113304138,65.46707725524902,750.0,0.3543728001614412,0.6168174388806025,0.8698625929355621
3750,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=003750.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_003750/images,208.45856070518494,62.16780424118042,750.0,0.36237190588315327,0.6144968501726786,0.8658601171175638
4000,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=004000.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_004000/images,205.96914148330688,62.613149881362915,750.0,0.3423634856839975,0.6116354882319768,0.8647611344655355
4250,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=004250.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_004250/images,207.16409826278687,61.98311185836792,750.0,0.32738449609279635,0.6193719813028972,0.8672661395072937
4500,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=004500.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_004500/images,208.02839851379395,62.81745362281799,750.0,0.315596395333608,0.6128273041248321,0.8720677732626597
4750,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=004750.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_004750/images,209.659734249115,63.876903772354126,750.0,0.31174575780828795,0.6174324801762898,0.8851963813304902
5000,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=005000.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_005000/images,208.4942045211792,65.56585907936096,750.0,0.33943730785449344,0.6215533657471339,0.8781096337636312
5250,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=005250.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_005250/images,209.30881428718567,66.43932557106018,750.0,0.3237514424175024,0.6235166107813517,0.877350772301356
5500,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=005500.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_005500/images,207.29518795013428,63.87442231178284,750.0,0.3207545363456011,0.6221974713007609,0.8771686504681905
5750,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=005750.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_005750/images,213.97531962394714,66.21432042121887,750.0,0.34886262997984885,0.6251922588348389,0.8724305215676625
6000,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=006000.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_006000/images,217.16727423667908,66.14358687400818,750.0,0.33979708374540013,0.6262564303080241,0.8699545810222625
6250,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=006250.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_006250/images,215.3857581615448,68.26739144325256,750.0,0.3464979619085789,0.6260445175568262,0.8663007831573486
6500,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=006500.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_006500/images,244.23467707633972,75.31652808189392,750.0,0.3518048294285933,0.6273810246785482,0.8756165649096171
6750,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=006750.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_006750/images,249.515154838562,74.26422762870789,750.0,0.3277338707794746,0.6239688243468603,0.8778501220544179
7000,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/step-step=007000.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/step_007000/images,249.94891548156738,70.2554452419281,750.0,0.32090099585056303,0.6247939367294312,0.8785349218845367
1000000000000,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/step_checkpoints/last.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_scratch_7k_250eval_remote/curve_eval_30src/last/images,250.1838710308075,70.40899658203125,750.0,0.32090099585056303,0.6247939367294312,0.8785349218845367
