suite,base,variant,config_effect_classification,plain_forward_delta,plain_integrate_delta,configured_forward_delta,spatial_forward_delta,code_forward_delta,anatomy_code_body_dead_spatial_body_live,anatomy_code_first_live_stage,anatomy_code_first_live_stage_delta,anatomy_code_only_delta,anatomy_spatial_delta,training_effect_classification,training_path_changed,ot_match_changed,bridge_state_changed,component_changed,matched_target_delta,objective_target_delta,x_t_delta,target_velocity_delta,pred_velocity_delta,plain_path_distill,plain_path_distill_active,matched_target_style_code_active,matched_target_style_code_abs,style_code_override_active,style_spatial_source_target_latent,style_spatial_map_abs,ot_topogate_probe_active,ot_topogate_descriptor_blocks,ot_total_cost_matrix_var,ot_topogate_complexity_term_var,ot_latent_affinity_term_var,styleid_eval_live,styleid_body_live,styleid_decoder_only,styleid_code_map_active,max_forward_pair_delta,max_predict_transport_base_pair_delta,max_integrate_pair_delta,max_body_pair_delta,max_decoder_pair_delta,bug_tags,doc_refs
stage1_h0_h6_repaired_lowrank,baseline_h1_repaired_lowrank,h5_topogate_attention,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,ot_or_target_change,True,True,True,True,0.3728516399860382,0.3728516399860382,0.17672431468963623,0.46723446249961853,0.0655020996928215,0.0,0.0,1.0,0.035209935158491135,1.0,1.0,0.5707756876945496,1.0,4.0,0.01826178841292858,0.22340138256549835,0.05051263049244881,,,,,,,,,,h5_h6_pre_multiblock_stale;if_using_pre_repair_results_then_obsolete,docs/experiments/2026-06-18-stage1-lowrank-rerun-audit/README.md;docs/experiments/2026-06-18-topogate-multiblock-audit/README.md
stage1_h0_h6_repaired_lowrank,baseline_h1_repaired_lowrank,h6_combined_topogate,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,ot_or_target_change,True,True,True,True,0.3767605721950531,0.3767605721950531,0.1769092082977295,0.4704008996486664,0.06562412530183792,0.0,0.0,1.0,0.03516029939055443,1.0,1.0,0.5716975927352905,1.0,4.0,0.01826178841292858,0.22340138256549835,0.05051263049244881,,,,,,,,,,h5_h6_pre_multiblock_stale;if_using_pre_repair_results_then_obsolete,docs/experiments/2026-06-18-stage1-lowrank-rerun-audit/README.md;docs/experiments/2026-06-18-topogate-multiblock-audit/README.md
stage3_style_r1_r10_old_base,remote_h1_old_base,r10_vertical_code_map_lowrank_both,plain_eval_change,0.10839318484067917,0.10539271682500839,0.007987639866769314,0.007920801639556885,0.10339780151844025,False,first_hires_block_gate1_a_vs_b_mean_abs,0.00195949524641037,0.0060307965613901615,0.0266062431037426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_base_family_mutation;base_repair_mixed_with_bold_direction,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_old_base,remote_h1_old_base,r1_linear_blend_0p20,train_graph_only,0.0,0.0,0.02586447075009346,0.02586447075009346,0.0,True,first_hires_block_gate1_a_vs_b_mean_abs,0.0036648716777563095,0.0009566942462697625,0.022402260452508926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_base_family_mutation;base_repair_mixed_with_bold_direction,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_old_base,remote_h1_old_base,r2_linear_blend_0p40,train_graph_only,0.0,0.0,0.021669115871191025,0.021669115871191025,0.0,True,first_hires_block_gate1_a_vs_b_mean_abs,0.0036648716777563095,0.0009566942462697625,0.01888367347419262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_base_family_mutation;base_repair_mixed_with_bold_direction,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_old_base,remote_h1_old_base,r3_linear_blend_0p60,train_graph_only,0.0,0.0,0.016345953568816185,0.016345953568816185,0.0,True,first_hires_block_gate1_a_vs_b_mean_abs,0.0036648716777563095,0.0009566942462697625,0.01899782009422779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_base_family_mutation;base_repair_mixed_with_bold_direction,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_old_base,remote_h1_old_base,r4_vertical_blend_0p20,train_graph_only,0.0,0.0,0.02586447075009346,0.02586447075009346,0.0,True,first_hires_block_gate1_a_vs_b_mean_abs,0.0036648716777563095,0.0009566942462697625,0.022402260452508926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_base_family_mutation;base_repair_mixed_with_bold_direction,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_old_base,remote_h1_old_base,r5_vertical_blend_0p40,train_graph_only,0.0,0.0,0.021669115871191025,0.021669115871191025,0.0,True,first_hires_block_gate1_a_vs_b_mean_abs,0.0036648716777563095,0.0009566942462697625,0.01888367347419262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_base_family_mutation;base_repair_mixed_with_bold_direction,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_old_base,remote_h1_old_base,r6_vertical_blend_0p60,train_graph_only,0.0,0.0,0.016345953568816185,0.016345953568816185,0.0,True,first_hires_block_gate1_a_vs_b_mean_abs,0.0036648716777563095,0.0009566942462697625,0.01899782009422779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_base_family_mutation;base_repair_mixed_with_bold_direction,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_old_base,remote_h1_old_base,r7_linear_code_map_lowrank,plain_eval_change,0.06238806992769241,0.06204133480787277,0.004142487421631813,0.004142487421631813,0.06238806992769241,False,first_hires_block_gate1_a_vs_b_mean_abs,0.003133511170744896,0.009914018213748932,0.0266062431037426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_base_family_mutation;base_repair_mixed_with_bold_direction,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_old_base,remote_h1_old_base,r8_linear_code_map_lowrank_both,plain_eval_change,0.10839318484067917,0.10539271682500839,0.007987639866769314,0.007920801639556885,0.10339780151844025,False,first_hires_block_gate1_a_vs_b_mean_abs,0.00195949524641037,0.0060307965613901615,0.0266062431037426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_base_family_mutation;base_repair_mixed_with_bold_direction,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_old_base,remote_h1_old_base,r9_linear_code_map_lowrank_blend_0p40,plain_eval_change,0.10840653628110886,0.10540640354156494,0.023664431646466255,0.02367461286485195,0.10340847820043564,False,first_hires_block_gate1_a_vs_b_mean_abs,0.00195949524641037,0.006029656622558832,0.018096361309289932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto_base_family_mutation;base_repair_mixed_with_bold_direction,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_repaired_lowrank,baseline_h1_repaired_lowrank,r10_vertical_code_map_lowrank_both,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none_current,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_repaired_lowrank,baseline_h1_repaired_lowrank,r1_linear_blend_0p20,plain_eval_change,0.0008294373983517289,0.0008325845119543374,0.014096537604928017,0.014119715429842472,0.0007974160253070295,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012379063293337822,0.022725440561771393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none_current,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_repaired_lowrank,baseline_h1_repaired_lowrank,r2_linear_blend_0p40,plain_eval_change,0.000650725734885782,0.000650778878480196,0.01169218122959137,0.011714225634932518,0.0006251649465411901,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378641404211521,0.018513130024075508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none_current,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_repaired_lowrank,baseline_h1_repaired_lowrank,r3_linear_blend_0p60,plain_eval_change,0.00043979339534416795,0.0004382084880489856,0.008827060461044312,0.008845651522278786,0.000421974080381915,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378445826470852,0.01771683059632778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none_current,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_repaired_lowrank,baseline_h1_repaired_lowrank,r4_vertical_blend_0p20,plain_eval_change,0.0008294373983517289,0.0008325845119543374,0.014096537604928017,0.014119715429842472,0.0007974160253070295,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012379063293337822,0.022725440561771393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none_current,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_repaired_lowrank,baseline_h1_repaired_lowrank,r5_vertical_blend_0p40,plain_eval_change,0.000650725734885782,0.000650778878480196,0.01169218122959137,0.011714225634932518,0.0006251649465411901,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378641404211521,0.018513130024075508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none_current,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_repaired_lowrank,baseline_h1_repaired_lowrank,r6_vertical_blend_0p60,plain_eval_change,0.00043979339534416795,0.0004382084880489856,0.008827060461044312,0.008845651522278786,0.000421974080381915,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378445826470852,0.01771683059632778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none_current,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_repaired_lowrank,baseline_h1_repaired_lowrank,r7_linear_code_map_lowrank,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none_current,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_repaired_lowrank,baseline_h1_repaired_lowrank,r8_linear_code_map_lowrank_both,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none_current,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
stage3_style_r1_r10_repaired_lowrank,baseline_h1_repaired_lowrank,r9_linear_code_map_lowrank_blend_0p40,plain_eval_change,0.000650725734885782,0.000650778878480196,0.01169218122959137,0.011714225634932518,0.0006251649465411901,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378641404211521,0.018513130024075508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none_current,docs/experiments/2026-06-18-style-sweep-base-audit/README.md
bold_r11_r16_repaired_lowrank,baseline_h1_repaired_lowrank,r11_linear_blend_0p00,plain_eval_change,0.0009608463733457029,0.0009680985822342336,0.01619325764477253,0.01622331328690052,0.0009166383533738554,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012379318475723267,0.02785874530673027,conditioning_or_loss_change,True,False,False,True,0.0,0.0,0.0,0.0,0.017337976023554802,0.0,0.0,1.0,0.035133056342601776,1.0,1.0,0.5934385657310486,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.010065608657896519,0.010065609589219093,0.009810952469706535,0.06030401587486267,0.07920918613672256,none_current;weak_runtime_lever,docs/experiments/2026-06-18-bold-eval-graph-preflight/README.md
bold_r11_r16_repaired_lowrank,baseline_h1_repaired_lowrank,r12_linear_blend_0p30,plain_eval_change,0.0007358319126069546,0.0007372007239609957,0.012936490587890148,0.012960832566022873,0.0007026097737252712,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378843501210213,0.020336737856268883,conditioning_or_loss_change,True,False,False,True,0.0,0.0,0.0,0.0,0.013726427219808102,0.0,0.0,1.0,0.035133056342601776,1.0,1.0,0.5934385657310486,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.010026167146861553,0.010026166215538979,0.00976510252803564,0.05964384227991104,0.07886461913585663,none_current;weak_runtime_lever,docs/experiments/2026-06-18-bold-eval-graph-preflight/README.md
bold_r11_r16_repaired_lowrank,baseline_h1_repaired_lowrank,r13_linear_blend_0p00_solver_pc,plain_eval_change,0.0009608463733457029,0.013168968260288239,0.01619325764477253,0.01622331328690052,0.0009166383533738554,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012379318475723267,0.02785874530673027,conditioning_or_loss_change,True,False,False,True,0.0,0.0,0.0,0.0,0.017337976023554802,0.0,0.0,1.0,0.035133056342601776,1.0,1.0,0.5934385657310486,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.010065608657896519,0.010065609589219093,0.00927472673356533,0.06030401587486267,0.07920918613672256,none_current;weak_runtime_lever,docs/experiments/2026-06-18-bold-eval-graph-preflight/README.md
bold_r11_r16_repaired_lowrank,baseline_h1_repaired_lowrank,r14_linear_blend_0p30_solver_pc,plain_eval_change,0.0007358319126069546,0.013163378462195396,0.012936490587890148,0.012960832566022873,0.0007026097737252712,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378843501210213,0.020336737856268883,conditioning_or_loss_change,True,False,False,True,0.0,0.0,0.0,0.0,0.013726427219808102,0.0,0.0,1.0,0.035133056342601776,1.0,1.0,0.5934386253356934,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.010026167146861553,0.010026166215538979,0.009229701943695545,0.05964384227991104,0.07886461913585663,none_current;weak_runtime_lever,docs/experiments/2026-06-18-bold-eval-graph-preflight/README.md
bold_r11_r16_repaired_lowrank,baseline_h1_repaired_lowrank,r15_vertical_blend_0p00,plain_eval_change,0.0009608463733457029,0.0009680985822342336,0.01619325764477253,0.01622331328690052,0.0009166383533738554,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012379318475723267,0.02785874530673027,bridge_only_change,True,False,True,True,0.0,0.0,0.08638186007738113,0.30444979667663574,0.04322900250554085,0.0,0.0,1.0,0.035133056342601776,1.0,1.0,0.5934385657310486,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.010065608657896519,0.010065609589219093,0.009810952469706535,0.06030401587486267,0.07920918613672256,none_current;weak_runtime_lever,docs/experiments/2026-06-18-bold-eval-graph-preflight/README.md
bold_r11_r16_repaired_lowrank,baseline_h1_repaired_lowrank,r16_vertical_blend_0p00_solver_pc,plain_eval_change,0.0009608463733457029,0.013168968260288239,0.01619325764477253,0.01622331328690052,0.0009166383533738554,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012379318475723267,0.02785874530673027,bridge_only_change,True,False,True,True,0.0,0.0,0.08638186007738113,0.30444979667663574,0.04322900250554085,0.0,0.0,1.0,0.035133056342601776,1.0,1.0,0.5934385657310486,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.010065608657896519,0.010065609589219093,0.00927472673356533,0.06030401587486267,0.07920918613672256,none_current;weak_runtime_lever,docs/experiments/2026-06-18-bold-eval-graph-preflight/README.md
plain_path_distill_lowrank,baseline_h1_repaired_lowrank,h0_vertical_fm_plain_path_distill_0p50,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,bridge_only_change,True,False,True,True,0.0,0.0,0.07581581920385361,0.3757157027721405,0.023608561605215073,0.0021686286199837923,1.0,1.0,0.036691389977931976,1.0,1.0,0.9122206568717957,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,none_current;eval_evidence_pending,docs/experiments/2026-06-18-plain-path-distill-probe/README.md;docs/experiments/2026-06-18-stage1-lowrank-distill-contract-probe/README.md
plain_path_distill_lowrank,baseline_h1_repaired_lowrank,h1_plain_path_distill_0p50,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,conditioning_or_loss_change,True,False,False,True,0.0,0.0,0.0,0.0,0.0,0.00224374420940876,1.0,1.0,0.036691389977931976,1.0,1.0,0.9122206568717957,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,none_current;eval_evidence_pending,docs/experiments/2026-06-18-plain-path-distill-probe/README.md;docs/experiments/2026-06-18-stage1-lowrank-distill-contract-probe/README.md
plain_path_distill_lowrank,baseline_h1_repaired_lowrank,h2_euclidean_ot_plain_path_distill_0p50,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,ot_or_target_change,True,True,True,True,0.11387591063976288,0.11387591063976288,0.07816648483276367,0.3934490382671356,0.025733038783073425,0.0021519986912608147,1.0,1.0,0.03669876232743263,1.0,1.0,0.8288166522979736,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,none_current;eval_evidence_pending,docs/experiments/2026-06-18-plain-path-distill-probe/README.md;docs/experiments/2026-06-18-stage1-lowrank-distill-contract-probe/README.md
plain_path_distill_lowrank,baseline_h1_repaired_lowrank,h3_sde_noise_plain_path_distill_0p50,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,bridge_only_change,True,False,True,True,0.0,0.0,0.07618948817253113,0.3761735260486603,0.023744169622659683,0.0021661948412656784,1.0,1.0,0.036691389977931976,1.0,1.0,0.9122207164764404,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,none_current;eval_evidence_pending,docs/experiments/2026-06-18-plain-path-distill-probe/README.md;docs/experiments/2026-06-18-stage1-lowrank-distill-contract-probe/README.md
plain_path_distill_lowrank,baseline_h1_repaired_lowrank,h4_unbalanced_ot_plain_path_distill_0p50,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,ot_or_target_change,True,True,True,True,0.10276863723993301,0.10276863723993301,0.08023011684417725,0.3934521973133087,0.025325940921902657,0.002166245598345995,1.0,1.0,0.036651529371738434,1.0,1.0,0.8758312463760376,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,none_current;eval_evidence_pending,docs/experiments/2026-06-18-plain-path-distill-probe/README.md;docs/experiments/2026-06-18-stage1-lowrank-distill-contract-probe/README.md
plain_path_distill_lowrank,baseline_h1_repaired_lowrank,h5_topogate_attention_plain_path_distill_0p50,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,ot_or_target_change,True,True,True,True,0.053448665887117386,0.053448665887117386,0.07914924621582031,0.37631744146347046,0.025589365512132645,0.002184363780543208,1.0,1.0,0.036747585982084274,1.0,1.0,0.9559474587440491,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,none_current;eval_evidence_pending,docs/experiments/2026-06-18-plain-path-distill-probe/README.md;docs/experiments/2026-06-18-stage1-lowrank-distill-contract-probe/README.md
plain_path_distill_lowrank,baseline_h1_repaired_lowrank,h6_combined_topogate_plain_path_distill_0p50,no_effect,0.0,0.0,0.0,0.0,0.0,False,first_hires_block_gate1_a_vs_b_mean_abs,0.0018754458287730813,0.012378660961985588,0.02682328224182129,ot_or_target_change,True,True,True,True,0.056393057107925415,0.056393057107925415,0.07851794362068176,0.37804991006851196,0.02544783055782318,0.0021690300200134516,1.0,1.0,0.03682272508740425,1.0,1.0,0.9232617020606995,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,none_current;eval_evidence_pending,docs/experiments/2026-06-18-plain-path-distill-probe/README.md;docs/experiments/2026-06-18-stage1-lowrank-distill-contract-probe/README.md
