timestamp,study_name,trial,status,elapsed_sec,score,style_swd,clip_content_sim,clip_style_sim,w_style,w_structure,w_moment,w_identity,batch_size,num_epochs,trial_dir,train_log,trial_config,error
2026-02-20 17:56:16,fp32-clip,30,completed,82.882,-11.94685564,1.21192852,0.57415223,0.64107479,6105.67551401,1.00000000,0.48796804,0.02063174,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0030,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0030\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0030\config.trial.json,
2026-02-20 17:57:39,fp32-clip,31,completed,82.787,22.52141626,1.47692364,0.58338834,0.66328325,18615.44221005,1.00000000,35.13688717,0.20126406,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0031,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0031\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0031\config.trial.json,
2026-02-20 17:59:02,fp32-clip,32,completed,82.760,58.31408922,1.39352418,0.65348223,0.62271646,3841.04642570,1.00000000,1.79486760,0.08065187,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0032,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0032\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0032\config.trial.json,
2026-02-20 18:00:25,fp32-clip,33,completed,82.771,82.92413103,2.46843377,0.72418791,0.60016655,1928.36528801,1.00000000,1.58041527,0.14595500,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0033,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0033\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0033\config.trial.json,
2026-02-20 18:01:48,fp32-clip,34,completed,82.982,107.29235858,1.61872655,0.72731091,0.62314347,1703.27750358,1.00000000,2.98137608,0.17673244,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0034,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0034\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0034\config.trial.json,
2026-02-20 18:03:19,fp32-clip,35,completed,90.636,91.37587732,2.07258715,0.72786110,0.60698794,1539.82363066,1.00000000,3.36652107,0.26841778,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0035,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0035\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0035\config.trial.json,
2026-02-20 18:04:45,fp32-clip,36,completed,86.363,78.54425000,2.07900501,0.80110305,0.57854425,1623.29419416,1.00000000,3.00650431,0.43439545,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0036,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0036\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0036\config.trial.json,
2026-02-20 18:06:20,fp32-clip,37,completed,94.513,99.14482218,1.87461790,0.79673821,0.59917674,1023.71515742,1.00000000,8.68252163,0.92045608,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0037,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0037\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0037\config.trial.json,
2026-02-20 18:07:43,fp32-clip,38,completed,82.895,-78.57315013,1.53801058,0.54193185,0.62122436,110779.90501143,1.00000000,12.69560315,0.29731700,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0038,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0038\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0038\config.trial.json,
2026-02-20 18:09:06,fp32-clip,39,completed,83.044,61.26350831,1.33647902,0.63828325,0.63972043,1494.93238754,1.00000000,5.32971952,0.04002694,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0039,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0039\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0039\config.trial.json,
2026-02-20 18:10:29,fp32-clip,40,completed,82.791,55.54050000,1.89930918,0.89476511,0.55554050,3142.17586050,1.00000000,2.68184023,4.02421349,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0040,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0040\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0040\config.trial.json,
2026-02-20 18:11:52,fp32-clip,41,completed,82.781,102.87015173,1.21760381,0.71871456,0.62269212,1568.06155591,1.00000000,0.16633927,0.07966882,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0041,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0041\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0041\config.trial.json,
2026-02-20 18:13:15,fp32-clip,42,completed,82.706,75.50142000,1.89387783,0.85664047,0.57550142,2414.16951407,1.00000000,0.86441106,0.22617078,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0042,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0042\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0042\config.trial.json,
2026-02-20 18:14:38,fp32-clip,43,completed,82.927,55.99010000,1.89928715,0.89456598,0.55599010,5823.39070104,1.00000000,0.35212472,0.48282034,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0043,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0043\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0043\config.trial.json,
2026-02-20 18:16:01,fp32-clip,44,completed,82.749,70.58181165,1.68556440,0.79635453,0.57062168,4064.82622010,1.00000000,0.57452261,0.15089410,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0044,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0044\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0044\config.trial.json,
2026-02-20 18:17:24,fp32-clip,45,completed,82.888,-15.06660854,1.60566839,0.58126171,0.62847271,29407.88059366,1.00000000,3.33533339,0.25755819,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0045,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0045\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0045\config.trial.json,
2026-02-20 18:18:47,fp32-clip,46,completed,82.924,26.00566912,1.35941049,0.61368896,0.63014108,7635.15115356,1.00000000,1.15932692,0.08861491,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0046,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0046\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0046\config.trial.json,
2026-02-20 18:20:10,fp32-clip,47,completed,82.832,86.99479773,2.01679314,0.72616308,0.60335047,3252.28069495,1.00000000,1.45494012,0.16699956,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0047,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0047\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0047\config.trial.json,
2026-02-20 18:21:33,fp32-clip,48,completed,82.864,91.27150188,1.86839136,0.76817193,0.59431058,1343.22750094,1.00000000,2.19660434,0.34306173,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0048,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0048\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0048\config.trial.json,
2026-02-20 18:22:56,fp32-clip,49,completed,82.809,26.62762520,1.48903561,0.58939414,0.65969211,2060.52318017,1.00000000,12.06109504,0.04377009,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0049,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0049\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0049\config.trial.json,
2026-02-20 18:24:19,fp32-clip,50,completed,82.705,100.63843796,1.52335454,0.68488740,0.64039117,3542.16708223,1.00000000,5.03818094,0.10291138,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0050,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0050\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0050\config.trial.json,
2026-02-20 18:25:42,fp32-clip,51,completed,82.786,69.65839458,1.92726763,0.69679597,0.60161161,4635.53137282,1.00000000,0.98368267,0.14879673,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0051,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0051\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0051\config.trial.json,
2026-02-20 18:27:05,fp32-clip,52,completed,82.847,85.17428196,1.70876237,0.67710658,0.63048266,11015.92924798,1.00000000,1.46449059,0.15435879,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0052,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0052\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0052\config.trial.json,
2026-02-20 18:28:28,fp32-clip,53,completed,82.914,54.18198882,3.03151992,0.72372891,0.57431390,2798.34162455,1.00000000,0.67346727,0.37376152,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0053,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0053\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0053\config.trial.json,
2026-02-20 18:29:51,fp32-clip,54,completed,82.760,88.90397069,1.75743381,0.70779015,0.61441194,1880.54426632,1.00000000,3.53806934,0.19203066,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0054,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0054\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0054\config.trial.json,
2026-02-20 18:31:14,fp32-clip,55,completed,82.871,40.53046605,1.61686654,0.62958868,0.62765052,5039.69691422,1.00000000,2.30388863,0.10367137,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0055,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0055\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0055\config.trial.json,
2026-02-20 18:32:39,fp32-clip,56,completed,84.676,67.69754054,2.50565671,0.76018426,0.57245342,3208.21944680,1.00000000,1.48061575,0.23409826,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0056,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0056\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0056\config.trial.json,
2026-02-20 18:34:02,fp32-clip,57,completed,82.903,88.36509196,2.07662632,0.74210251,0.59842145,1327.74522855,1.00000000,0.76918307,0.12330383,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0057,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0057\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0057\config.trial.json,
2026-02-20 18:35:24,fp32-clip,58,completed,82.702,34.99580433,2.81505168,0.72131985,0.55357883,6978.85851778,1.00000000,1.94015264,0.56689133,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0058,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0058\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0058\config.trial.json,
2026-02-20 18:36:48,fp32-clip,59,completed,82.904,-19.42588055,2.10155077,0.58023759,0.62546067,380296.70545090,1.00000000,0.37029350,0.02879346,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0059,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0059\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0059\config.trial.json,
2026-02-20 18:38:10,fp32-clip,60,completed,82.695,55.20484000,1.89934086,0.89480539,0.55520484,17003.94408536,1.00000000,1.14700066,9.39578329,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0060,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0060\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0060\config.trial.json,
2026-02-20 18:39:34,fp32-clip,61,completed,83.198,32.86996189,1.84430565,0.62767791,0.62195467,10559.74157043,1.00000000,2.53305304,0.27385514,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0061,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0061\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0061\config.trial.json,
2026-02-20 18:44:05,fp32-clip,62,completed,271.207,77.85545993,2.09176381,0.71063955,0.60181133,1870.06755620,1.00000000,1.59209201,0.16668659,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0062,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0062\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0062\config.trial.json,
2026-02-20 18:45:28,fp32-clip,63,completed,82.828,81.08074536,2.18764393,0.74388056,0.59052892,2313.40888400,1.00000000,1.48785723,0.13250236,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0063,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0063\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0063\config.trial.json,
2026-02-20 18:46:51,fp32-clip,64,completed,82.754,90.40728980,1.42724802,0.69945588,0.62073465,1280.59445189,1.00000000,2.89766432,0.06624057,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0064,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0064\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0064\config.trial.json,
2026-02-20 18:48:15,fp32-clip,65,completed,83.339,93.02812738,2.21392208,0.78063661,0.59415295,1764.27086227,1.00000000,1.87401705,0.21504848,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0065,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0065\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0065\config.trial.json,
2026-02-20 18:49:38,fp32-clip,66,completed,82.742,38.00994210,1.86855172,0.62906753,0.62566367,2784.78088344,1.00000000,4.62340405,0.38311754,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0066,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0066\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0066\config.trial.json,
2026-02-20 18:51:00,fp32-clip,67,completed,82.703,54.42677377,1.44958203,0.64034070,0.63090005,5267.65611223,1.00000000,0.96020177,0.05243143,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0067,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0067\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0067\config.trial.json,
2026-02-20 18:52:24,fp32-clip,68,completed,82.965,77.26171154,2.17558561,0.69764469,0.60869154,3768.71121216,1.00000000,6.47946682,0.77693303,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0068,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0068\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0068\config.trial.json,
2026-02-20 18:53:46,fp32-clip,69,completed,82.700,101.87873828,1.23738487,0.70229969,0.63051479,2194.33242453,1.00000000,0.52214586,0.09372525,50,1,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0069,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0069\train.log,I:\Github\Latent_Style\Cycle-NCE\fp32-clip\trial_0069\config.trial.json,
