epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_struct_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
11,2.230541958808899,0.537457834482193,0.010761345960199833,1.7654113686084747,2.025323984026909,0.37667571768164637,0.4142009714245796,0.003108325720531866,0.06216651445254683,0.003198735286714509,0.00011987386738553596,2.122119426727295,0.0,0.03333333507180214,0.125,0.2083333283662796,0.0,1.0,0.00010500000000000002,54.022998332977295
12,2.2656744933128357,0.5403525245189666,0.009519520560279488,1.7619682788848876,2.0353410416841506,0.36236218765378,0.4005070261657238,0.003023591259261593,0.060471825543791054,0.003065496974159032,2.9955867054027863e-05,1.7959896063804626,0.0,0.06666667014360428,0.1666666716337204,0.25,0.0,1.0,9.01387258211781e-05,53.444565534591675
13,2.3205732536315917,0.541661424934864,0.009153386279940605,1.7638074362277985,2.0559682840108873,0.35302181124687193,0.3993244706094265,0.002936385157518089,0.05872770354151726,0.0030595100845675917,2.4788127819874717e-05,1.6306599831581117,0.0,0.10000000149011612,0.2083333283662796,0.2916666567325592,0.0,1.0,7.564338553438001e-05,54.15192174911499
14,2.376392214298248,0.5427219665050507,0.008480915846303106,1.76251001060009,2.0907151371240618,0.33380369916558267,0.3987354019284248,0.0028908874315675347,0.05781774904578924,0.0030036620085593315,2.559619977191119e-05,1.518782880306244,0.0,0.13333334028720856,0.25,0.3333333432674408,0.0,1.0,6.187090252474307e-05,54.06153130531311
15,2.4303080010414124,0.5448718407750129,0.007659752059262246,1.7624966591596603,2.110291689038277,0.3053127346932888,0.39716766580939294,0.0028449206170625984,0.05689841261133552,0.0029810189560521396,6.355440589658201e-06,1.4278950357437135,0.0,0.1666666716337204,0.2916666567325592,0.375,0.0,1.0,4.916040103221507e-05,53.439390897750854
16,2.486571835279465,0.5471766251325607,0.007344123364891857,1.7630223762989043,2.1268003720045088,0.282719352543354,0.3927067817747593,0.0028260863258037718,0.056521726753562686,0.0029594141349662097,1.7711803411657455e-06,1.357864853143692,0.0,0.20000000298023224,0.3333333432674408,0.4166666567325592,0.0,1.0,3.782485578727799e-05,54.01538372039795
17,2.543216944932938,0.5497173097729683,0.0068234420334920285,1.7610072934627532,2.144594730734825,0.2641029415279627,0.3922176125645638,0.002789718812564388,0.05579437650740147,0.0029635646846145392,1.658864339901811e-06,1.3011107766628265,0.0,0.23333333432674408,0.375,0.4583333432674408,0.0,1.0,2.8143385534380006e-05,54.05385398864746
18,2.5857628273963926,0.546634490787983,0.006441109669394791,1.7635094356536865,2.1248901152610777,0.2508292894810438,0.3908253675699234,0.0027734614023938774,0.05546922847628594,0.002887813977431506,3.721654448440859e-07,1.2582359552383422,0.0,0.2666666805744171,0.4166666567325592,0.5,0.0,1.0,2.0354380202105065e-05,53.45879006385803
19,2.5949375224113465,0.5497671169042587,0.006030414069537074,1.7626425713300704,2.1457835954427718,0.23758140057325364,0.38874252885580063,0.0027687235723715276,0.055374471694231035,0.002934241268085316,3.529101741150953e-07,1.2216462409496307,0.0,0.30000001192092896,0.4583333432674408,0.5,0.0,1.0,1.4649630951960417e-05,53.9201774597168
20,2.603845536708832,0.5496622070670127,0.005838279591407627,1.763232136964798,2.146411803364754,0.22978561758995056,0.38812282398343084,0.0027497805375605823,0.054995611011981964,0.0029453414434101434,4.93705283588497e-08,1.1999256765842439,0.0,0.3333333432674408,0.5,0.5,0.0,1.0,1.1169607643461924e-05,53.393019676208496
