epoch,loss,semigroup,swd,moment,identity,identity_ratio,delta_tv,delta_l2,output_tv,swd_valid_samples,shortcut_mu_delta,shortcut_std_delta,shortcut_texture_gain,shortcut_lsi,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
11,6.180089473724365,0.00036715573514811695,0.24717548489570618,0.5711198449134827,0.001650370773859322,0.5003800988197327,0.0002799544599838555,6.214487711986294e-06,1.1450151205062866,24.0,0.0009106910438276827,0.0002809363359119743,1.1159129826410208e-05,186.85885620117188,1.0,1.0,0.8042545914649963,0.00019947958005998598,1.1690146999171702,0.018228599947178736,59.53645229994436,6.524898699921323,0.35803779991692863,50.83772550038702,66.43761739972979,118.44743418693542,23680,199.91990677170674,356.42458183782355
12,7.984047889709473,0.00027345429407432675,0.3389645218849182,0.5670953989028931,0.001176903722807765,0.5037161111831665,0.0003043515607714653,4.657225417759037e-06,1.144797444343567,24.0,0.000498533365316689,0.0001934803876793012,1.3269623195810709e-05,92.62529754638672,1.0,1.0,0.8019543886184692,0.00019937041273203768,1.1833018999022897,0.01797770001576282,59.5529204000195,6.57911900007457,0.35800109994306695,50.78579219992389,66.5080182000529,118.47912073135376,23680,199.86643936777153,356.0472953617668
13,4.038173198699951,0.00023961055558174849,0.14159703254699707,0.575356662273407,0.0008766644168645144,0.4993242919445038,0.00018724935944192111,1.8003773902819376e-06,1.14437997341156,24.0,0.0004062298103235662,0.00015287866699509323,7.482833552785451e-06,111.27706909179688,1.0,1.0,0.8006954193115234,0.00019925089662487544,1.176396500042756,0.017970399945625104,59.55952040014381,6.504367600107798,0.35636779993365053,50.87631899978442,66.43822620013088,118.49319911003113,23680,199.8426928959111,356.4213157748837
14,6.071276664733887,0.00011878720397362486,0.2451642006635666,0.5694244503974915,0.0003514074778649956,0.5022380352020264,9.267384302802384e-05,2.33647256209224e-07,1.1453834772109985,24.0,0.00017145801393780857,6.260601367102936e-05,4.46937019660254e-06,66.44287872314453,1.0,1.0,0.8054412603378296,0.00019912104484478716,1.1755285000544973,0.018232300120871514,59.56316449998121,6.591793799918378,0.3651880999968853,50.79780610007583,66.53837870001735,118.51567244529724,23680,199.80479806103176,355.88483612982634
15,6.805954933166504,0.00015566115325782448,0.28051841259002686,0.5770790576934814,0.0005964595475234091,0.5001689195632935,0.00010420655598863959,8.903062393983419e-07,1.1446670293807983,24.0,0.0003151424753013998,0.00012736707867588848,4.846981028094888e-06,118.7425765991211,1.0,1.0,0.8023375272750854,0.00019898087163148392,1.1641603000025498,0.01807320000079926,59.532791400008136,6.526373499989859,0.3606370000052266,50.866842799965525,66.43787510000402,118.47219061851501,23680,199.87813069356088,356.4231993325531
16,19.825101852416992,8.575710671721026e-05,0.9329817891120911,0.5726835131645203,0.00017081806436181068,0.49586158990859985,6.365242734318599e-05,6.45843130087087e-08,1.147016167640686,24.0,7.72548301029019e-05,2.986152503581252e-05,2.9845871267752955e-06,37.480499267578125,1.0,1.0,0.7962023615837097,0.00019883039235653812,1.155713500091224,0.018060600064927712,59.5418746999494,6.4984536000556545,0.35338119995140005,50.87810859995079,66.41177010002139,118.44841814041138,23680,199.91824603287824,356.5633014198544
17,nan,nan,nan,nan,nan,0.49417224526405334,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8001096844673157,0.000198669623521698,1.158874300061143,0.017677400071988814,59.55938899994362,6.490032699992298,0.3580403999367263,50.590022800068255,66.42513949994463,118.17699790000916,23680,200.37740356237435,356.49153585924705
18,nan,nan,nan,nan,nan,0.4990285634994507,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7964127063751221,0.000198498582757078,1.1505097000481328,0.01797589991474524,59.56734549991961,6.454116499910015,0.35294349992182106,50.56488960032584,66.39238139966619,118.11072516441345,23680,200.48983669380382,356.6674293162055
19,nan,nan,nan,nan,nan,0.5028716325759888,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7950592041015625,0.00019831728881922547,1.1605199999758042,0.018858500057831407,59.59049139985291,6.5609937999543035,0.35921039993991144,50.46565610029211,66.52955409980495,118.15838432312012,23680,200.40896916162825,355.9320413372412
20,nan,nan,nan,nan,nan,0.4990709722042084,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8044479489326477,0.00019812576158906363,1.1555803999799537,0.01847590002580546,59.5458004999673,6.4727323998668,0.3543293999682646,50.54099810009939,66.39133819982817,118.09109544754028,23680,200.52316315855828,356.673033592525
21,nan,nan,nan,nan,nan,0.4999576807022095,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8003794550895691,0.00019792402206971158,1.1523295000224607,0.017811100085964426,59.55219790007686,6.447386399857351,0.3486719999345951,50.5793893999944,66.36606739995477,118.1009476184845,23680,200.50643519386747,356.80884716722176
22,nan,nan,nan,nan,nan,0.4963684678077698,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8047376871109009,0.00019771209238418104,1.1499811999383382,0.01763339996978175,59.56110209993494,6.483481600036612,0.3533277999958955,50.545362300093984,66.41554489993723,118.11364388465881,23680,200.48488236569997,356.54303575581116
23,nan,nan,nan,nan,nan,0.4921875,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7941476106643677,0.00019748999577295025,1.1677806000516284,0.018037199959508143,59.54018730009557,6.467306899954565,0.3549417999893194,50.54554240005382,66.38047319999896,118.09630703926086,23680,200.51431406849696,356.7314129963203
24,nan,nan,nan,nan,nan,0.5000844597816467,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.795586109161377,0.00019725775659141547,1.16206290005357,0.01815490012813825,59.5511511999066,6.486772999895038,0.3525225998455426,50.53528540018306,66.40860169977532,118.10867166519165,23680,200.49332251510575,356.5803133011927
25,nan,nan,nan,nan,nan,0.5051943063735962,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8091607093811035,0.00019701540030722,1.1618309999757912,0.01839200009999331,59.57058840000536,6.50487169988628,0.35487839989946224,50.51535810006317,66.4487304998911,118.12910270690918,23680,200.4586461538829,356.36497224034713
26,nan,nan,nan,nan,nan,0.5020691156387329,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8032853007316589,0.00019676295349746153,1.1524728998774663,0.018843800033209845,59.58116749986948,6.515455099972314,0.3540345999645069,50.48807650024537,66.46950099983951,118.11259365081787,23680,200.4866650376535,356.2536147225955
27,nan,nan,nan,nan,nan,0.49945107102394104,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7949566841125488,0.00019650044384577757,1.1568933000817196,0.017851699856691994,59.538320100007695,6.4443772000668105,0.35048430002643727,50.58088610001141,66.35103329995763,118.09289503097534,23680,200.52010744413388,356.8896944369835
28,nan,nan,nan,nan,nan,0.49776190519332886,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7988467216491699,0.00019622790013930965,1.1749042999581434,0.018277299954206683,59.55448819986486,6.578714099974604,0.3559145999897737,50.43629110023903,66.50739419978345,118.12116289138794,23680,200.47212049354516,356.0506359468389
29,nan,nan,nan,nan,nan,0.5007601976394653,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7989043593406677,0.00019594535226554643,1.1683020999917062,0.01827789995877538,59.55760069990356,6.519344099913724,0.36159129999578,50.48302640020847,66.45681399977184,118.11206364631653,23680,200.48756468186974,356.32162565122815
30,nan,nan,nan,nan,nan,0.49683278799057007,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7959827780723572,0.00019565283120904635,1.15695410000626,0.01871190006204415,59.54491340000823,6.4679614000051515,0.35210270003881305,50.55444279979565,66.38368940011424,118.09761714935303,23680,200.51208967284168,356.71412984104575
31,nan,nan,nan,nan,nan,0.5001689195632935,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7943740487098694,0.00019535036904803966,1.166348300044774,0.018171200063079596,59.59784979997494,6.474619100103155,0.3523546000069473,50.526541999861365,66.44299470014812,118.13865399360657,23680,200.44243945154068,356.3957360270399
32,nan,nan,nan,nan,nan,0.5081081390380859,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7926576137542725,0.00019503799895091072,1.158737200050382,0.0178682999976445,59.560611700086156,6.533073900020099,0.35834369996155147,50.503806599997915,66.46989760006545,118.13554358482361,23680,200.44771693116476,356.25148909476707
33,nan,nan,nan,nan,nan,0.4945523738861084,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8036202788352966,0.00019471575517256078,1.1504735999042168,0.017858199920738116,59.551690299864276,6.4900503999815555,0.35343850005301647,50.53511510026874,66.41303739981959,118.1021728515625,23680,200.50435507026924,356.5564974455502
34,nan,nan,nan,nan,nan,0.5016469359397888,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7985765337944031,0.0001943836730506515,1.1630779999104561,0.01856670006236527,59.53807590008364,6.44319280005584,0.35044519997609314,50.54446569985885,66.35028060017794,118.06038188934326,23680,200.57532951396863,356.8937431130697
35,nan,nan,nan,nan,nan,0.5028716325759888,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8012843728065491,0.00019404178900172975,1.1463662000896875,0.018621499883010983,59.56328060007945,6.440988499976811,0.3540053000469925,50.59445160005998,66.37689589998627,118.1206533908844,23680,200.4729852080841,356.750638590873
36,nan,nan,nan,nan,nan,0.49957767128944397,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8022107481956482,0.0001936901405172342,1.1633102000050712,0.017897600118885748,59.55236689985031,6.454143499970087,0.3532358000520617,50.55016199988313,66.37764379999135,118.0940592288971,23680,200.5181306716029,356.74661895731657
37,nan,nan,nan,nan,nan,0.5012669563293457,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8012211918830872,0.00019332876615938395,1.1584567000099923,0.018301899879588746,59.540524899959564,6.4983672999806,0.3577724999631755,50.53103660013585,66.41496659978293,118.10748720169067,23680,200.49533320069676,356.5461403104492
38,nan,nan,nan,nan,nan,0.5042229890823364,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.802542507648468,0.0001929577055569496,1.1582764000195311,0.0180493999941973,59.538371399918105,6.498867199974484,0.3535457999969367,50.5345766000537,66.40883379988372,118.10455799102783,23680,200.5003058544017,356.5790670463703
39,nan,nan,nan,nan,nan,0.5008023381233215,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8010624051094055,0.00019257699940090765,1.153809500101488,0.018905299933976494,59.53349070000695,6.482200099970214,0.3485647000488825,50.558836399999564,66.38316079996002,118.09847617149353,23680,200.5106311923426,356.7169703075401
40,nan,nan,nan,nan,nan,0.5015626549720764,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7976617813110352,0.0001921866894399783,1.1489330998447258,0.01800100014952477,59.54740340009448,6.411926300046616,0.34840349992737174,50.635559799862676,66.325734200218,118.11290240287781,23680,200.48614095713762,357.0258254287394
41,nan,nan,nan,nan,nan,0.4907516539096832,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7995971441268921,0.0001917868184760472,1.1702565999585204,0.017516200125101022,59.520805100066354,6.449752900065505,0.36296929988020565,50.54513119990588,66.35104350013717,118.0698013305664,23680,200.55932789877255,356.88963957215003
42,nan,nan,nan,nan,nan,0.5067569017410278,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.792436957359314,0.00019137743035947162,1.1532842000597157,0.01822920005361084,59.54738629999338,6.4877149999083485,0.3592847000109032,50.555589400057215,66.41261519996624,118.1250331401825,23680,200.46555222463505,356.5587641549769
43,nan,nan,nan,nan,nan,0.4978463053703308,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.798695981502533,0.00019095856998427196,1.1595583999878727,0.017999999836320058,59.61005750010372,6.464460199946188,0.35116669996932615,50.565877500135684,66.44368439985556,118.17189002037048,23680,200.38606470555763,356.392036562793
44,nan,nan,nan,nan,nan,0.4937501549720764,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8154696822166443,0.0001905302832832085,1.161702100012917,0.018195399854448624,59.55907789999037,6.490333200068562,0.3632260999729624,50.52199310006108,66.43083259988634,118.117427110672,23680,200.47846096251865,356.46098465489524
45,nan,nan,nan,nan,nan,0.4995355010032654,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8034408092498779,0.00019009261722274432,1.1738083000091137,0.01903359997959342,59.58003019998432,6.562036500065005,0.36034970013133716,50.43769149987202,66.52145000016026,118.13567304611206,23680,200.44749726661271,355.9754034216475
46,nan,nan,nan,nan,nan,0.5036317110061646,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7960485219955444,0.00018964561979789503,1.167327400034992,0.01754509995225817,59.55842389994359,6.455855100008193,0.3540835999447154,50.54966920008883,66.38590769984876,118.10494017601013,23680,200.49965703983278,356.7022101597919
47,nan,nan,nan,nan,nan,0.503842830657959,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7974757552146912,0.00018918934002696547,1.1514234999776818,0.018218000026536174,59.53605770003924,6.443256200131145,0.35305310002877377,50.58298209984787,66.35058500022569,118.08876633644104,23680,200.5271181556292,356.8921057729853
48,nan,nan,nan,nan,nan,0.4985642433166504,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8050533533096313,0.0001887238279461743,1.160496099939337,0.01785479989484884,59.55841479994706,6.464073300070595,0.3606767999881413,50.553273700221325,66.40101969990064,118.11780142784119,23680,200.47782564312493,356.621029421261
49,nan,nan,nan,nan,nan,0.49881771206855774,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.793189525604248,0.0001882491346041671,1.160634000087157,0.01791589990898501,59.53074090005248,6.50917890004348,0.35066609998466447,50.5200513999589,66.40850179998961,118.0921950340271,23680,200.52129603634552,356.58084971288577
50,nan,nan,nan,nan,nan,0.49940890073776245,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7937453389167786,0.00018776531205641806,1.1578283000126248,0.018148599920095876,59.55628950010578,6.493341900029918,0.3584560999152018,50.523867100069765,66.42623609997099,118.11122989654541,23680,200.48897992800096,356.48565070526917
51,nan,nan,nan,nan,nan,0.5024914741516113,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7955189347267151,0.00018727241335952173,1.16548759995203,0.018414199890685268,59.54511599995021,6.5043724000424845,0.35618109996721614,50.48518670014164,66.4240836998506,118.07824897766113,23680,200.54497932536202,356.4972022346958
52,nan,nan,nan,nan,nan,0.5010979175567627,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8040714263916016,0.0001867704925653747,1.1515753000421682,0.017856200080132112,59.5502250000427,6.496648199958145,0.3517252001038287,50.53823049989296,66.4164546001848,118.10986232757568,23680,200.49130134724842,356.5381522176902
53,nan,nan,nan,nan,nan,0.4950167238712311,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.797015905380249,0.00018625960471524818,1.1593343999556964,0.018667900032596663,59.56019689993991,6.442295999790076,0.35132399984286167,50.5820266003866,66.37248479960545,118.11756372451782,23680,200.47822909070644,356.7743481579097
54,nan,nan,nan,nan,nan,0.4986911118030548,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8017550706863403,0.00018573980583375214,1.1560868000378832,0.017837300008977763,59.53794070001459,6.46610600007989,0.35428390008746646,50.57761909978581,66.37616790019092,118.11287832260132,23680,200.4861818312724,356.7545513565553
55,nan,nan,nan,nan,nan,0.4909205734729767,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8049383163452148,0.0001852111529226915,1.1693463998526568,0.01805200008675456,59.51345759992546,6.499644300085492,0.35786290001124144,50.4945089998364,66.38901680010895,118.05580544471741,23680,200.58310483586303,356.6855052440111
56,nan,nan,nan,nan,nan,0.5050675868988037,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8091297745704651,0.00018467370395481536,1.1503463999106316,0.017905900051118806,59.52671359994565,6.488453499885509,0.3586634999810485,50.53637060019537,66.39173649986333,118.0813992023468,23680,200.53962910298384,356.670893824998
57,nan,nan,nan,nan,nan,0.4999154806137085,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8002328872680664,0.00018412751786745952,1.1605519000731874,0.018088800032273866,59.57492369998363,6.464916600016295,0.355334300067625,50.54506689988193,66.41326340009982,118.12116765975952,23680,200.47211240079108,356.55528410556025
58,nan,nan,nan,nan,nan,0.501900315284729,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8012070655822754,0.00018357265455608342,1.1699263001210056,0.018245500075863674,59.60643839993281,6.51081089998479,0.35606499992718454,50.49613870009489,66.49155979992065,118.16084837913513,23680,200.404789952248,356.1354263797592
59,nan,nan,nan,nan,nan,0.4945523142814636,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7983761429786682,0.00018300917486770195,1.159589099814184,0.01820239999506157,59.52912590010965,6.485113800124964,0.34647609997773543,50.52563099985127,66.37891820020741,118.06712579727173,23680,200.56387279775038,356.73976982538426
60,nan,nan,nan,nan,nan,0.5041384696960449,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7950136065483093,0.0001824371405942127,1.1801583999331342,0.019138299976475537,59.5880733999511,6.598279800062301,0.36301509985059965,50.425900400296086,66.56850659984048,118.17754244804382,23680,200.37648024717382,355.7237680326262
61,nan,nan,nan,nan,nan,0.4991975724697113,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8045547008514404,0.00018185661446562008,1.1561502999102231,0.017810000048484653,59.53600439990987,6.45751039996685,0.351539900075295,50.54847940003674,66.3628647000005,118.07081270217896,23680,200.55760994658584,356.82606691329016
62,nan,nan,nan,nan,nan,0.49590378999710083,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7972434759140015,0.00018126766014315594,1.1553570000105537,0.01834509984473698,59.555725500089466,6.472560200068983,0.3493459998280741,50.564195400234894,66.39597679983126,118.11848783493042,23680,200.47666063159053,356.6481154632276
63,nan,nan,nan,nan,nan,0.4964527487754822,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8034980297088623,0.0001806703422122987,1.1534875000215834,0.0176610000198707,59.578027100040345,6.481017799917026,0.35256759989715647,50.5347091001895,66.4292734998744,118.12011933326721,23680,200.4738916084958,356.46935082083615
64,nan,nan,nan,nan,nan,0.4975084364414215,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7987176775932312,0.00018006472617569064,1.1624637999921106,0.01837179993162863,59.58058450008684,6.507945699879201,0.3562794000172289,50.496867600115365,66.4631813999149,118.12484979629517,23680,200.4658633711354,356.28748882054447
65,nan,nan,nan,nan,nan,0.49037161469459534,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7895509600639343,0.00017945087844595484,1.159507400050643,0.017574600016814657,59.545315600014874,6.48213300005591,0.34924960003991146,50.54737719982222,66.39427280012751,118.10448861122131,23680,200.5004236371599,356.65726878711325
66,nan,nan,nan,nan,nan,0.5010558366775513,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8027313351631165,0.0001788288663384123,1.159829400043236,0.017488400000729598,59.54741710002418,6.458155300046201,0.35162159995525144,50.555021299864165,66.37468240002636,118.09239840507507,23680,200.5209507116111,356.7625357103117
67,nan,nan,nan,nan,nan,0.4979309141635895,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7986783981323242,0.00017819875806370002,1.1527485999831697,0.018233300012070686,59.56303470004059,6.500491600076202,0.35797099997580517,50.503335999921546,66.43973060010467,118.0993857383728,23680,200.50908691818796,356.4132452993826
68,nan,nan,nan,nan,nan,0.5016047358512878,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7998904585838318,0.00017756062272029108,1.1554480999475345,0.018563000121503137,59.53408519997902,6.487429500033613,0.3552722000749782,50.54331349977292,66.39534990020911,118.09717726707458,23680,200.5128365299377,356.6514829064169
69,nan,nan,nan,nan,nan,0.49945107102394104,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7947172522544861,0.0001769145302869169,1.155270599963842,0.01833319992874749,59.5512577000045,6.462709700062987,0.35046319993853103,50.57604820009146,66.38276379993476,118.11721277236938,23680,200.47882475550043,356.7191036421305
70,nan,nan,nan,nan,nan,0.5043919086456299,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8029939532279968,0.0001762605516148937,1.1636250000155997,0.017598200021893717,59.539611700034584,6.47079539996048,0.3518782999890391,50.53896510001505,66.379883600006,118.08583521842957,23680,200.53209562516844,356.7345815592521
71,nan,nan,nan,nan,nan,0.503082811832428,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8011565804481506,0.00017559875842035252,1.1478632999787806,0.01792609997210093,59.54832210011955,6.447858700164943,0.3510287998797139,50.57022119993053,66.3651357001363,118.08583807945251,23680,200.53209076661014,356.81385640489793
72,nan,nan,nan,nan,nan,0.5016469955444336,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7939494848251343,0.0001749292232763748,1.167122400001972,0.017653599992627278,59.56545489995915,6.46660610003164,0.3590324000251712,50.53059339990432,66.40874700000859,118.10908484458923,23680,200.49262113205526,356.5795331147708
73,nan,nan,nan,nan,nan,0.49953556060791016,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.8024269342422485,0.00017425201960503416,1.1681134999962524,0.018790400092257187,59.57727099992917,6.48575529968366,0.35824730014428496,50.5288745003927,66.44006399984937,118.13987326622009,23680,200.44037076829045,356.4114567989231
74,nan,nan,nan,nan,nan,0.5019425749778748,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7989726662635803,0.00017356722166934446,1.1658047002565581,0.018456599849741906,59.581598200136796,6.462978800118435,0.35542440018616617,50.53283849984291,66.41845800029114,118.12036442756653,23680,200.4734756344321,356.5273978491973
75,nan,nan,nan,nan,nan,0.49928218126296997,nan,nan,nan,24.0,nan,nan,nan,nan,1.0,1.0,0.7981908917427063,0.00017287490456511639,1.1636491000535898,0.01768750001792796,59.557667100132676,6.491357799910475,0.3512010001577437,50.50740059977397,66.41791340021882,118.09212732315063,23680,200.52141100990906,356.5303212299046
