epoch,loss,distill,code,code_ref,code_proto,cycle,gram,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,style_ref_alpha,transfer_ratio,lr,epoch_time_sec
29,0.010736336541031637,0.0001655199429801395,0.000555369598347874,0.0003097967236235197,0.0002455728742549376,0.00018722417312786883,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,4.916040103221507e-05,30.933547258377075
30,0.010207961959343764,0.00014388297929526157,0.0005535081764983554,0.0003038961961377232,0.0002496119796565073,0.0001795220600944313,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,4.330243540863257e-05,32.72269129753113
31,0.010126611698539026,0.0001339432593311123,0.0005303704970320987,0.0002991461266402996,0.00023122437273888217,0.0002144041509675463,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,3.7824855787278e-05,32.74345421791077
32,0.009448351939359018,0.0001261901894805863,0.0005209570865131795,0.00029411958577486895,0.00022683750261597697,0.00017149772728800833,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,3.276143326799707e-05,32.72750687599182
33,0.00908947925293638,0.0001232745948542405,0.0005151418895806155,0.0002893515779907184,0.00022579031299814703,0.00014725684518306217,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,2.8143385534380006e-05,32.74588346481323
34,0.008773305828893376,0.00011898096460255704,0.0005075576191302389,0.00028701897826977074,0.00022053864297284293,0.0001318110306812976,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,2.3999184386361246e-05,32.74993014335632
35,0.00861416359041487,0.0001155483239985657,0.0005141521612512729,0.00028445858239842156,0.00022969358026110116,0.00011616754789194542,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,2.0354380202105065e-05,32.72196078300476
36,0.008386580003125052,0.00011011167812431532,0.0005036050377736589,0.00028257111637597723,0.00022103392045884845,0.000114829608191353,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.723144441142776e-05,32.737730503082275
37,0.008363770726587503,0.00011114176396081495,0.0005145093168868052,0.0002821885192984595,0.00023232079735363743,9.958423529056862e-05,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.4649630951960416e-05,32.75155520439148
38,0.008218836955605976,0.00010944156782634016,0.0005064089191071089,0.0002798732509085488,0.00022653567336214286,9.659164730222866e-05,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.2624857562220728e-05,32.71219992637634
39,0.008001090966225151,0.00010773073189475033,0.0004910755139257338,0.0002784268435789272,0.00021264867128563986,9.35721171469683e-05,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.1169607643461924e-05,32.7336790561676
40,0.007993015888777951,0.00010638894731997542,0.0004986978240213507,0.0002761626453702188,0.000222535177947007,8.782587317381836e-05,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0292853295352844e-05,32.70458126068115
