experiment_id,epoch,epoch_num,skip_routing_mode,w_kinetic,w_cycle,terminal_swd_weight,w_color,clip_style,clip_content,content_lpips,one_minus_content_lpips,all_clip_style,all_clip_content,all_content_lpips,one_minus_all_content_lpips,transfer_clip_style,transfer_clip_content,transfer_content_lpips,one_minus_transfer_content_lpips,clip_style_photo_to_art,clip_content_photo_to_art,content_lpips_photo_to_art,delta_lpips_1_to_3,status
S-add__K-4_C-0_W-20_Col-15,epoch_0001,1,add_proj,4,0,20,15,0.700477,0.824101,0.42529,0.57471,0.700477,0.824101,0.42529,0.57471,0.673649,0.821331,0.431754,0.568246,0.647099,0.773762,0.478238,0.028063,ok
S-add__K-4_C-0_W-20_Col-15,epoch_0002,2,add_proj,4,0,20,15,0.703828,0.79777,0.450578,0.549422,0.703828,0.79777,0.450578,0.549422,0.680812,0.794878,0.457609,0.542391,0.653304,0.758043,0.509746,0.028063,ok
S-add__K-4_C-0_W-20_Col-15,epoch_0003,3,add_proj,4,0,20,15,0.705147,0.791153,0.453353,0.546647,0.705147,0.791153,0.453353,0.546647,0.682689,0.787557,0.460528,0.539472,0.655157,0.748875,0.514692,0.028063,ok
S-add__K-4_C-0_W-20_Col-15,epoch_0004,4,add_proj,4,0,20,15,0.705716,0.780576,0.464553,0.535447,0.705716,0.780576,0.464553,0.535447,0.68457,0.776625,0.471698,0.528302,0.65616,0.741513,0.515939,0.028063,ok
S-add__K-4_C-0_W-20_Col-15,epoch_0005,5,add_proj,4,0,20,15,0.707042,0.775686,0.470717,0.529283,0.707042,0.775686,0.470717,0.529283,0.686609,0.771815,0.477785,0.522215,0.657114,0.73518,0.526894,0.028063,ok
S-add__K-4_C-0_W-20_Col-15,epoch_0006,6,add_proj,4,0,20,15,0.708683,0.772662,0.474491,0.525509,0.708683,0.772662,0.474491,0.525509,0.688517,0.768677,0.481572,0.518428,0.658811,0.726272,0.537028,0.028063,ok
S-add__K-4_C-0_W-20_Col-15,epoch_0007,7,add_proj,4,0,20,15,0.71163,0.774496,0.471965,0.528035,0.71163,0.774496,0.471965,0.528035,0.691603,0.770208,0.479492,0.520508,0.660282,0.727656,0.529307,0.028063,ok
S-add__K-4_C-0_W-20_Col-15,epoch_0008,8,add_proj,4,0,20,15,0.710668,0.769317,0.475768,0.524232,0.710668,0.769317,0.475768,0.524232,0.691188,0.764957,0.483517,0.516483,0.660126,0.724433,0.528373,0.028063,ok
S-add__K-4_C-2_W-10_Col-0,epoch_0001,1,add_proj,4,2,10,0,0.672086,0.89669,0.336163,0.663837,0.672086,0.89669,0.336163,0.663837,0.636015,0.895029,0.3402,0.6598,0.590288,0.88734,0.322063,-0.012764,ok
S-add__K-4_C-2_W-10_Col-0,epoch_0002,2,add_proj,4,2,10,0,0.675945,0.902339,0.318694,0.681306,0.675945,0.902339,0.318694,0.681306,0.640036,0.900514,0.325008,0.674992,0.596077,0.889728,0.319403,-0.012764,ok
S-add__K-4_C-2_W-10_Col-0,epoch_0003,3,add_proj,4,2,10,0,0.676974,0.90222,0.323399,0.676601,0.676974,0.90222,0.323399,0.676601,0.640957,0.900083,0.330447,0.669553,0.598164,0.889355,0.322365,-0.012764,ok
S-add__K-4_C-2_W-10_Col-0,epoch_0004,4,add_proj,4,2,10,0,0.679969,0.901386,0.324803,0.675197,0.679969,0.901386,0.324803,0.675197,0.644376,0.89887,0.332788,0.667212,0.602876,0.886104,0.331229,-0.012764,ok
S-add__K-4_C-2_W-10_Col-0,epoch_0005,5,add_proj,4,2,10,0,0.682275,0.898193,0.329948,0.670052,0.682275,0.898193,0.329948,0.670052,0.647076,0.895018,0.338209,0.661791,0.607023,0.879713,0.337344,-0.012764,ok
S-add__K-4_C-2_W-10_Col-0,epoch_0006,6,add_proj,4,2,10,0,0.68256,0.899439,0.327641,0.672359,0.68256,0.899439,0.327641,0.672359,0.647209,0.896342,0.335734,0.664266,0.607784,0.880763,0.337228,-0.012764,ok
S-add__K-4_C-2_W-10_Col-0,epoch_0007,7,add_proj,4,2,10,0,0.681452,0.900976,0.326383,0.673617,0.681452,0.900976,0.326383,0.673617,0.645685,0.898125,0.334436,0.665564,0.60468,0.885316,0.331959,-0.012764,ok
S-add__K-4_C-2_W-10_Col-0,epoch_0008,8,add_proj,4,2,10,0,0.682251,0.898738,0.333273,0.666727,0.682251,0.898738,0.333273,0.666727,0.646692,0.895684,0.341558,0.658442,0.604918,0.883333,0.333468,-0.012764,ok
S-add__K-4_C-2_W-10_Col-15,epoch_0001,1,add_proj,4,2,10,15,0.69401,0.860427,0.394465,0.605535,0.69401,0.860427,0.394465,0.605535,0.662981,0.857772,0.402632,0.597368,0.641251,0.812691,0.456961,0.014352,ok
S-add__K-4_C-2_W-10_Col-15,epoch_0002,2,add_proj,4,2,10,15,0.694821,0.855618,0.3967,0.6033,0.694821,0.855618,0.3967,0.6033,0.664219,0.852653,0.404855,0.595145,0.640567,0.812296,0.451413,0.014352,ok
S-add__K-4_C-2_W-10_Col-15,epoch_0003,3,add_proj,4,2,10,15,0.698509,0.844048,0.408818,0.591182,0.698509,0.844048,0.408818,0.591182,0.669166,0.840553,0.417734,0.582266,0.646074,0.796758,0.477955,0.014352,ok
S-add__K-4_C-2_W-10_Col-15,epoch_0004,4,add_proj,4,2,10,15,0.698593,0.842083,0.409049,0.590951,0.698593,0.842083,0.409049,0.590951,0.669273,0.838635,0.417643,0.582357,0.644351,0.796609,0.477044,0.014352,ok
S-add__K-4_C-2_W-10_Col-15,epoch_0005,5,add_proj,4,2,10,15,0.699126,0.831916,0.417784,0.582216,0.699126,0.831916,0.417784,0.582216,0.670769,0.828016,0.42641,0.57359,0.644285,0.78541,0.481853,0.014352,ok
S-add__K-4_C-2_W-10_Col-15,epoch_0006,6,add_proj,4,2,10,15,0.699698,0.834019,0.416519,0.583481,0.699698,0.834019,0.416519,0.583481,0.671056,0.830189,0.424919,0.575081,0.644498,0.7854,0.486069,0.014352,ok
S-add__K-4_C-2_W-10_Col-15,epoch_0007,7,add_proj,4,2,10,15,0.700361,0.833774,0.417717,0.582283,0.700361,0.833774,0.417717,0.582283,0.671882,0.829736,0.426391,0.573609,0.644396,0.784399,0.484387,0.014352,ok
S-add__K-4_C-2_W-10_Col-15,epoch_0008,8,add_proj,4,2,10,15,0.700724,0.82739,0.421785,0.578215,0.700724,0.82739,0.421785,0.578215,0.672812,0.823214,0.430466,0.569534,0.64521,0.778039,0.484661,0.014352,ok
S-add__K-4_C-2_W-20_Col-0,epoch_0001,1,add_proj,4,2,20,0,0.679692,0.894328,0.343696,0.656304,0.679692,0.894328,0.343696,0.656304,0.644357,0.891874,0.349886,0.650114,0.607361,0.877969,0.342825,-0.008775,ok
S-add__K-4_C-2_W-20_Col-0,epoch_0002,2,add_proj,4,2,20,0,0.681809,0.898906,0.337143,0.662857,0.681809,0.898906,0.337143,0.662857,0.646218,0.896399,0.345109,0.654891,0.609483,0.884549,0.342274,-0.008775,ok
S-add__K-4_C-2_W-20_Col-0,epoch_0003,3,add_proj,4,2,20,0,0.682988,0.898781,0.334921,0.665079,0.682988,0.898781,0.334921,0.665079,0.647549,0.896167,0.342986,0.657014,0.609926,0.88583,0.341326,-0.008775,ok
S-add__K-4_C-2_W-20_Col-0,epoch_0004,4,add_proj,4,2,20,0,0.687526,0.893474,0.343227,0.656773,0.687526,0.893474,0.343227,0.656773,0.652936,0.889945,0.352217,0.647783,0.617947,0.875319,0.358716,-0.008775,ok
S-add__K-4_C-2_W-20_Col-0,epoch_0005,5,add_proj,4,2,20,0,0.690848,0.889355,0.348971,0.651029,0.690848,0.889355,0.348971,0.651029,0.656894,0.885158,0.358224,0.641776,0.623017,0.867678,0.37053,-0.008775,ok
S-add__K-4_C-2_W-20_Col-0,epoch_0006,6,add_proj,4,2,20,0,0.692104,0.887766,0.351941,0.648059,0.692104,0.887766,0.351941,0.648059,0.658456,0.883474,0.361677,0.638323,0.623977,0.864774,0.369529,-0.008775,ok
S-add__K-4_C-2_W-20_Col-0,epoch_0007,7,add_proj,4,2,20,0,0.692391,0.886127,0.357933,0.642067,0.692391,0.886127,0.357933,0.642067,0.658779,0.881776,0.368007,0.631993,0.624414,0.86448,0.371443,-0.008775,ok
S-add__K-4_C-2_W-20_Col-0,epoch_0008,8,add_proj,4,2,20,0,0.693009,0.88252,0.361791,0.638209,0.693009,0.88252,0.361791,0.638209,0.659606,0.87781,0.371937,0.628063,0.624347,0.86193,0.372649,-0.008775,ok
S-add__K-4_C-2_W-20_Col-15,epoch_0001,1,add_proj,4,2,20,15,0.693454,0.86162,0.388935,0.611065,0.693454,0.86162,0.388935,0.611065,0.661776,0.858593,0.396233,0.603767,0.635804,0.821969,0.428977,0.014384,ok
S-add__K-4_C-2_W-20_Col-15,epoch_0002,2,add_proj,4,2,20,15,0.694587,0.857974,0.385795,0.614205,0.694587,0.857974,0.385795,0.614205,0.663664,0.854637,0.393659,0.606341,0.636223,0.819433,0.431469,0.014384,ok
S-add__K-4_C-2_W-20_Col-15,epoch_0003,3,add_proj,4,2,20,15,0.698235,0.843179,0.403319,0.596681,0.698235,0.843179,0.403319,0.596681,0.668909,0.839399,0.411985,0.588015,0.642756,0.802957,0.460243,0.014384,ok
S-add__K-4_C-2_W-20_Col-15,epoch_0004,4,add_proj,4,2,20,15,0.701689,0.825939,0.422796,0.577204,0.701689,0.825939,0.422796,0.577204,0.674086,0.821164,0.431903,0.568097,0.647785,0.784295,0.478563,0.014384,ok
S-add__K-4_C-2_W-20_Col-15,epoch_0005,5,add_proj,4,2,20,15,0.703522,0.819494,0.430156,0.569844,0.703522,0.819494,0.430156,0.569844,0.676699,0.814514,0.439071,0.560929,0.649996,0.775355,0.493413,0.014384,ok
S-add__K-4_C-2_W-20_Col-15,epoch_0006,6,add_proj,4,2,20,15,0.705081,0.81341,0.438418,0.561582,0.705081,0.81341,0.438418,0.561582,0.678958,0.808251,0.447467,0.552533,0.65223,0.767107,0.505307,0.014384,ok
S-add__K-4_C-2_W-20_Col-15,epoch_0007,7,add_proj,4,2,20,15,0.705666,0.809555,0.443129,0.556871,0.705666,0.809555,0.443129,0.556871,0.680058,0.804261,0.452591,0.547409,0.65251,0.764496,0.502048,0.014384,ok
S-add__K-4_C-2_W-20_Col-15,epoch_0008,8,add_proj,4,2,20,15,0.705332,0.803378,0.444626,0.555374,0.705332,0.803378,0.444626,0.555374,0.680349,0.797972,0.45395,0.54605,0.651244,0.760011,0.497701,0.014384,ok
S-add__K-4_C-5_W-10_Col-0,epoch_0001,1,add_proj,4,5,10,0,0.673492,0.894307,0.343684,0.656316,0.673492,0.894307,0.343684,0.656316,0.638453,0.89263,0.348834,0.651166,0.591425,0.888554,0.322279,-0.011909,ok
S-add__K-4_C-5_W-10_Col-0,epoch_0002,2,add_proj,4,5,10,0,0.675368,0.895076,0.340559,0.659441,0.675368,0.895076,0.340559,0.659441,0.640332,0.892845,0.34629,0.65371,0.595361,0.887978,0.325112,-0.011909,ok
S-add__K-4_C-5_W-10_Col-0,epoch_0003,3,add_proj,4,5,10,0,0.678519,0.897338,0.331775,0.668225,0.678519,0.897338,0.331775,0.668225,0.64375,0.894725,0.339461,0.660539,0.601176,0.887709,0.32805,-0.011909,ok
S-add__K-4_C-5_W-10_Col-0,epoch_0004,4,add_proj,4,5,10,0,0.679216,0.899259,0.329803,0.670197,0.679216,0.899259,0.329803,0.670197,0.644061,0.896538,0.338174,0.661826,0.604881,0.884598,0.333417,-0.011909,ok
S-add__K-4_C-5_W-10_Col-0,epoch_0005,5,add_proj,4,5,10,0,0.678802,0.900082,0.327436,0.672564,0.678802,0.900082,0.327436,0.672564,0.643221,0.89747,0.335491,0.664509,0.602299,0.885625,0.328481,-0.011909,ok
S-add__K-4_C-5_W-10_Col-0,epoch_0006,6,add_proj,4,5,10,0,0.67874,0.898951,0.326907,0.673093,0.67874,0.898951,0.326907,0.673093,0.643401,0.896434,0.33415,0.66585,0.601887,0.88434,0.32794,-0.011909,ok
S-add__K-4_C-5_W-10_Col-0,epoch_0007,7,add_proj,4,5,10,0,0.677934,0.900734,0.323118,0.676882,0.677934,0.900734,0.323118,0.676882,0.642235,0.898332,0.330354,0.669646,0.599732,0.886338,0.324754,-0.011909,ok
S-add__K-4_C-5_W-10_Col-0,epoch_0008,8,add_proj,4,5,10,0,0.678692,0.898736,0.330832,0.669168,0.678692,0.898736,0.330832,0.669168,0.643232,0.896088,0.338417,0.661583,0.600118,0.885628,0.327542,-0.011909,ok
S-add__K-4_C-5_W-10_Col-15,epoch_0001,1,add_proj,4,5,10,15,0.687397,0.870553,0.380233,0.619767,0.687397,0.870553,0.380233,0.619767,0.654538,0.867723,0.388894,0.611106,0.630993,0.831309,0.418536,0.007916,ok
S-add__K-4_C-5_W-10_Col-15,epoch_0002,2,add_proj,4,5,10,15,0.691079,0.868091,0.385504,0.614496,0.691079,0.868091,0.385504,0.614496,0.659023,0.865364,0.394046,0.605954,0.635461,0.825484,0.441286,0.007916,ok
S-add__K-4_C-5_W-10_Col-15,epoch_0003,3,add_proj,4,5,10,15,0.692072,0.863761,0.388149,0.611851,0.692072,0.863761,0.388149,0.611851,0.66034,0.860736,0.396761,0.603239,0.635377,0.819866,0.446523,0.007916,ok
S-add__K-4_C-5_W-10_Col-15,epoch_0004,4,add_proj,4,5,10,15,0.694071,0.856258,0.395495,0.604505,0.694071,0.856258,0.395495,0.604505,0.663172,0.853122,0.403987,0.596013,0.639144,0.810058,0.460538,0.007916,ok
S-add__K-4_C-5_W-10_Col-15,epoch_0005,5,add_proj,4,5,10,15,0.694979,0.850312,0.402613,0.597387,0.694979,0.850312,0.402613,0.597387,0.664855,0.84724,0.411046,0.588954,0.641416,0.803381,0.469246,0.007916,ok
S-add__K-4_C-5_W-10_Col-15,epoch_0006,6,add_proj,4,5,10,15,0.694505,0.851275,0.399549,0.600451,0.694505,0.851275,0.399549,0.600451,0.664139,0.848081,0.407565,0.592435,0.639163,0.805294,0.460621,0.007916,ok
S-add__K-4_C-5_W-10_Col-15,epoch_0007,7,add_proj,4,5,10,15,0.694852,0.849553,0.40253,0.59747,0.694852,0.849553,0.40253,0.59747,0.664643,0.846276,0.410518,0.589482,0.638387,0.803571,0.461881,0.007916,ok
S-add__K-4_C-5_W-10_Col-15,epoch_0008,8,add_proj,4,5,10,15,0.695439,0.84503,0.407649,0.592351,0.695439,0.84503,0.407649,0.592351,0.665741,0.841804,0.415607,0.584393,0.638479,0.799109,0.463378,0.007916,ok
S-add__K-4_C-5_W-20_Col-0,epoch_0001,1,add_proj,4,5,20,0,0.675287,0.89701,0.344127,0.655873,0.675287,0.89701,0.344127,0.655873,0.639208,0.894905,0.34996,0.65004,0.594669,0.888304,0.3239,-0.013974,ok
S-add__K-4_C-5_W-20_Col-0,epoch_0002,2,add_proj,4,5,20,0,0.677591,0.899539,0.327548,0.672452,0.677591,0.899539,0.327548,0.672452,0.642048,0.897315,0.334156,0.665844,0.597593,0.888677,0.322026,-0.013974,ok
S-add__K-4_C-5_W-20_Col-0,epoch_0003,3,add_proj,4,5,20,0,0.681132,0.900518,0.330153,0.669847,0.681132,0.900518,0.330153,0.669847,0.645579,0.898051,0.338236,0.661764,0.605665,0.886082,0.336666,-0.013974,ok
S-add__K-4_C-5_W-20_Col-0,epoch_0004,4,add_proj,4,5,20,0,0.68351,0.895901,0.338997,0.661003,0.68351,0.895901,0.338997,0.661003,0.648708,0.892824,0.34816,0.65184,0.609516,0.881298,0.344975,-0.013974,ok
S-add__K-4_C-5_W-20_Col-0,epoch_0005,5,add_proj,4,5,20,0,0.685629,0.892788,0.339672,0.660328,0.685629,0.892788,0.339672,0.660328,0.651261,0.889149,0.348941,0.651059,0.613189,0.874995,0.351776,-0.013974,ok
S-add__K-4_C-5_W-20_Col-0,epoch_0006,6,add_proj,4,5,20,0,0.687251,0.89185,0.342665,0.657335,0.687251,0.89185,0.342665,0.657335,0.653078,0.88804,0.352397,0.647603,0.614729,0.873681,0.355691,-0.013974,ok
S-add__K-4_C-5_W-20_Col-0,epoch_0007,7,add_proj,4,5,20,0,0.687318,0.892318,0.3457,0.6543,0.687318,0.892318,0.3457,0.6543,0.652903,0.888516,0.355726,0.644274,0.61425,0.876309,0.354525,-0.013974,ok
S-add__K-4_C-5_W-20_Col-0,epoch_0008,8,add_proj,4,5,20,0,0.688172,0.887119,0.354095,0.645905,0.688172,0.887119,0.354095,0.645905,0.653955,0.882799,0.36428,0.63572,0.615382,0.870986,0.3587,-0.013974,ok
S-add__K-4_C-5_W-20_Col-15,epoch_0001,1,add_proj,4,5,20,15,0.690333,0.876297,0.372209,0.627791,0.690333,0.876297,0.372209,0.627791,0.657621,0.873319,0.38131,0.61869,0.632669,0.838924,0.417635,0.019575,ok
S-add__K-4_C-5_W-20_Col-15,epoch_0002,2,add_proj,4,5,20,15,0.690325,0.869031,0.379375,0.620625,0.690325,0.869031,0.379375,0.620625,0.658196,0.865677,0.388064,0.611936,0.630189,0.832575,0.416274,0.019575,ok
S-add__K-4_C-5_W-20_Col-15,epoch_0003,3,add_proj,4,5,20,15,0.693332,0.856567,0.391784,0.608216,0.693332,0.856567,0.391784,0.608216,0.662602,0.852783,0.40154,0.59846,0.636917,0.815863,0.438271,0.019575,ok
S-add__K-4_C-5_W-20_Col-15,epoch_0004,4,add_proj,4,5,20,15,0.696746,0.849223,0.399279,0.600721,0.696746,0.849223,0.399279,0.600721,0.666655,0.844954,0.40917,0.59083,0.640532,0.808244,0.450844,0.019575,ok
S-add__K-4_C-5_W-20_Col-15,epoch_0005,5,add_proj,4,5,20,15,0.698517,0.841035,0.408597,0.591403,0.698517,0.841035,0.408597,0.591403,0.66909,0.83634,0.418565,0.581435,0.644399,0.796229,0.469258,0.019575,ok
S-add__K-4_C-5_W-20_Col-15,epoch_0006,6,add_proj,4,5,20,15,0.699503,0.841361,0.409343,0.590657,0.699503,0.841361,0.409343,0.590657,0.670143,0.836691,0.419041,0.580959,0.645156,0.794997,0.475633,0.019575,ok
S-add__K-4_C-5_W-20_Col-15,epoch_0007,7,add_proj,4,5,20,15,0.699511,0.838954,0.413227,0.586773,0.699511,0.838954,0.413227,0.586773,0.670481,0.834366,0.42306,0.57694,0.644304,0.795177,0.470423,0.019575,ok
S-add__K-4_C-5_W-20_Col-15,epoch_0008,8,add_proj,4,5,20,15,0.699584,0.830347,0.419199,0.580801,0.699584,0.830347,0.419199,0.580801,0.671237,0.825616,0.428971,0.571029,0.644408,0.787186,0.473747,0.019575,ok
S-none_K-1_C-0_W-10_Col-0,epoch_0001,1,none,1,0,10,0,0.686136,0.863607,0.408481,0.591519,0.686136,0.863607,0.408481,0.591519,0.654354,0.859727,0.415247,0.584753,0.632048,0.825388,0.458117,-0.015882,skipped_existing
S-none_K-1_C-0_W-10_Col-0,epoch_0002,2,none,1,0,10,0,0.698137,0.866104,0.396975,0.603025,0.698137,0.866104,0.396975,0.603025,0.666547,0.860933,0.407956,0.592044,0.646744,0.838077,0.445791,-0.015882,skipped_existing
S-none_K-1_C-0_W-10_Col-0,epoch_0003,3,none,1,0,10,0,0.697885,0.863386,0.392599,0.607401,0.697885,0.863386,0.392599,0.607401,0.666179,0.858127,0.402513,0.597487,0.644023,0.842629,0.423634,-0.015882,skipped_existing
S-none_K-1_C-0_W-10_Col-0,epoch_0004,4,none,1,0,10,0,0.694473,0.867639,0.390198,0.609802,0.694473,0.867639,0.390198,0.609802,0.662009,0.862962,0.400128,0.599872,0.636617,0.848891,0.410968,-0.015882,ok
S-none_K-1_C-0_W-10_Col-0,epoch_0005,5,none,1,0,10,0,0.695686,0.862444,0.403235,0.596765,0.695686,0.862444,0.403235,0.596765,0.663781,0.857076,0.414927,0.585073,0.642337,0.838395,0.437332,-0.015882,ok
S-none_K-1_C-0_W-10_Col-0,epoch_0006,6,none,1,0,10,0,0.69231,0.868641,0.392176,0.607824,0.69231,0.868641,0.392176,0.607824,0.65966,0.86402,0.4027,0.5973,0.632889,0.847486,0.412917,-0.015882,ok
S-none_K-1_C-0_W-10_Col-0,epoch_0007,7,none,1,0,10,0,0.69316,0.869086,0.395869,0.604131,0.69316,0.869086,0.395869,0.604131,0.660401,0.864307,0.406805,0.593195,0.632318,0.848056,0.41359,-0.015882,ok
S-none_K-1_C-0_W-10_Col-0,epoch_0008,8,none,1,0,10,0,0.691885,0.866338,0.394493,0.605507,0.691885,0.866338,0.394493,0.605507,0.659519,0.861691,0.404921,0.595079,0.632564,0.844339,0.412997,-0.015882,ok
S-none_K-1_C-0_W-10_Col-15,epoch_0001,1,none,1,0,10,15,0.696709,0.838243,0.433953,0.566047,0.696709,0.838243,0.433953,0.566047,0.667503,0.835837,0.442067,0.557933,0.650512,0.788093,0.510044,0.020465,skipped_existing
S-none_K-1_C-0_W-10_Col-15,epoch_0002,2,none,1,0,10,15,0.696101,0.834761,0.426777,0.573223,0.696101,0.834761,0.426777,0.573223,0.667377,0.832065,0.434947,0.565053,0.645619,0.785969,0.483501,0.020465,skipped_existing
S-none_K-1_C-0_W-10_Col-15,epoch_0003,3,none,1,0,10,15,0.700311,0.812164,0.454418,0.545582,0.700311,0.812164,0.454418,0.545582,0.67324,0.808316,0.462751,0.537249,0.651679,0.759594,0.51939,0.020465,skipped_existing
S-none_K-1_C-0_W-10_Col-15,epoch_0004,4,none,1,0,10,15,0.702253,0.805842,0.464753,0.535247,0.702253,0.805842,0.464753,0.535247,0.675693,0.801475,0.473787,0.526213,0.654615,0.753802,0.534417,0.020465,ok
S-none_K-1_C-0_W-10_Col-15,epoch_0005,5,none,1,0,10,15,0.706903,0.791231,0.488317,0.511683,0.706903,0.791231,0.488317,0.511683,0.682697,0.786922,0.497957,0.502043,0.664065,0.745662,0.555193,0.020465,ok
S-none_K-1_C-0_W-10_Col-15,epoch_0006,6,none,1,0,10,15,0.707649,0.778593,0.495795,0.504205,0.707649,0.778593,0.495795,0.504205,0.68501,0.774263,0.504379,0.495621,0.668998,0.741636,0.54634,0.020465,ok
S-none_K-1_C-0_W-10_Col-15,epoch_0007,7,none,1,0,10,15,0.707767,0.766134,0.511595,0.488405,0.707767,0.766134,0.511595,0.488405,0.68652,0.761478,0.519854,0.480146,0.673433,0.72686,0.567203,0.020465,ok
S-none_K-1_C-0_W-10_Col-15,epoch_0008,8,none,1,0,10,15,0.706678,0.759843,0.511192,0.488808,0.706678,0.759843,0.511192,0.488808,0.685822,0.75497,0.51942,0.48058,0.670786,0.724219,0.553034,0.020465,ok
S-none_K-1_C-0_W-20_Col-0,epoch_0001,1,none,1,0,20,0,0.688128,0.863053,0.393425,0.606575,0.688128,0.863053,0.393425,0.606575,0.65576,0.860149,0.400754,0.599246,0.630796,0.847265,0.392649,0.052315,ok
S-none_K-1_C-0_W-20_Col-0,epoch_0002,2,none,1,0,20,0,0.701253,0.838242,0.43248,0.56752,0.701253,0.838242,0.43248,0.56752,0.671866,0.832919,0.44341,0.55659,0.650822,0.80753,0.475723,0.052315,ok
S-none_K-1_C-0_W-20_Col-0,epoch_0003,3,none,1,0,20,0,0.70323,0.827934,0.44574,0.55426,0.70323,0.827934,0.44574,0.55426,0.675005,0.821891,0.456998,0.543002,0.65369,0.803178,0.482019,0.052315,ok
S-none_K-1_C-0_W-20_Col-0,epoch_0004,4,none,1,0,20,0,0.703955,0.824968,0.444281,0.555719,0.703955,0.824968,0.444281,0.555719,0.676163,0.818564,0.455776,0.544224,0.656088,0.796137,0.482548,0.052315,ok
S-none_K-1_C-0_W-20_Col-0,epoch_0005,5,none,1,0,20,0,0.703893,0.82457,0.44837,0.55163,0.703893,0.82457,0.44837,0.55163,0.676,0.818078,0.459659,0.540341,0.655793,0.800348,0.485197,0.052315,ok
S-none_K-1_C-0_W-20_Col-0,epoch_0006,6,none,1,0,20,0,0.703663,0.828016,0.443911,0.556089,0.703663,0.828016,0.443911,0.556089,0.675433,0.821533,0.455329,0.544671,0.654805,0.79985,0.4837,0.052315,ok
S-none_K-1_C-0_W-20_Col-0,epoch_0007,7,none,1,0,20,0,0.703508,0.826264,0.442657,0.557343,0.703508,0.826264,0.442657,0.557343,0.675246,0.819461,0.453855,0.546145,0.653501,0.79662,0.478891,0.052315,ok
S-none_K-1_C-0_W-20_Col-0,epoch_0008,8,none,1,0,20,0,0.703601,0.823423,0.44817,0.55183,0.703601,0.823423,0.44817,0.55183,0.675985,0.816906,0.459457,0.540543,0.654376,0.798851,0.483923,0.052315,ok
S-none_K-1_C-0_W-20_Col-15,epoch_0001,1,none,1,0,20,15,0.693053,0.842357,0.415596,0.584404,0.693053,0.842357,0.415596,0.584404,0.663233,0.839969,0.422726,0.577274,0.645889,0.79814,0.467314,0.050352,ok
S-none_K-1_C-0_W-20_Col-15,epoch_0002,2,none,1,0,20,15,0.696826,0.827006,0.425864,0.574136,0.696826,0.827006,0.425864,0.574136,0.668477,0.823741,0.432859,0.567141,0.645013,0.794215,0.4566,0.050352,ok
S-none_K-1_C-0_W-20_Col-15,epoch_0003,3,none,1,0,20,15,0.705475,0.797161,0.465947,0.534053,0.705475,0.797161,0.465947,0.534053,0.681078,0.793051,0.473451,0.526549,0.661303,0.774163,0.501798,0.050352,ok
S-none_K-1_C-0_W-20_Col-15,epoch_0004,4,none,1,0,20,15,0.710381,0.774151,0.495597,0.504403,0.710381,0.774151,0.495597,0.504403,0.688911,0.769924,0.503248,0.496752,0.675174,0.753555,0.547189,0.050352,ok
S-none_K-1_C-0_W-20_Col-15,epoch_0005,5,none,1,0,20,15,0.710792,0.755371,0.511458,0.488542,0.710792,0.755371,0.511458,0.488542,0.691306,0.751098,0.518867,0.481133,0.681688,0.736612,0.558057,0.050352,ok
S-none_K-1_C-0_W-20_Col-15,epoch_0006,6,none,1,0,20,15,0.710878,0.75425,0.511137,0.488863,0.710878,0.75425,0.511137,0.488863,0.691396,0.749897,0.518298,0.481702,0.684139,0.729507,0.558965,0.050352,ok
S-none_K-1_C-0_W-20_Col-15,epoch_0007,7,none,1,0,20,15,0.711971,0.738609,0.527159,0.472841,0.711971,0.738609,0.527159,0.472841,0.693965,0.733786,0.534559,0.465441,0.687419,0.715868,0.566928,0.050352,ok
S-none_K-1_C-0_W-20_Col-15,epoch_0008,8,none,1,0,20,15,0.711564,0.727085,0.537739,0.462261,0.711564,0.727085,0.537739,0.462261,0.694578,0.722161,0.545008,0.454992,0.688508,0.70638,0.572542,0.050352,ok
S-none_K-1_C-2_W-10_Col-0,epoch_0001,1,none,1,2,10,0,0.679176,0.89464,0.343772,0.656228,0.679176,0.89464,0.343772,0.656228,0.643886,0.892626,0.349949,0.650051,0.606925,0.879126,0.338968,0.003761,ok
S-none_K-1_C-2_W-10_Col-0,epoch_0002,2,none,1,2,10,0,0.680312,0.897002,0.334846,0.665154,0.680312,0.897002,0.334846,0.665154,0.644837,0.894757,0.342531,0.657469,0.608569,0.87993,0.341575,0.003761,ok
S-none_K-1_C-2_W-10_Col-0,epoch_0003,3,none,1,2,10,0,0.683332,0.893441,0.347533,0.652467,0.683332,0.893441,0.347533,0.652467,0.648262,0.890523,0.357103,0.642897,0.615159,0.876899,0.363484,0.003761,ok
S-none_K-1_C-2_W-10_Col-0,epoch_0004,4,none,1,2,10,0,0.684042,0.893247,0.345404,0.654596,0.684042,0.893247,0.345404,0.654596,0.649078,0.890215,0.354472,0.645528,0.616209,0.876984,0.365477,0.003761,ok
S-none_K-1_C-2_W-10_Col-0,epoch_0005,5,none,1,2,10,0,0.687926,0.884434,0.358536,0.641464,0.687926,0.884434,0.358536,0.641464,0.654009,0.880488,0.367993,0.632007,0.620812,0.869296,0.374984,0.003761,ok
