patch_size,style,inter_base_swd,intra_base_swd,inter_hf_swd,intra_hf_swd,base_snr,hf_snr,combined_snr,hf_ratio
9,monet,0.34979382157325745,0.3289928436279297,0.10533668100833893,0.10275702178478241,1.0632261999491708,1.0251043571301224,1.0485686649294044,2.0
9,vangogh,0.36093753576278687,0.3103010654449463,0.10527586936950684,0.09791920334100723,1.1631849333594222,1.0751298522270576,1.129114196150474,2.0
9,cezanne,0.3486744165420532,0.342519611120224,0.10365110635757446,0.09975767135620117,1.017969176194052,1.039028824131058,1.0257209707026957,2.0
11,Hayao,0.37729161977767944,0.3136628270149231,0.11179254949092865,0.11111049354076385,1.2028572570735534,1.0061384471173291,1.1212816878222995,2.0
11,monet,0.34540438652038574,0.32206639647483826,0.10828167200088501,0.1040748655796051,1.0724632547088415,1.040420864284985,1.059884244621053,2.0
11,vangogh,0.3533031642436981,0.30626988410949707,0.10704482346773148,0.09902872890233994,1.1535680490926274,1.080947052888322,1.1250486594185678,2.0
11,cezanne,0.34262630343437195,0.3394559621810913,0.10647015273571014,0.10162708163261414,1.0093394475663824,1.0476552169829267,1.0236893925868908,2.0
13,Hayao,0.36487269401550293,0.3044625222682953,0.11256557703018188,0.11096633970737457,1.1984157501980364,1.0144118223860168,1.120838174400269,2.0
13,monet,0.328774094581604,0.3085271716117859,0.10704245418310165,0.10358691215515137,1.0656244058110071,1.033358767265762,1.0526622921302224,2.0
13,vangogh,0.3428397476673126,0.29320576786994934,0.10550002008676529,0.09826445579528809,1.1692803264585676,1.07363347709589,1.1308976059076672,2.0
13,cezanne,0.32914215326309204,0.32508164644241333,0.10594712197780609,0.1015106737613678,1.0124906980760324,1.0437041506573586,1.0244902853353373,2.0
15,Hayao,0.3558973968029022,0.30056166648864746,0.10938173532485962,0.11009432375431061,1.1841077044842236,0.9935273832435261,1.1035247429930268,2.0
15,monet,0.3278520405292511,0.3059346079826355,0.10625314712524414,0.10300497710704803,1.0716408711480294,1.0315340073274362,1.0555016385095861,2.0
15,vangogh,0.3314554691314697,0.2886887788772583,0.10427606105804443,0.09841932356357574,1.1481411190941486,1.0595078962883389,1.1122081909345571,2.0
15,cezanne,0.3273794651031494,0.3241170346736908,0.10533799231052399,0.10024045407772064,1.0100655626819721,1.0508529991326758,1.025652972571642,2.0
17,Hayao,0.3279692828655243,0.2848684787750244,0.10855414718389511,0.10904121398925781,1.1513006730784423,0.9955330948466731,1.0837589893496857,2.0
17,monet,0.30806881189346313,0.2919105887413025,0.105058453977108,0.10363361239433289,1.0553532938572072,1.013748738583638,1.0380784069758855,2.0
17,vangogh,0.3155288100242615,0.2763979434967041,0.10492207854986191,0.09974625706672668,1.1415743352384264,1.0518897762827835,1.103978757423407,2.0
17,cezanne,0.3057999610900879,0.3045336902141571,0.10590843856334686,0.10023711621761322,1.004158032017607,1.0565789599097377,1.0249677376378008,2.0
19,Hayao,0.3243172764778137,0.2755182981491089,0.11176291108131409,0.11053884774446487,1.1771169714874088,1.0110735117209089,1.1031967527466382,2.0
19,monet,0.2995205223560333,0.27964895963668823,0.10650454461574554,0.10483285784721375,1.071058916273361,1.0159461131118548,1.0474437554243836,2.0
19,vangogh,0.31255531311035156,0.2633405923843384,0.107853963971138,0.09872189909219742,1.1868861477509103,1.0925028189073214,1.1464434134502104,2.0
19,cezanne,0.2986948788166046,0.29196783900260925,0.10625239461660385,0.1014641523361206,1.0230403102155787,1.0471913646181916,1.0329433038707214,2.0
21,Hayao,0.3224096894264221,0.2812468111515045,0.10905911028385162,0.11082269996404648,1.1463585192052486,0.9840862971067301,1.074838478976136,2.0
21,monet,0.303390771150589,0.2842785120010376,0.10796496272087097,0.1047648936510086,1.0672307180121108,1.0305451440161904,1.0516645564860654,2.0
21,vangogh,0.30919671058654785,0.27045002579689026,0.10627774149179459,0.09962033480405807,1.143267404921908,1.0668276816430506,1.110842065993703,2.0
21,cezanne,0.2972399890422821,0.2953839600086212,0.10432877391576767,0.09957355260848999,1.0062834114986223,1.047755761496398,1.0229843223563473,2.0
23,Hayao,0.312852680683136,0.26761046051979065,0.10807013511657715,0.1089181900024414,1.1690599402761392,0.9922137449402832,1.089703126808943,2.0
23,monet,0.2927005887031555,0.2698892652988434,0.10557182878255844,0.10266505181789398,1.0845210072873537,1.028313107820657,1.0602350590117213,2.0
23,vangogh,0.2969990670681,0.26013803482055664,0.10443233698606491,0.09863615036010742,1.1416979291628415,1.0587632021035331,1.1059298198473724,2.0
23,cezanne,0.2867497205734253,0.2893397808074951,0.10360531508922577,0.10058000683784485,0.9910483441394583,1.0300785220215096,1.0070551430134376,2.0
25,Hayao,0.3004709780216217,0.2610756456851959,0.10942172259092331,0.1103888750076294,1.1508961922666912,0.9912385887706064,1.0777435980732724,2.0
25,monet,0.28072062134742737,0.26502126455307007,0.10605859756469727,0.10466825217008591,1.059238062381341,1.0132832566986931,1.038958015248948,2.0
25,vangogh,0.2870442867279053,0.25247272849082947,0.10524560511112213,0.09877634048461914,1.1369318067516092,1.065493962823726,1.105571986460417,2.0
25,cezanne,0.27867692708969116,0.27241814136505127,0.10412169992923737,0.09946605563163757,1.0229748850921938,1.0468062576722543,1.033032896243694,2.0
