epoch,loss_total,loss_style_swd,loss_mse,loss_identity,loss_style_cls,style_cls_transfer_acc,style_cls_identity_acc,style_cls_transfer_pass_rate,style_cls_identity_pass_rate,style_cls_conf_mean,style_cls_agree_mean,style_cls_weight_mean,loss_velocity_reg,learning_rate,epoch_time
13,1.750358,5.646620,2.413937,0.523325,0.000000,0.253927,0.235474,0.000000,0.000000,0.263103,0.250185,0.000000,0.033175,1.00e-04,0.00
14,1.745452,5.650626,2.394754,0.517890,0.000000,0.248423,0.231745,0.000000,0.000000,0.263149,0.250185,0.000000,0.033478,1.00e-04,0.00
15,1.735823,5.620547,2.389000,0.511116,0.000000,0.246885,0.237366,0.000000,0.000000,0.263089,0.250182,0.000000,0.033624,1.00e-04,0.00
16,1.736888,5.623278,2.373619,0.509613,0.000000,0.252033,0.238021,0.000000,0.000000,0.262956,0.250180,0.000000,0.033830,1.00e-04,0.00
17,1.737043,5.619497,2.367892,0.508607,0.000000,0.247415,0.235303,0.000000,0.000000,0.263121,0.250183,0.000000,0.033839,1.00e-04,0.00
18,1.740846,5.607827,2.371296,0.513157,0.000000,0.239383,0.237982,0.000000,0.000000,0.263013,0.250184,0.000000,0.034021,9.99e-05,0.00
19,1.745045,5.612012,2.362492,0.516480,0.000000,0.260314,0.235847,0.000000,0.000000,0.263077,0.250181,0.000000,0.034179,9.99e-05,0.00
20,1.731531,5.595577,2.352552,0.504140,0.000000,0.252955,0.236246,0.000000,0.000000,0.263188,0.250183,0.000000,0.034362,9.99e-05,0.00
21,1.743424,5.588614,2.347716,0.515716,0.000000,0.251429,0.233683,0.000000,0.000000,0.263132,0.250183,0.000000,0.034535,9.99e-05,0.00
22,1.731278,5.595348,2.335697,0.500691,0.000000,0.242154,0.220342,0.000000,0.000000,0.263105,0.250180,0.000000,0.034693,9.99e-05,0.00
23,1.732987,5.605185,2.322445,0.503357,0.000000,0.249785,0.221132,0.000000,0.000000,0.263149,0.250180,0.000000,0.034798,9.98e-05,0.00
24,1.733429,5.583102,2.336229,0.505563,0.000000,0.248289,0.229856,0.000000,0.000000,0.263092,0.250180,0.000000,0.034846,9.98e-05,0.00
25,1.730580,5.582721,2.328459,0.501163,0.000000,0.261364,0.233207,0.000000,0.000000,0.263116,0.250183,0.000000,0.035085,9.98e-05,0.00
26,1.735803,5.580137,2.321293,0.506826,0.000000,0.253357,0.234842,0.000000,0.000000,0.263151,0.250185,0.000000,0.035167,9.97e-05,0.00
27,1.736904,5.583702,2.311929,0.506610,0.000000,0.258539,0.228892,0.000000,0.000000,0.263209,0.250186,0.000000,0.035238,9.97e-05,0.00
28,1.731829,5.575761,2.300347,0.502688,0.000000,0.259367,0.221799,0.000000,0.000000,0.263154,0.250185,0.000000,0.035487,9.97e-05,0.00
29,1.731642,5.577483,2.298685,0.502477,0.000000,0.254507,0.228171,0.000000,0.000000,0.263121,0.250181,0.000000,0.035503,9.96e-05,0.00
30,1.741828,5.579361,2.302779,0.510128,0.000000,0.257275,0.238374,0.000000,0.000000,0.263086,0.250178,0.000000,0.035660,9.96e-05,0.00
31,1.729394,5.548439,2.294259,0.502024,0.000000,0.252452,0.228498,0.000000,0.000000,0.263190,0.250182,0.000000,0.035818,9.96e-05,0.00
32,1.734774,5.568237,2.281485,0.504151,0.000000,0.259855,0.229292,0.000000,0.000000,0.263186,0.250180,0.000000,0.035905,9.95e-05,0.00
33,1.741671,5.551561,2.285742,0.511726,0.000000,0.256660,0.234558,0.000000,0.000000,0.263066,0.250183,0.000000,0.036153,9.95e-05,0.00
34,1.734487,5.554047,2.264381,0.503887,0.000000,0.257317,0.228666,0.000000,0.000000,0.263048,0.250180,0.000000,0.036317,9.94e-05,0.00
35,1.736869,5.550294,2.261008,0.506361,0.000000,0.253481,0.227745,0.000000,0.000000,0.263096,0.250176,0.000000,0.036406,9.94e-05,0.00
36,1.740210,5.562754,2.257569,0.507574,0.000000,0.250784,0.231397,0.000000,0.000000,0.263117,0.250186,0.000000,0.036353,9.93e-05,0.00
37,1.729475,5.550560,2.251934,0.498844,0.000000,0.261874,0.239194,0.000000,0.000000,0.263054,0.250177,0.000000,0.036572,9.93e-05,0.00
38,1.732348,5.561408,2.250594,0.500177,0.000000,0.251714,0.235365,0.000000,0.000000,0.263116,0.250177,0.000000,0.036558,9.92e-05,0.00
39,1.730474,5.542925,2.247389,0.500927,0.000000,0.251187,0.219040,0.000000,0.000000,0.263201,0.250183,0.000000,0.036684,9.91e-05,0.00
40,1.729850,5.537433,2.243045,0.499522,0.000000,0.255591,0.229534,0.000000,0.000000,0.263090,0.250181,0.000000,0.036904,9.91e-05,0.00
41,1.734361,5.548617,2.237713,0.502040,0.000000,0.253080,0.227429,0.000000,0.000000,0.263116,0.250181,0.000000,0.036955,9.90e-05,0.00
42,1.730318,5.543478,2.237492,0.498444,0.000000,0.256143,0.233666,0.000000,0.000000,0.263068,0.250179,0.000000,0.037121,9.90e-05,0.00
43,1.729766,5.541539,2.228056,0.498507,0.000000,0.248588,0.232800,0.000000,0.000000,0.263161,0.250179,0.000000,0.037093,9.89e-05,0.00
44,1.733719,5.537797,2.231763,0.502249,0.000000,0.252608,0.216635,0.000000,0.000000,0.263047,0.250181,0.000000,0.037260,9.88e-05,0.00
45,1.724740,5.535857,2.224222,0.492531,0.000000,0.251939,0.236546,0.000000,0.000000,0.263109,0.250179,0.000000,0.037297,9.88e-05,0.00
46,1.731382,5.545750,2.209232,0.499002,0.000000,0.251723,0.239382,0.000000,0.000000,0.263122,0.250181,0.000000,0.037362,9.87e-05,0.00
47,1.723560,5.547919,2.202568,0.490731,0.000000,0.252683,0.226448,0.000000,0.000000,0.263208,0.250182,0.000000,0.037639,9.86e-05,0.00
48,1.732953,5.528272,2.213670,0.502251,0.000000,0.255492,0.237934,0.000000,0.000000,0.263201,0.250180,0.000000,0.037641,9.85e-05,0.00
49,1.723339,5.562540,2.198937,0.488835,0.000000,0.256525,0.230505,0.000000,0.000000,0.263077,0.250178,0.000000,0.037636,9.85e-05,0.00
50,1.717751,5.538818,2.201982,0.486216,0.000000,0.251985,0.226719,0.000000,0.000000,0.263129,0.250179,0.000000,0.037786,9.84e-05,0.00
51,1.718369,5.534143,2.189687,0.486410,0.000000,0.251799,0.239110,0.000000,0.000000,0.262991,0.250177,0.000000,0.037888,9.83e-05,0.00
52,1.722574,5.530604,2.197048,0.489823,0.000000,0.246867,0.235678,0.000000,0.000000,0.263039,0.250180,0.000000,0.037875,9.82e-05,0.00
53,1.722005,5.525667,2.191732,0.490626,0.000000,0.248523,0.233076,0.000000,0.000000,0.263103,0.250176,0.000000,0.037872,9.81e-05,0.00
54,1.717845,5.512948,2.185662,0.487235,0.000000,0.259179,0.230911,0.000000,0.000000,0.263241,0.250184,0.000000,0.038086,9.80e-05,0.00
55,1.724046,5.537708,2.185640,0.489143,0.000000,0.257774,0.246337,0.000000,0.000000,0.263165,0.250182,0.000000,0.038078,9.80e-05,0.00
56,1.724900,5.546186,2.165598,0.491569,0.000000,0.247693,0.237054,0.000000,0.000000,0.263127,0.250183,0.000000,0.038094,9.79e-05,0.00
57,1.725689,5.532041,2.184372,0.492385,0.000000,0.250812,0.226025,0.000000,0.000000,0.263236,0.250182,0.000000,0.038262,9.78e-05,0.00
58,1.728653,5.534623,2.176362,0.495086,0.000000,0.259930,0.229246,0.000000,0.000000,0.263098,0.250179,0.000000,0.038182,9.77e-05,0.00
59,1.731278,5.534808,2.178009,0.498435,0.000000,0.244782,0.234873,0.000000,0.000000,0.263130,0.250180,0.000000,0.038195,9.76e-05,0.00
60,1.724672,5.546097,2.169110,0.490760,0.000000,0.260809,0.233439,0.000000,0.000000,0.263080,0.250175,0.000000,0.038328,9.75e-05,0.00
61,1.724697,5.531475,2.174301,0.492300,0.000000,0.265061,0.238339,0.000000,0.000000,0.263073,0.250179,0.000000,0.038372,9.74e-05,0.00
62,1.730802,5.538805,2.163043,0.497496,0.000000,0.254387,0.224250,0.000000,0.000000,0.263083,0.250177,0.000000,0.038354,9.73e-05,0.00
63,1.723690,5.535009,2.158200,0.491719,0.000000,0.257778,0.236530,0.000000,0.000000,0.263148,0.250183,0.000000,0.038535,9.72e-05,0.00
64,1.720753,5.526731,2.147749,0.487868,0.000000,0.255220,0.229116,0.000000,0.000000,0.263122,0.250182,0.000000,0.038539,9.71e-05,0.00
65,1.719128,5.552636,2.141143,0.483973,0.000000,0.248973,0.237457,0.000000,0.000000,0.263066,0.250178,0.000000,0.038495,9.70e-05,0.00
66,1.726139,5.534774,2.142375,0.493045,0.000000,0.255336,0.228423,0.000000,0.000000,0.263156,0.250181,0.000000,0.038701,9.68e-05,0.00
67,1.720753,5.545225,2.144387,0.487047,0.000000,0.255571,0.231561,0.000000,0.000000,0.263162,0.250182,0.000000,0.038528,9.67e-05,0.00
68,1.721914,5.518676,2.155607,0.489855,0.000000,0.253227,0.235184,0.000000,0.000000,0.263179,0.250179,0.000000,0.038735,9.66e-05,0.00
69,1.723899,5.523982,2.154425,0.490265,0.000000,0.254927,0.238260,0.000000,0.000000,0.263037,0.250173,0.000000,0.038820,9.65e-05,0.00
70,1.723535,5.522447,2.132255,0.491240,0.000000,0.247557,0.227162,0.000000,0.000000,0.263210,0.250177,0.000000,0.038909,9.64e-05,0.00
71,1.722951,5.525987,2.138515,0.487816,0.000000,0.248375,0.237918,0.000000,0.000000,0.263144,0.250178,0.000000,0.038824,9.63e-05,0.00
72,1.719393,5.519511,2.140437,0.486804,0.000000,0.256854,0.229283,0.000000,0.000000,0.263138,0.250180,0.000000,0.038878,9.61e-05,0.00
73,1.727106,5.522593,2.139238,0.492395,0.000000,0.247516,0.223380,0.000000,0.000000,0.263159,0.250182,0.000000,0.038814,9.60e-05,0.00
74,1.721682,5.543128,2.130970,0.486932,0.000000,0.259221,0.229194,0.000000,0.000000,0.263127,0.250177,0.000000,0.038939,9.59e-05,0.00
75,1.717501,5.521149,2.140989,0.484089,0.000000,0.252529,0.243617,0.000000,0.000000,0.263084,0.250179,0.000000,0.038858,9.58e-05,0.00
76,1.715912,5.523953,2.121720,0.481072,0.000000,0.251551,0.230506,0.000000,0.000000,0.263120,0.250179,0.000000,0.039234,9.56e-05,0.00
77,1.727723,5.540265,2.129573,0.488439,0.000000,0.249228,0.232349,0.000000,0.000000,0.263079,0.250176,0.000000,0.038921,9.55e-05,0.00
78,1.728488,5.535502,2.118639,0.488111,0.000000,0.253686,0.229206,0.000000,0.000000,0.263098,0.250180,0.000000,0.039137,9.54e-05,0.00
79,1.729021,5.529489,2.110372,0.487145,0.000000,0.251896,0.228383,0.000000,0.000000,0.263119,0.250181,0.000000,0.039219,9.52e-05,0.00
80,1.726901,5.526904,2.112308,0.482511,0.000000,0.250373,0.227848,0.000000,0.000000,0.263132,0.250183,0.000000,0.039433,9.51e-05,0.00
81,1.737349,5.542601,2.100583,0.489545,0.000000,0.256989,0.234257,0.000000,0.000000,0.263091,0.250177,0.000000,0.039358,9.50e-05,0.00
82,1.737829,5.539149,2.092645,0.488467,0.000000,0.252936,0.240227,0.000000,0.000000,0.263126,0.250179,0.000000,0.039540,9.48e-05,0.00
83,1.740281,5.558047,2.079547,0.488115,0.000000,0.248019,0.238588,0.000000,0.000000,0.263165,0.250182,0.000000,0.039623,9.47e-05,0.00
84,1.743637,5.553678,2.086977,0.489732,0.000000,0.251884,0.237513,0.000000,0.000000,0.263087,0.250182,0.000000,0.039409,9.45e-05,0.00
85,1.742478,5.549032,2.074152,0.487426,0.000000,0.247491,0.223130,0.000000,0.000000,0.263161,0.250184,0.000000,0.039650,9.44e-05,0.00
86,1.744817,5.563619,2.062706,0.485413,0.000000,0.250431,0.222398,0.000000,0.000000,0.263171,0.250183,0.000000,0.039654,9.42e-05,0.00
87,1.742214,5.550356,2.056917,0.483731,0.000000,0.254920,0.228467,0.000000,0.000000,0.263168,0.250180,0.000000,0.039947,9.41e-05,0.00
88,1.743687,5.539067,2.061646,0.482647,0.000000,0.258316,0.234435,0.000000,0.000000,0.263201,0.250186,0.000000,0.039976,9.39e-05,0.00
89,1.750469,5.553595,2.065712,0.484156,0.000000,0.262723,0.229823,0.000000,0.000000,0.263115,0.250184,0.000000,0.040070,9.38e-05,0.00
90,1.746063,5.548915,2.058680,0.479897,0.000000,0.258691,0.236121,0.000000,0.000000,0.263117,0.250179,0.000000,0.040096,9.36e-05,0.00
91,1.746872,5.559795,2.049873,0.477044,0.000000,0.257603,0.227526,0.000000,0.000000,0.263170,0.250182,0.000000,0.040129,9.35e-05,0.00
92,1.750477,5.554043,2.049936,0.479770,0.000000,0.258833,0.238351,0.000000,0.000000,0.263153,0.250181,0.000000,0.040117,9.33e-05,0.00
93,1.758308,5.564808,2.038079,0.484796,0.000000,0.259039,0.235275,0.000000,0.000000,0.263143,0.250181,0.000000,0.040125,9.32e-05,0.00
94,1.770218,5.552245,2.048249,0.494322,0.000000,0.251830,0.236669,0.000000,0.000000,0.263162,0.250183,0.000000,0.040204,9.30e-05,0.00
95,1.758900,5.565470,2.031097,0.480883,0.000000,0.249632,0.241278,0.000000,0.000000,0.263120,0.250182,0.000000,0.040324,9.28e-05,0.00
96,1.771154,5.572383,2.023208,0.490334,0.000000,0.262863,0.231967,0.000000,0.000000,0.263145,0.250187,0.000000,0.040392,9.27e-05,0.00
97,1.758438,5.565146,2.019325,0.478152,0.000000,0.256566,0.233596,0.000000,0.000000,0.263113,0.250182,0.000000,0.040505,9.25e-05,0.00
98,1.762876,5.573887,2.014954,0.477399,0.000000,0.251453,0.233146,0.000000,0.000000,0.263214,0.250186,0.000000,0.040641,9.23e-05,0.00
99,1.770944,5.580856,2.022479,0.483085,0.000000,0.238304,0.233416,0.000000,0.000000,0.263154,0.250184,0.000000,0.040429,9.22e-05,0.00
100,1.765198,5.568573,2.010406,0.476799,0.000000,0.252956,0.232752,0.000000,0.000000,0.263154,0.250186,0.000000,0.040704,9.20e-05,0.00
101,1.785011,5.567233,2.005376,0.495773,0.000000,0.256069,0.241249,0.000000,0.000000,0.263089,0.250182,0.000000,0.040658,9.18e-05,0.00
102,1.778493,5.585747,1.997615,0.484002,0.000000,0.252407,0.227902,0.000000,0.000000,0.263222,0.250185,0.000000,0.040724,9.16e-05,0.00
103,1.779873,5.570990,1.994765,0.485845,0.000000,0.257655,0.238423,0.000000,0.000000,0.263235,0.250190,0.000000,0.040876,9.15e-05,0.00
104,1.779687,5.576124,1.992363,0.481500,0.000000,0.257230,0.234408,0.000000,0.000000,0.263257,0.250188,0.000000,0.040961,9.13e-05,0.00
105,1.791919,5.583150,1.997472,0.490490,0.000000,0.251829,0.243572,0.000000,0.000000,0.263175,0.250187,0.000000,0.040902,9.11e-05,0.00
106,1.788110,5.594777,1.987846,0.486185,0.000000,0.255510,0.232455,0.000000,0.000000,0.263149,0.250183,0.000000,0.040903,9.09e-05,0.00
107,1.787818,5.589841,1.976299,0.484829,0.000000,0.248830,0.230180,0.000000,0.000000,0.263128,0.250188,0.000000,0.041089,9.07e-05,0.00
108,1.784321,5.589686,1.974897,0.477993,0.000000,0.250270,0.228861,0.000000,0.000000,0.263137,0.250189,0.000000,0.041152,9.05e-05,0.00
109,1.784021,5.580192,1.976066,0.476477,0.000000,0.261171,0.234070,0.000000,0.000000,0.263173,0.250188,0.000000,0.041213,9.04e-05,0.00
110,1.791809,5.595078,1.966178,0.480462,0.000000,0.258251,0.235922,0.000000,0.000000,0.263195,0.250188,0.000000,0.041278,9.02e-05,0.00
111,1.797581,5.594483,1.965326,0.484260,0.000000,0.252912,0.229095,0.000000,0.000000,0.263173,0.250185,0.000000,0.041248,9.00e-05,0.00
112,1.797536,5.601838,1.960648,0.481665,0.000000,0.265206,0.234584,0.000000,0.000000,0.263197,0.250187,0.000000,0.041336,8.98e-05,0.00
113,1.801578,5.610186,1.955217,0.484513,0.000000,0.268213,0.230436,0.000000,0.000000,0.263170,0.250188,0.000000,0.041397,8.96e-05,0.00
114,1.791966,5.598548,1.948026,0.473415,0.000000,0.262264,0.233578,0.000000,0.000000,0.263229,0.250186,0.000000,0.041448,8.94e-05,0.00
