"method","dataset_or_setting","resolution","train_time_value","train_time_unit","infer_time_value","infer_time_unit","params_m","source_path","note"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0003\summary.json","clip_style=0.693; content_lpips=0.394; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0004\summary.json","clip_style=0.694; content_lpips=0.395; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0005\summary.json","clip_style=0.695; content_lpips=0.399; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0006\summary.json","clip_style=0.695; content_lpips=0.401; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0007\summary.json","clip_style=0.696; content_lpips=0.402; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0008\summary.json","clip_style=0.696; content_lpips=0.402; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0009\summary.json","clip_style=0.697; content_lpips=0.403; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0010\summary.json","clip_style=0.698; content_lpips=0.406; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0011\summary.json","clip_style=0.699; content_lpips=0.408; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0012\summary.json","clip_style=0.699; content_lpips=0.411; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0013\summary.json","clip_style=0.699; content_lpips=0.413; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0014\summary.json","clip_style=0.700; content_lpips=0.415; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0015\summary.json","clip_style=0.700; content_lpips=0.414; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0016\summary.json","clip_style=0.698; content_lpips=0.416; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0017\summary.json","clip_style=0.699; content_lpips=0.422; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0018\summary.json","clip_style=0.698; content_lpips=0.417; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0019\summary.json","clip_style=0.698; content_lpips=0.417; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0020\summary.json","clip_style=0.698; content_lpips=0.416; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0001\summary.json","clip_style=0.698; content_lpips=0.406; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0002\summary.json","clip_style=0.700; content_lpips=0.423; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0003\summary.json","clip_style=0.701; content_lpips=0.429; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0004\summary.json","clip_style=0.701; content_lpips=0.434; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0005\summary.json","clip_style=0.701; content_lpips=0.436; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0006\summary.json","clip_style=0.702; content_lpips=0.436; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0007\summary.json","clip_style=0.701; content_lpips=0.436; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0008\summary.json","clip_style=0.702; content_lpips=0.438; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0009\summary.json","clip_style=0.703; content_lpips=0.440; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0010\summary.json","clip_style=0.703; content_lpips=0.442; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0011\summary.json","clip_style=0.704; content_lpips=0.443; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0012\summary.json","clip_style=0.704; content_lpips=0.442; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0013\summary.json","clip_style=0.705; content_lpips=0.443; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0014\summary.json","clip_style=0.705; content_lpips=0.442; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0015\summary.json","clip_style=0.704; content_lpips=0.443; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0016\summary.json","clip_style=0.703; content_lpips=0.451; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0017\summary.json","clip_style=0.703; content_lpips=0.456; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0018\summary.json","clip_style=0.703; content_lpips=0.453; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0019\summary.json","clip_style=0.703; content_lpips=0.451; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0020\summary.json","clip_style=0.703; content_lpips=0.448; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0001\summary.json","clip_style=0.688; content_lpips=0.375; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0002\summary.json","clip_style=0.691; content_lpips=0.391; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0003\summary.json","clip_style=0.692; content_lpips=0.394; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0004\summary.json","clip_style=0.694; content_lpips=0.396; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0005\summary.json","clip_style=0.695; content_lpips=0.400; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0006\summary.json","clip_style=0.695; content_lpips=0.402; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0007\summary.json","clip_style=0.696; content_lpips=0.401; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0008\summary.json","clip_style=0.696; content_lpips=0.402; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0009\summary.json","clip_style=0.697; content_lpips=0.404; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0010\summary.json","clip_style=0.698; content_lpips=0.406; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0011\summary.json","clip_style=0.694; content_lpips=0.399; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0012\summary.json","clip_style=0.695; content_lpips=0.401; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0013\summary.json","clip_style=0.696; content_lpips=0.402; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0014\summary.json","clip_style=0.696; content_lpips=0.403; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0015\summary.json","clip_style=0.697; content_lpips=0.406; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0016\summary.json","clip_style=0.698; content_lpips=0.408; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0017\summary.json","clip_style=0.698; content_lpips=0.409; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0018\summary.json","clip_style=0.698; content_lpips=0.410; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0019\summary.json","clip_style=0.699; content_lpips=0.412; training_csv_count=6"
"LBM","pareto_probe_4","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\pareto_probe_4\full_eval\epoch_0020\summary.json","clip_style=0.699; content_lpips=0.412; training_csv_count=6"
"LBM","representation_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\representation_probes\full_eval\ema_test_n30_e8\summary.json",""
"LBM","representation_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\representation_probes\full_eval\ema_test_n30_gain4_adapt_e2\summary.json",""
"LBM","representation_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\representation_probes\full_eval\ema_test_n30_spectral_stat_full_adapt_e2_b48\summary.json",""
"LBM","representation_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\representation_probes\full_eval\ema_test_n30_spectral_stat_tokonly_e4_b64\summary.json",""
"LBM","representation_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\representation_probes\full_eval\ema_test_n30_tokonly_e4\summary.json",""
"LBM","representation_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\representation_probes\full_eval\ema_train_n256_e8\summary.json",""
"LBM","representation_probes","","","","","s full_eval wall_total from summary.json","","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\representation_probes\full_eval\field_control_gain1_n2\summary.json",""
