"remote_root","exp_dir","last_write","weight_count","weight_mb","exp_surface_class","master_log_hit","docs_hit_count","docs_hit_files","sample_weights","sample_summaries","sample_logs","preliminary_action"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_120b_b80","2026-06-01 07:31:36","1","15.554","frozen_exploratory_weight_surface","False","0","","exp\pair_content_spatial_head_c120_g050_b020_120b_b80\epoch_0001.pt","","exp\pair_content_spatial_head_c120_g050_b020_120b_b80\logs\training_20260601_073008.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80","2026-06-01 07:36:19","1","15.554","frozen_exploratory_weight_surface","False","0","","exp\pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80\epoch_0001.pt","","exp\pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80\logs\training_20260601_073450.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_relative_geometry_release_probe","2026-06-01 01:34:38","3","49.662","frozen_exploratory_weight_surface","False","0","","exp\pair_relative_geometry_release_probe\pairrel_c090_g100_b040_from_spatial_gate.pt; exp\pair_relative_geometry_release_probe\pairrel_c120_g050_b020_from_spatial_gate.pt; exp\pair_relative_geometry_release_probe\pairrel_c120_g050_b020_spgain013_from_spatial_gate.pt","","","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_c120_g050_b020_120b_b80","2026-06-01 01:43:45","1","15.552","frozen_exploratory_weight_surface","False","0","","exp\pairrel_signed_spatial_head_c120_g050_b020_120b_b80\epoch_0001.pt","","exp\pairrel_signed_spatial_head_c120_g050_b020_120b_b80\logs\training_20260601_014217.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w005_120b_b80","2026-06-01 02:10:39","1","15.552","frozen_exploratory_weight_surface","False","0","","exp\pairrel_signed_spatial_head_geomstat_w005_120b_b80\epoch_0001.pt","","exp\pairrel_signed_spatial_head_geomstat_w005_120b_b80\logs\training_20260601_020910.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w020_120b_b80","2026-06-01 02:16:00","1","15.552","frozen_exploratory_weight_surface","False","0","","exp\pairrel_signed_spatial_head_geomstat_w020_120b_b80\epoch_0001.pt","","exp\pairrel_signed_spatial_head_geomstat_w020_120b_b80\logs\training_20260601_021431.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","representation_probes","2026-06-01 13:35:05","2","9.906","frozen_exploratory_weight_surface","False","0","","exp\representation_probes\latent_style_classifier_w192.pt; exp\representation_probes\latent_style_classifier_w64.pt","exp\representation_probes\ema_test_n30_e8\summary.json; exp\representation_probes\ema_test_n30_gain4_adapt_e2\summary.json; exp\representation_probes\ema_test_n30_spectral_stat_full_adapt_e2_b48\summary.json; exp\representation_probes\ema_test_n30_spectral_stat_tokonly_e4_b64\summary.json; exp\representation_probes\ema_test_n30_tokonly_e4\summary.json","","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","spatial_prototype_init","2026-05-31 08:55:11","8","349.133","frozen_exploratory_weight_surface","False","0","","exp\spatial_prototype_init\spectral_stat_e2_spatial_proto_blend015.pt; exp\spatial_prototype_init\spectral_stat_e2_spatial_proto_blend025.pt; exp\spatial_prototype_init\spectral_stat_e2_spatial_proto_blend025_gate_g2_min25.pt; exp\spatial_prototype_init\spectral_stat_e2_spatial_proto_blend050.pt; exp\spatial_prototype_init\spectral_stat_e2_spatial_proto_lowk5_a050.pt","exp\spatial_prototype_init\eval_blend015_quick_n6\summary.json; exp\spatial_prototype_init\eval_blend025_gate_g2_min25_quick_n6\summary.json; exp\spatial_prototype_init\eval_blend025_quick_n6\summary.json; exp\spatial_prototype_init\eval_lowk5_a050_quick_n6\summary.json; exp\spatial_prototype_init\eval_lowk5_a075_quick_n6\summary.json","","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_color_channel_operator_120b_b80","2026-05-31 23:00:03","1","15.045","frozen_exploratory_weight_surface","False","0","","exp\split_axis_color_channel_operator_120b_b80\epoch_0001.pt","","exp\split_axis_color_channel_operator_120b_b80\logs\training_20260531_225854.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_color_channel_operator_realism4_120b_b80","2026-05-31 23:05:55","1","15.045","frozen_exploratory_weight_surface","False","0","","exp\split_axis_color_channel_operator_realism4_120b_b80\epoch_0001.pt","","exp\split_axis_color_channel_operator_realism4_120b_b80\logs\training_20260531_230445.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_40b_lr2e4","2026-05-31 18:01:27","1","15.046","frozen_exploratory_weight_surface","False","0","","exp\split_axis_execdecoder_40b_lr2e4\epoch_0001.pt","exp\split_axis_execdecoder_40b_lr2e4\quick_eval_n6\summary.json","exp\split_axis_execdecoder_40b_lr2e4\logs\training_20260531_175949.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_bound070_120b_lr2e4","2026-05-31 18:11:25","1","15.046","frozen_exploratory_weight_surface","False","0","","exp\split_axis_execdecoder_bound070_120b_lr2e4\epoch_0001.pt","exp\split_axis_execdecoder_bound070_120b_lr2e4\quick_eval_n6\summary.json","exp\split_axis_execdecoder_bound070_120b_lr2e4\logs\training_20260531_180918.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_bound090_120b_lr2e4","2026-05-31 18:17:03","1","15.046","frozen_exploratory_weight_surface","False","0","","exp\split_axis_execdecoder_bound090_120b_lr2e4\epoch_0001.pt","exp\split_axis_execdecoder_bound090_120b_lr2e4\quick_eval_n6\summary.json","exp\split_axis_execdecoder_bound090_120b_lr2e4\logs\training_20260531_181513.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_fieldbound_c045_s090_g110_120b","2026-05-31 21:21:39","2","30.095","frozen_exploratory_weight_surface","False","0","","exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\epoch_0001.pt; exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\epoch_0001_budget_safety125.pt","exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6\summary.json; exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\quick_eval_n6_s115\summary.json","exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\logs\training_20260531_182224.csv; exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\logs\training_20260531_201538.csv; exp\split_axis_execdecoder_fieldbound_c045_s090_g110_120b\logs\training_20260531_201847.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_execdecoder_tokprobe_e1_b32","2026-05-31 17:40:39","1","43.635","frozen_exploratory_weight_surface","False","0","","exp\split_axis_execdecoder_tokprobe_e1_b32\epoch_0001.pt","exp\split_axis_execdecoder_tokprobe_e1_b32\quick_eval_n6\summary.json","exp\split_axis_execdecoder_tokprobe_e1_b32\logs\training_20260531_173356.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_derivative_filter_rank4_120b","2026-05-31 18:53:26","1","15.101","frozen_exploratory_weight_surface","False","0","","exp\split_axis_geometry_derivative_filter_rank4_120b\epoch_0001.pt","exp\split_axis_geometry_derivative_filter_rank4_120b\quick_eval_n6\summary.json","exp\split_axis_geometry_derivative_filter_rank4_120b\logs\training_20260531_185220.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_derivgate_fieldbound_g005_120b","2026-05-31 19:39:13","1","15.104","frozen_exploratory_weight_surface","False","1","docs\experiments\distinct5_512_20260602\historical_experiments.md","exp\split_axis_geometry_derivgate_fieldbound_g005_120b\epoch_0001.pt","exp\split_axis_geometry_derivgate_fieldbound_g005_120b\quick_eval\summary.json","exp\split_axis_geometry_derivgate_fieldbound_g005_120b\logs\training_20260531_193803.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_filter_rank4_120b","2026-05-31 18:48:30","1","15.101","frozen_exploratory_weight_surface","False","0","","exp\split_axis_geometry_filter_rank4_120b\epoch_0001.pt","exp\split_axis_geometry_filter_rank4_120b\quick_eval_n6\summary.json","exp\split_axis_geometry_filter_rank4_120b\logs\training_20260531_184727.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geometry_spatial_rank4_120b","2026-05-31 18:39:44","1","16.548","frozen_exploratory_weight_surface","False","0","","exp\split_axis_geometry_spatial_rank4_120b\epoch_0001.pt","exp\split_axis_geometry_spatial_rank4_120b\quick_eval_n6\summary.json","exp\split_axis_geometry_spatial_rank4_120b\logs\training_20260531_183843.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_geostat_execdecoder_fieldbound_120b","2026-05-31 19:18:49","1","15.047","frozen_exploratory_weight_surface","False","0","","exp\split_axis_geostat_execdecoder_fieldbound_120b\epoch_0001.pt","exp\split_axis_geostat_execdecoder_fieldbound_120b\quick_eval\summary.json","exp\split_axis_geostat_execdecoder_fieldbound_120b\logs\training_20260531_191757.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_high_channel_operator_120b_b80","2026-05-31 23:21:10","1","15.049","frozen_exploratory_weight_surface","False","0","","exp\split_axis_high_channel_operator_120b_b80\epoch_0001.pt","","exp\split_axis_high_channel_operator_120b_b80\logs\training_20260531_232004.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_spatial_gate_channel_tokonly_120b","2026-05-31 20:18:03","1","16.374","frozen_exploratory_weight_surface","False","0","","exp\split_axis_spatial_gate_channel_tokonly_120b\epoch_0001.pt","","","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geomnorm_120b","2026-05-31 19:28:10","1","16.365","frozen_exploratory_weight_surface","False","0","","exp\split_axis_tokenizer_geomnorm_120b\epoch_0001.pt","exp\split_axis_tokenizer_geomnorm_120b\quick_eval\summary.json","exp\split_axis_tokenizer_geomnorm_120b\logs\training_20260531_192651.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geostat_120b","2026-05-31 19:04:18","1","16.365","frozen_exploratory_weight_surface","False","0","","exp\split_axis_tokenizer_geostat_120b\epoch_0001.pt","exp\split_axis_tokenizer_geostat_120b\quick_eval_n6\summary.json","exp\split_axis_tokenizer_geostat_120b\logs\training_20260531_190151.csv; exp\split_axis_tokenizer_geostat_120b\logs\training_20260531_190306.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","split_axis_tokenizer_geostat_g005_120b","2026-05-31 19:14:28","1","16.365","frozen_exploratory_weight_surface","False","0","","exp\split_axis_tokenizer_geostat_g005_120b\epoch_0001.pt","exp\split_axis_tokenizer_geostat_g005_120b\quick_eval\summary.json","exp\split_axis_tokenizer_geostat_g005_120b\logs\training_20260531_191316.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_directional_from_spectral_e120_b16","2026-05-31 06:27:16","1","43.636","frozen_local_exploratory_probe","False","0","","exp\tokenizer_directional_from_spectral_e120_b16\tokenizer_directional.pt","exp\tokenizer_directional_from_spectral_e120_b16\quick_eval_n6\summary.json","","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","tokenizer_directional_metric_e300_b16","2026-05-31 06:16:51","1","43.602","frozen_local_exploratory_probe","False","0","","exp\tokenizer_directional_metric_e300_b16\tokenizer_directional.pt","exp\tokenizer_directional_metric_e300_b16\quick_eval_n6\summary.json","","candidate_after_manual_open_if_no_hidden_artifact_refs"
