"remote_root","exp_dir","last_write","weight_count","weight_mb","exp_surface_class","master_log_hit","docs_hit_count","docs_hit_files","sample_weights","sample_summaries","sample_logs","preliminary_action"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_spectral_guard_from_spectral_e2_b48","2026-05-31 06:57:28","2","87.248","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_spectral_guard_from_spectral_e2_b48\epoch_0001.pt; exp\wikiart512_ema_spectral_guard_from_spectral_e2_b48\epoch_0002.pt","exp\wikiart512_ema_spectral_guard_from_spectral_e2_b48\quick_eval_n6\summary.json","exp\wikiart512_ema_spectral_guard_from_spectral_e2_b48\logs\training_20260531_064720.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_spectral_stat_full_adapt_e2_b48","2026-05-31 11:52:23","8","348.937","frozen_exploratory_weight_surface","False","1","docs\experiments\2026-06-01-main-table-gap-analysis.md","exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\epoch_0001.pt; exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\epoch_0002.pt; exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\probe_gain1.pt; exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\probe_gain2.pt; exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\probe_gain4.pt","exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\eval_quick_n6_strength1p25\summary.json; exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\full_eval_epoch0002_b4\summary.json; exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\full_eval_gain2_b4\summary.json; exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\full_eval_true_integrate_epoch0002_b4\summary.json; exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\full_eval_true_integrate_probe_gain4_b4\summary.json","exp\wikiart512_ema_spectral_stat_full_adapt_e2_b48\logs\training_20260531_040515.csv","keep_or_epoch_thin_only_after_packet_policy"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_spectral_stat_full_e2_from_tok_b48","2026-05-31 04:04:13","2","87.248","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_spectral_stat_full_e2_from_tok_b48\epoch_0001.pt; exp\wikiart512_ema_spectral_stat_full_e2_from_tok_b48\epoch_0002.pt","","exp\wikiart512_ema_spectral_stat_full_e2_from_tok_b48\logs\training_20260531_035513.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_spectral_stat_gain4_adapt_e2_b48","2026-05-31 04:57:23","2","87.248","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_spectral_stat_gain4_adapt_e2_b48\epoch_0001.pt; exp\wikiart512_ema_spectral_stat_gain4_adapt_e2_b48\epoch_0002.pt","exp\wikiart512_ema_spectral_stat_gain4_adapt_e2_b48\full_eval_epoch0002_b4\summary.json","exp\wikiart512_ema_spectral_stat_gain4_adapt_e2_b48\logs\training_20260531_044642.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64","2026-05-31 03:48:29","4","60.432","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64\epoch_0001.pt; exp\wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64\epoch_0002.pt; exp\wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64\epoch_0003.pt; exp\wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64\epoch_0004.pt","exp\wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64\full_eval_epoch0004_b4\summary.json","exp\wikiart512_ema_spectral_stat_tokonly_e4_from_e8_b64\logs\training_20260531_033415.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_styleboost_guard_e4_from_e8_b48","2026-05-31 02:42:24","4","174.362","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_styleboost_guard_e4_from_e8_b48\epoch_0001.pt; exp\wikiart512_ema_styleboost_guard_e4_from_e8_b48\epoch_0002.pt; exp\wikiart512_ema_styleboost_guard_e4_from_e8_b48\epoch_0003.pt; exp\wikiart512_ema_styleboost_guard_e4_from_e8_b48\epoch_0004.pt","exp\wikiart512_ema_styleboost_guard_e4_from_e8_b48\full_eval_epoch0004_b4\summary.json","exp\wikiart512_ema_styleboost_guard_e4_from_e8_b48\full_eval_epoch0004_b4.log; exp\wikiart512_ema_styleboost_guard_e4_from_e8_b48\logs\training_20260531_021806.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_tokenbudget_gradfix_tokonly_e1_b16","2026-05-31 13:41:31","1","15.111","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_tokenbudget_gradfix_tokonly_e1_b16\epoch_0001.pt","exp\wikiart512_ema_tokenbudget_gradfix_tokonly_e1_b16\full_eval_trueint\summary.json; exp\wikiart512_ema_tokenbudget_gradfix_tokonly_e1_b16\quick_eval_trueint_n6\summary.json","exp\wikiart512_ema_tokenbudget_gradfix_tokonly_e1_b16\logs\training_20260531_125748.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_tokenbudget_tokonly_e1_from_spectral_b48","2026-05-31 12:35:56","1","15.11","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_tokenbudget_tokonly_e1_from_spectral_b48\epoch_0001.pt","","exp\wikiart512_ema_tokenbudget_tokonly_e1_from_spectral_b48\logs\training_20260531_123219.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_tokenizer_only_e4_from_e8_b48","2026-05-31 03:15:18","4","60.298","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_tokenizer_only_e4_from_e8_b48\epoch_0001.pt; exp\wikiart512_ema_tokenizer_only_e4_from_e8_b48\epoch_0002.pt; exp\wikiart512_ema_tokenizer_only_e4_from_e8_b48\epoch_0003.pt; exp\wikiart512_ema_tokenizer_only_e4_from_e8_b48\epoch_0004.pt","exp\wikiart512_ema_tokenizer_only_e4_from_e8_b48\full_eval_epoch0004_b4\summary.json","exp\wikiart512_ema_tokenizer_only_e4_from_e8_b48\full_eval_epoch0004_b4.err.log; exp\wikiart512_ema_tokenizer_only_e4_from_e8_b48\full_eval_epoch0004_b4.log; exp\wikiart512_ema_tokenizer_only_e4_from_e8_b48\logs\training_20260531_030116.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32","2026-05-31 15:56:15","1","16.362","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32\epoch_0001.pt","exp\wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32\quick_eval_trueint_n6\summary.json","exp\wikiart512_ema_tokenizer_owned_spatial_tokonly_e1_b32\logs\training_20260531_155028.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_truegrad_tokenbudget_full_e1_b32","2026-05-31 16:00:24","1","15.057","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_truegrad_tokenbudget_full_e1_b32\epoch_0001.pt","exp\wikiart512_ema_truegrad_tokenbudget_full_e1_b32\full_eval_epoch0001_b4\summary.json; exp\wikiart512_ema_truegrad_tokenbudget_full_e1_b32\quick_eval_epoch0001_n6\summary.json; exp\wikiart512_ema_truegrad_tokenbudget_full_e1_b32\quick_eval_trueint_n6\summary.json","exp\wikiart512_ema_truegrad_tokenbudget_full_e1_b32\logs\training_20260531_140545.csv; exp\wikiart512_ema_truegrad_tokenbudget_full_e1_b32\logs\training_20260531_174511.csv; exp\wikiart512_ema_truegrad_tokenbudget_full_e1_b32\logs\training_20260601_085305.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_trueint_stylepush_tsw40_kin025_e1_b48","2026-05-31 11:30:56","1","43.625","frozen_exploratory_weight_surface","False","0","","exp\wikiart512_ema_trueint_stylepush_tsw40_kin025_e1_b48\epoch_0001.pt","","exp\wikiart512_ema_trueint_stylepush_tsw40_kin025_e1_b48\logs\training_20260531_112600.csv","candidate_after_manual_open_if_no_hidden_artifact_refs"
