period,source_root,dataset_key,method,event_type,path,time_hint,metric_hint,note
2026-02-22,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\full-swd\full_eval\epoch_0040\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\full-swd\full_eval\epoch_0080\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\full-swd\logs\training_20260222_123058.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\full-swd\logs\training_20260222_123541.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\full-v2-20\full_eval\epoch_0020\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\full-v2-20\logs\training_20260222_224747.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\full-v2\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\full-v2\logs\training_20260222_213622.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\full-v2\logs\training_20260222_214309.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\full_eval\epoch_0050\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\full_eval\epoch_0100\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\full_eval\epoch_0150\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\full_eval\epoch_0200\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\full_eval\epoch_0250\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_001832.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_002931.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_003140.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_003828.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_003948.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_004316.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_004455.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_004528.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_094414.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_101925.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixed-swd\logs\training_20260222_102015.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixed\logs\training_20260222_111217.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixed\logs\training_20260222_111504.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixed\logs\training_20260222_111613.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixed\logs\training_20260222_113636.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixedswd\logs\training_20260222_094459.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixedswd\logs\training_20260222_095825.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixedswd\logs\training_20260222_100027.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-22T00:18:32,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_001832.csv,,,Curated remote experiment log.
2026-02-22T00:29:31,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_002931.csv,,,Curated remote experiment log.
2026-02-22T00:31:40,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_003140.csv,,,Curated remote experiment log.
2026-02-22T00:38:28,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_003828.csv,,,Curated remote experiment log.
2026-02-22T00:42:14,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_003948.csv,,,Curated remote experiment log.
2026-02-22T00:43:16,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_004316.csv,,,Curated remote experiment log.
2026-02-22T00:44:55,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_004455.csv,,,Curated remote experiment log.
2026-02-22T09:31:39,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_004528.csv,,,Curated remote experiment log.
2026-02-22T09:44:14,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_094414.csv,,,Curated remote experiment log.
2026-02-22T09:44:59,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixedswd\logs\training_20260222_094459.csv,,,Curated remote experiment log.
2026-02-22T09:58:25,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixedswd\logs\training_20260222_095825.csv,,,Curated remote experiment log.
2026-02-22T10:12:23,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixedswd\logs\training_20260222_100027.csv,,,Curated remote experiment log.
2026-02-22T10:19:25,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-\logs\training_20260222_101925.csv,,,Curated remote experiment log.
2026-02-22T10:20:15,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixed-swd\logs\training_20260222_102015.csv,,,Curated remote experiment log.
2026-02-22T11:12:17,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixed\logs\training_20260222_111217.csv,,,Curated remote experiment log.
2026-02-22T11:15:04,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixed\logs\training_20260222_111504.csv,,,Curated remote experiment log.
2026-02-22T11:33:24,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixed\logs\training_20260222_111613.csv,,,Curated remote experiment log.
2026-02-22T12:01:11,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\style8-fixed\logs\training_20260222_113636.csv,,,Curated remote experiment log.
2026-02-22T12:33:45,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-swd\logs\training_20260222_123058.csv,,,Curated remote experiment log.
2026-02-22T16:29:29,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-swd\logs\training_20260222_123541.csv,,,Curated remote experiment log.
2026-02-22T17:06:51,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-adagn-map16-statloss\logs\training_20260222_170651.csv,,,Curated remote experiment log.
2026-02-22T17:11:05,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-momnet_fixed\logs\training_20260222_171105.csv,,,Curated remote experiment log.
2026-02-22T17:14:04,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-momnet_fixed\logs\training_20260222_171404.csv,,,Curated remote experiment log.
2026-02-22T19:33:12,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-momnet_fixed\logs\training_20260222_171508.csv,,,Curated remote experiment log.
2026-02-22T20:39:08,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-momnet_fixed\logs\training_20260222_203908.csv,,,Curated remote experiment log.
2026-02-22T20:40:59,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-adagn-map16-skipfix-hires1-lossv2\logs\training_20260222_204059.csv,,,Curated remote experiment log.
2026-02-22T20:43:47,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-adagn-map16-skipfix-hires1-lossv2\logs\training_20260222_204347.csv,,,Curated remote experiment log.
2026-02-22T20:49:09,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-adagn-map16-skipfix-hires1-lossv2\logs\training_20260222_204533.csv,,,Curated remote experiment log.
2026-02-22T20:49:51,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-adagn-map16-skipfix-hires1-lossv2\logs\training_20260222_204951.csv,,,Curated remote experiment log.
2026-02-22T20:50:29,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-adagn-map16-skipfix-hires1-lossv2\logs\training_20260222_205029.csv,,,Curated remote experiment log.
2026-02-22T20:51:03,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-adagn-map16-skipfix-hires1-lossv2\logs\training_20260222_205103.csv,,,Curated remote experiment log.
2026-02-22T21:08:27,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-adagn-map16-skipfix-hires1-lossv2\logs\training_20260222_205216.csv,,,Curated remote experiment log.
2026-02-22T21:32:28,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-adagn-map16-skipfix-hires1-lossv2\logs\training_20260222_210903.csv,,,Curated remote experiment log.
2026-02-22T21:39:59,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-v2\logs\training_20260222_213622.csv,,,Curated remote experiment log.
2026-02-22T22:40:52,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-v2\logs\training_20260222_214309.csv,,,Curated remote experiment log.
2026-02-22T23:33:31,I:\,legacy_style_transfer_experiments,,log_file,I:\Github\Latent_Style\experiments\experiments-swd8\full-v2-20\logs\training_20260222_224747.csv,,,Curated remote experiment log.
2026-02-23,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\1swd-dit-2style\full_eval\epoch_0020\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-23,I:\,legacy_style_transfer_experiments,,summary_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\1swd-dit-2style\full_eval\epoch_0030\summary.json,,,Remote curated summary.json after experiment-path filter.
2026-02-23,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\1swd-dit-2style\logs\training_20260223_153640.csv,,,Remote curated train/eval log after experiment-path filter.
2026-02-23,I:\,legacy_style_transfer_experiments,,log_evidence,I:\Github\Latent_Style\experiments\experiments-swd8\1swd-dit-2style\logs\training_20260223_153747.csv,,,Remote curated train/eval log after experiment-path filter.
