"remote_root","exp_dir","last_write","total_mb","weight_count","weight_mb","weight_names","config_exists","data_root","batch_size","num_epochs","style_tokenizer","style_spatial_mode","objective_mode","loss_type","w_flow","terminal_swd_weight","notes","params_raw","summary_count","summary_metrics","training_csv_count","latest_training_csv","latest_training_tail","remote_train_log_exists","remote_train_log_tail","top_level"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","weight_sweep_40","2026-05-30 14:58:07","52.136","0","0.000","","False","","","","","","","","","","","","320","epoch_0001:clip=0.704;lpips=0.427;wall= | epoch_0002:clip=0.703;lpips=0.423;wall= | epoch_0003:clip=0.706;lpips=0.424;wall= | epoch_0004:clip=0.708;lpips=0.426;wall= | epoch_0005:clip=0.711;lpips=0.442;wall= | epoch_0006:clip=0.714;lpips=0.450;wall= | epoch_0007:clip=0.715;lpips=0.451;wall= | epoch_0008:clip=0.716;lpips=0.461;wall= | epoch_0001:clip=0.698;lpips=0.429;wall= | epoch_0002:clip=0.703;lpips=0.435;wall= | epoch_0003:clip=0.703;lpips=0.448;wall= | epoch_0004:clip=0.704;lpips=0.453;wall= | epoch_0005:clip=0.707;lpips=0.456;wall= | epoch_0006:clip=0.711;lpips=0.458;wall= | epoch_0007:clip=0.712;lpips=0.462;wall= | epoch_0008:clip=0.711;lpips=0.469;wall= | epoch_0001:clip=0.700;lpips=0.422;wall= | epoch_0002:clip=0.703;lpips=0.424;wall= | epoch_0003:clip=0.704;lpips=0.430;wall= | epoch_0004:clip=0.704;lpips=0.443;wall= | epoch_0005:clip=0.707;lpips=0.443;wall= | epoch_0006:clip=0.710;lpips=0.441;wall= | epoch_0007:clip=0.710;lpips=0.451;wall= | epoch_0008:clip=0.709;lpips=0.461;wall= | epoch_0001:clip=0.698;lpips=0.419;wall= | epoch_0002:clip=0.702;lpips=0.431;wall= | epoch_0003:clip=0.704;lpips=0.438;wall= | epoch_0004:clip=0.703;lpips=0.453;wall= | epoch_0005:clip=0.706;lpips=0.454;wall= | epoch_0006:clip=0.708;lpips=0.453;wall= | epoch_0007:clip=0.708;lpips=0.456;wall= | epoch_0008:clip=0.708;lpips=0.461;wall= | epoch_0001:clip=0.700;lpips=0.424;wall= | epoch_0002:clip=0.703;lpips=0.429;wall= | epoch_0003:clip=0.705;lpips=0.438;wall= | epoch_0004:clip=0.706;lpips=0.449;wall= | epoch_0005:clip=0.708;lpips=0.453;wall= | epoch_0006:clip=0.710;lpips=0.452;wall= | epoch_0007:clip=0.712;lpips=0.464;wall= | epoch_0008:clip=0.713;lpips=0.473;wall= | epoch_0001:clip=0.700;lpips=0.423;wall= | epoch_0002:clip=0.705;lpips=0.441;wall= | epoch_0003:clip=0.706;lpips=0.440;wall= | epoch_0004:clip=0.706;lpips=0.446;wall= | epoch_0005:clip=0.707;lpips=0.455;wall= | epoch_0006:clip=0.710;lpips=0.458;wall= | epoch_0007:clip=0.712;lpips=0.461;wall= | epoch_0008:clip=0.711;lpips=0.470;wall= | epoch_0001:clip=0.703;lpips=0.424;wall= | epoch_0002:clip=0.703;lpips=0.448;wall= | epoch_0003:clip=0.704;lpips=0.447;wall= | epoch_0004:clip=0.704;lpips=0.453;wall= | epoch_0005:clip=0.708;lpips=0.451;wall= | epoch_0006:clip=0.711;lpips=0.452;wall= | epoch_0007:clip=0.712;lpips=0.460;wall= | epoch_0008:clip=0.711;lpips=0.465;wall= | epoch_0001:clip=0.699;lpips=0.424;wall= | epoch_0002:clip=0.702;lpips=0.441;wall= | epoch_0003:clip=0.704;lpips=0.444;wall= | epoch_0004:clip=0.705;lpips=0.451;wall= | epoch_0005:clip=0.705;lpips=0.456;wall= | epoch_0006:clip=0.708;lpips=0.457;wall= | epoch_0007:clip=0.710;lpips=0.469;wall= | epoch_0008:clip=0.709;lpips=0.472;wall= | epoch_0001:clip=0.701;lpips=0.420;wall= | epoch_0002:clip=0.702;lpips=0.443;wall= | epoch_0003:clip=0.704;lpips=0.441;wall= | epoch_0004:clip=0.706;lpips=0.451;wall= | epoch_0005:clip=0.707;lpips=0.452;wall= | epoch_0006:clip=0.711;lpips=0.460;wall= | epoch_0007:clip=0.711;lpips=0.465;wall= | epoch_0008:clip=0.710;lpips=0.466;wall= | epoch_0001:clip=0.699;lpips=0.454;wall= | epoch_0002:clip=0.701;lpips=0.454;wall= | epoch_0003:clip=0.706;lpips=0.451;wall= | epoch_0004:clip=0.704;lpips=0.458;wall= | epoch_0005:clip=0.705;lpips=0.463;wall= | epoch_0006:clip=0.710;lpips=0.464;wall= | epoch_0007:clip=0.712;lpips=0.473;wall= | epoch_0008:clip=0.712;lpips=0.477;wall= | epoch_0001:clip=0.700;lpips=0.413;wall= | epoch_0002:clip=0.702;lpips=0.417;wall= | epoch_0003:clip=0.704;lpips=0.428;wall= | epoch_0004:clip=0.704;lpips=0.437;wall= | epoch_0005:clip=0.705;lpips=0.448;wall= | epoch_0006:clip=0.709;lpips=0.447;wall= | epoch_0007:clip=0.710;lpips=0.458;wall= | epoch_0008:clip=0.710;lpips=0.464;wall= | epoch_0001:clip=0.697;lpips=0.417;wall= | epoch_0002:clip=0.702;lpips=0.427;wall= | epoch_0003:clip=0.703;lpips=0.434;wall= | epoch_0004:clip=0.704;lpips=0.447;wall= | epoch_0005:clip=0.707;lpips=0.446;wall= | epoch_0006:clip=0.709;lpips=0.446;wall= | epoch_0007:clip=0.710;lpips=0.458;wall= | epoch_0008:clip=0.709;lpips=0.464;wall= | epoch_0001:clip=0.700;lpips=0.417;wall= | epoch_0002:clip=0.703;lpips=0.425;wall= | epoch_0003:clip=0.705;lpips=0.432;wall= | epoch_0004:clip=0.705;lpips=0.442;wall= | epoch_0005:clip=0.708;lpips=0.443;wall= | epoch_0006:clip=0.710;lpips=0.444;wall= | epoch_0007:clip=0.711;lpips=0.455;wall= | epoch_0008:clip=0.712;lpips=0.460;wall= | epoch_0001:clip=0.702;lpips=0.432;wall= | epoch_0002:clip=0.704;lpips=0.449;wall= | epoch_0003:clip=0.706;lpips=0.445;wall= | epoch_0004:clip=0.707;lpips=0.451;wall= | epoch_0005:clip=0.708;lpips=0.456;wall= | epoch_0006:clip=0.711;lpips=0.452;wall= | epoch_0007:clip=0.711;lpips=0.458;wall= | epoch_0008:clip=0.710;lpips=0.464;wall= | epoch_0001:clip=0.701;lpips=0.432;wall= | epoch_0002:clip=0.703;lpips=0.437;wall= | epoch_0003:clip=0.704;lpips=0.433;wall= | epoch_0004:clip=0.704;lpips=0.447;wall= | epoch_0005:clip=0.709;lpips=0.444;wall= | epoch_0006:clip=0.710;lpips=0.444;wall= | epoch_0007:clip=0.711;lpips=0.455;wall= | epoch_0008:clip=0.712;lpips=0.464;wall= | epoch_0001:clip=0.702;lpips=0.419;wall= | epoch_0002:clip=0.705;lpips=0.429;wall= | epoch_0003:clip=0.707;lpips=0.434;wall= | epoch_0004:clip=0.706;lpips=0.440;wall= | epoch_0005:clip=0.707;lpips=0.445;wall= | epoch_0006:clip=0.710;lpips=0.453;wall= | epoch_0007:clip=0.711;lpips=0.461;wall= | epoch_0008:clip=0.710;lpips=0.462;wall= | epoch_0001:clip=0.702;lpips=0.422;wall= | epoch_0002:clip=0.706;lpips=0.442;wall= | epoch_0003:clip=0.707;lpips=0.444;wall= | epoch_0004:clip=0.708;lpips=0.455;wall= | epoch_0005:clip=0.707;lpips=0.462;wall= | epoch_0006:clip=0.709;lpips=0.465;wall= | epoch_0007:clip=0.710;lpips=0.466;wall= | epoch_0008:clip=0.709;lpips=0.466;wall= | epoch_0001:clip=0.700;lpips=0.436;wall= | epoch_0002:clip=0.702;lpips=0.431;wall= | epoch_0003:clip=0.701;lpips=0.445;wall= | epoch_0004:clip=0.702;lpips=0.452;wall= | epoch_0005:clip=0.704;lpips=0.455;wall= | epoch_0006:clip=0.708;lpips=0.454;wall= | epoch_0007:clip=0.709;lpips=0.463;wall= | epoch_0008:clip=0.709;lpips=0.468;wall= | epoch_0001:clip=0.698;lpips=0.412;wall= | epoch_0002:clip=0.702;lpips=0.423;wall= | epoch_0003:clip=0.703;lpips=0.431;wall= | epoch_0004:clip=0.704;lpips=0.446;wall= | epoch_0005:clip=0.708;lpips=0.447;wall= | epoch_0006:clip=0.710;lpips=0.446;wall= | epoch_0007:clip=0.710;lpips=0.456;wall= | epoch_0008:clip=0.711;lpips=0.464;wall= | epoch_0001:clip=0.700;lpips=0.424;wall= | epoch_0002:clip=0.704;lpips=0.430;wall= | epoch_0003:clip=0.707;lpips=0.437;wall= | epoch_0004:clip=0.705;lpips=0.450;wall= | epoch_0005:clip=0.708;lpips=0.453;wall= | epoch_0006:clip=0.709;lpips=0.452;wall= | epoch_0007:clip=0.709;lpips=0.458;wall= | epoch_0008:clip=0.708;lpips=0.463;wall= | epoch_0001:clip=0.697;lpips=0.387;wall= | epoch_0002:clip=0.696;lpips=0.380;wall= | epoch_0003:clip=0.698;lpips=0.378;wall= | epoch_0004:clip=0.701;lpips=0.383;wall= | epoch_0005:clip=0.704;lpips=0.397;wall= | epoch_0006:clip=0.705;lpips=0.401;wall= | epoch_0007:clip=0.706;lpips=0.406;wall= | epoch_0008:clip=0.707;lpips=0.413;wall= | epoch_0001:clip=0.694;lpips=0.401;wall= | epoch_0002:clip=0.699;lpips=0.400;wall= | epoch_0003:clip=0.699;lpips=0.409;wall= | epoch_0004:clip=0.701;lpips=0.413;wall= | epoch_0005:clip=0.703;lpips=0.412;wall= | epoch_0006:clip=0.706;lpips=0.414;wall= | epoch_0007:clip=0.707;lpips=0.417;wall= | epoch_0008:clip=0.707;lpips=0.426;wall= | epoch_0001:clip=0.696;lpips=0.392;wall= | epoch_0002:clip=0.699;lpips=0.389;wall= | epoch_0003:clip=0.700;lpips=0.391;wall= | epoch_0004:clip=0.700;lpips=0.402;wall= | epoch_0005:clip=0.703;lpips=0.402;wall= | epoch_0006:clip=0.704;lpips=0.401;wall= | epoch_0007:clip=0.706;lpips=0.409;wall= | epoch_0008:clip=0.705;lpips=0.419;wall= | epoch_0001:clip=0.695;lpips=0.392;wall= | epoch_0002:clip=0.697;lpips=0.396;wall= | epoch_0003:clip=0.699;lpips=0.403;wall= | epoch_0004:clip=0.700;lpips=0.413;wall= | epoch_0005:clip=0.702;lpips=0.410;wall= | epoch_0006:clip=0.704;lpips=0.409;wall= | epoch_0007:clip=0.704;lpips=0.414;wall= | epoch_0008:clip=0.704;lpips=0.420;wall= | epoch_0001:clip=0.693;lpips=0.396;wall= | epoch_0002:clip=0.698;lpips=0.399;wall= | epoch_0003:clip=0.699;lpips=0.400;wall= | epoch_0004:clip=0.699;lpips=0.408;wall= | epoch_0005:clip=0.703;lpips=0.411;wall= | epoch_0006:clip=0.705;lpips=0.408;wall= | epoch_0007:clip=0.706;lpips=0.419;wall= | epoch_0008:clip=0.708;lpips=0.427;wall= | epoch_0001:clip=0.695;lpips=0.392;wall= | epoch_0002:clip=0.698;lpips=0.403;wall= | epoch_0003:clip=0.700;lpips=0.403;wall= | epoch_0004:clip=0.700;lpips=0.406;wall= | epoch_0005:clip=0.702;lpips=0.416;wall= | epoch_0006:clip=0.705;lpips=0.416;wall= | epoch_0007:clip=0.706;lpips=0.420;wall= | epoch_0008:clip=0.706;lpips=0.427;wall= | epoch_0001:clip=0.698;lpips=0.390;wall= | epoch_0002:clip=0.698;lpips=0.407;wall= | epoch_0003:clip=0.698;lpips=0.406;wall= | epoch_0004:clip=0.698;lpips=0.411;wall= | epoch_0005:clip=0.702;lpips=0.409;wall= | epoch_0006:clip=0.705;lpips=0.408;wall= | epoch_0007:clip=0.706;lpips=0.415;wall= | epoch_0008:clip=0.706;lpips=0.423;wall= | epoch_0001:clip=0.696;lpips=0.405;wall= | epoch_0002:clip=0.698;lpips=0.408;wall= | epoch_0003:clip=0.699;lpips=0.408;wall= | epoch_0004:clip=0.700;lpips=0.413;wall= | epoch_0005:clip=0.702;lpips=0.414;wall= | epoch_0006:clip=0.706;lpips=0.414;wall= | epoch_0007:clip=0.706;lpips=0.424;wall= | epoch_0008:clip=0.707;lpips=0.429;wall= | epoch_0001:clip=0.696;lpips=0.391;wall= | epoch_0002:clip=0.700;lpips=0.406;wall= | epoch_0003:clip=0.699;lpips=0.404;wall= | epoch_0004:clip=0.701;lpips=0.413;wall= | epoch_0005:clip=0.702;lpips=0.411;wall= | epoch_0006:clip=0.706;lpips=0.416;wall= | epoch_0007:clip=0.707;lpips=0.423;wall= | epoch_0008:clip=0.706;lpips=0.423;wall= | epoch_0001:clip=0.697;lpips=0.426;wall= | epoch_0002:clip=0.698;lpips=0.418;wall= | epoch_0003:clip=0.700;lpips=0.410;wall= | epoch_0004:clip=0.698;lpips=0.416;wall= | epoch_0005:clip=0.701;lpips=0.422;wall= | epoch_0006:clip=0.704;lpips=0.420;wall= | epoch_0007:clip=0.705;lpips=0.424;wall= | epoch_0008:clip=0.706;lpips=0.430;wall= | epoch_0001:clip=0.696;lpips=0.391;wall= | epoch_0002:clip=0.697;lpips=0.388;wall= | epoch_0003:clip=0.700;lpips=0.392;wall= | epoch_0004:clip=0.701;lpips=0.399;wall= | epoch_0005:clip=0.702;lpips=0.407;wall= | epoch_0006:clip=0.705;lpips=0.408;wall= | epoch_0007:clip=0.706;lpips=0.418;wall= | epoch_0008:clip=0.705;lpips=0.420;wall= | epoch_0001:clip=0.694;lpips=0.389;wall= | epoch_0002:clip=0.698;lpips=0.396;wall= | epoch_0003:clip=0.700;lpips=0.398;wall= | epoch_0004:clip=0.701;lpips=0.407;wall= | epoch_0005:clip=0.703;lpips=0.402;wall= | epoch_0006:clip=0.706;lpips=0.399;wall= | epoch_0007:clip=0.707;lpips=0.409;wall= | epoch_0008:clip=0.707;lpips=0.419;wall= | epoch_0001:clip=0.696;lpips=0.388;wall= | epoch_0002:clip=0.698;lpips=0.392;wall= | epoch_0003:clip=0.700;lpips=0.398;wall= | epoch_0004:clip=0.701;lpips=0.401;wall= | epoch_0005:clip=0.703;lpips=0.400;wall= | epoch_0006:clip=0.705;lpips=0.402;wall= | epoch_0007:clip=0.706;lpips=0.411;wall= | epoch_0008:clip=0.707;lpips=0.415;wall= | epoch_0001:clip=0.697;lpips=0.395;wall= | epoch_0002:clip=0.700;lpips=0.407;wall= | epoch_0003:clip=0.701;lpips=0.409;wall= | epoch_0004:clip=0.701;lpips=0.410;wall= | epoch_0005:clip=0.703;lpips=0.418;wall= | epoch_0006:clip=0.705;lpips=0.412;wall= | epoch_0007:clip=0.706;lpips=0.416;wall= | epoch_0008:clip=0.706;lpips=0.423;wall= | epoch_0001:clip=0.696;lpips=0.401;wall= | epoch_0002:clip=0.698;lpips=0.400;wall= | epoch_0003:clip=0.699;lpips=0.395;wall= | epoch_0004:clip=0.700;lpips=0.407;wall= | epoch_0005:clip=0.703;lpips=0.402;wall= | epoch_0006:clip=0.704;lpips=0.400;wall= | epoch_0007:clip=0.706;lpips=0.412;wall= | epoch_0008:clip=0.706;lpips=0.422;wall= | epoch_0001:clip=0.698;lpips=0.390;wall= | epoch_0002:clip=0.699;lpips=0.394;wall= | epoch_0003:clip=0.702;lpips=0.396;wall= | epoch_0004:clip=0.702;lpips=0.400;wall= | epoch_0005:clip=0.703;lpips=0.405;wall= | epoch_0006:clip=0.706;lpips=0.414;wall= | epoch_0007:clip=0.706;lpips=0.420;wall= | epoch_0008:clip=0.705;lpips=0.419;wall= | epoch_0001:clip=0.699;lpips=0.394;wall= | epoch_0002:clip=0.700;lpips=0.401;wall= | epoch_0003:clip=0.701;lpips=0.406;wall= | epoch_0004:clip=0.702;lpips=0.412;wall= | epoch_0005:clip=0.703;lpips=0.418;wall= | epoch_0006:clip=0.706;lpips=0.420;wall= | epoch_0007:clip=0.707;lpips=0.422;wall= | epoch_0008:clip=0.707;lpips=0.424;wall= | epoch_0001:clip=0.698;lpips=0.409;wall= | epoch_0002:clip=0.698;lpips=0.395;wall= | epoch_0003:clip=0.698;lpips=0.404;wall= | epoch_0004:clip=0.698;lpips=0.412;wall= | epoch_0005:clip=0.701;lpips=0.413;wall= | epoch_0006:clip=0.704;lpips=0.413;wall= | epoch_0007:clip=0.704;lpips=0.420;wall= | epoch_0008:clip=0.705;lpips=0.426;wall= | epoch_0001:clip=0.694;lpips=0.382;wall= | epoch_0002:clip=0.698;lpips=0.387;wall= | epoch_0003:clip=0.698;lpips=0.393;wall= | epoch_0004:clip=0.700;lpips=0.402;wall= | epoch_0005:clip=0.703;lpips=0.402;wall= | epoch_0006:clip=0.705;lpips=0.405;wall= | epoch_0007:clip=0.706;lpips=0.413;wall= | epoch_0008:clip=0.706;lpips=0.419;wall= | epoch_0001:clip=0.698;lpips=0.397;wall= | epoch_0002:clip=0.699;lpips=0.397;wall= | epoch_0003:clip=0.700;lpips=0.403;wall= | epoch_0004:clip=0.702;lpips=0.408;wall= | epoch_0005:clip=0.704;lpips=0.408;wall= | epoch_0006:clip=0.705;lpips=0.408;wall= | epoch_0007:clip=0.705;lpips=0.415;wall= | epoch_0008:clip=0.705;lpips=0.422;wall=","40","exp\weight_sweep_40\K2_r19_hayao_fix_prev\logs\training_20260513_103249.csv","8,7.028644561767578,0.0,0.42962926626205444,0.0,6.6875,0.0,0.0,0.0,0.0,0.2057504802942276,1.0,0.358946293592453,0.6206830739974976,2.5695724487304688,6.741788864135742,1.7231444411427765e-05,0.06443540003965609,16.108927199980826,3.142727200043737,0.3101530000276398,19.561807400052203,42.16668248176575,10260,243.3200668427439","False","","configs;K1_r00_balanced_default;K1_r01_uniform_unbalanced;K1_r02_prev_manual;K1_r03_hayao_strong;K1_r04_cezanne_strong;K1_r05_vangogh_strong;K1_r06_monet_strong;K1_r07_art_balanced;K1_r08_photo_content_high;K1_r09_photo_content_low;K1_r10_no_photo_target;K1_r11_photo_target_some;K1_r12_hayao_cezanne;K1_r13_monet_vangogh;K1_r14_soft_art;K1_r15_hard_art;K1_r16_photo_hayao_content_art_target;K1_r17_art_content_art_target;K1_r18_cezanne_fix_prev;K1_r19_hayao_fix_prev;K2_r00_balanced_default;K2_r01_uniform_unbalanced;K2_r02_prev_manual;K2_r03_hayao_strong"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_e2_b80","2026-06-01 14:07:12","87.691","2","87.258","epoch_0001.pt;epoch_0002.pt","True","I:/wikiart_distinct5_latents_512_ema","80","2","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\wikiart_distinct5_ema_lancet_spectralstat_e2_b80\logs\training_20260601_133916.csv","2,10.951644897460938,0.0,0.43870267271995544,0.0,0.0,10.3125,0.0009765625,0.07071870565414429,0.0,0.0,0.19213709235191345,1.0,0.4852994382381439,0.638343334197998,3.7815020084381104,14.655633926391602,6.000000000000001e-05,0.09498089994303882,464.333452899009,1.9796756997238845,0.23289290070533752,466.5460214994382,809.759120464325,4960,6.125278338521066","False","","config.json;epoch_0001.pt;epoch_0002.pt;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48","2026-06-05 09:48:52","32.780","0","0.000","","True","I:/wikiart_distinct5_latents_512_ema","48","24","factorized","","omf","omf","0.0","20.0","","","3","epoch_0004:clip=0.697;lpips=0.412;wall= | epoch_0008:clip=0.698;lpips=0.407;wall= | epoch_0016:clip=0.699;lpips=0.413;wall=","1","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e16_e24_b48\logs\training_20260601_155440.csv","24,6.523116588592529,0.0,0.5017348527908325,0.0,0.0,5.875,0.0009765625,0.07074643671512604,0.0,0.0,0.2051282525062561,1.0,0.520653247833252,0.6776179671287537,3.816406488418579,12.155242919921875,2.0342205545047585e-05,0.08876779885031283,30.077039600349963,3.2281762985512614,0.38757190015167,33.692787799052894,73.12853980064392,4992,68.26336220590096","False","","config.json;full_eval;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64","2026-06-05 09:48:52","31.128","0","0.000","","True","I:/wikiart_distinct5_latents_512_ema","64","8","factorized","","omf","omf","0.0","20.0","","","3","epoch_0004:clip=0.691;lpips=0.421;wall= | epoch_0006:clip=0.701;lpips=0.402;wall= | epoch_0008:clip=0.700;lpips=0.410;wall=","1","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e2_e8_b64\logs\training_20260601_142533.csv","8,10.209212303161621,0.0,0.4523288607597351,0.0,0.0,9.5625,0.0009765625,0.07074645161628723,0.0,0.0,0.1955128163099289,1.0,0.4851228892803192,0.6627835035324097,3.5392627716064453,13.595697402954102,2.3044818699548532e-05,0.09672260051593184,117.19054920016788,2.3693610006012022,0.2854775001760572,119.84538770094514,260.8668489456177,4992,19.13619925328523","False","","config.json;full_eval;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48","2026-06-05 09:48:53","32.766","0","0.000","","True","I:/wikiart_distinct5_latents_512_ema","48","16","factorized","","omf","omf","0.0","20.0","","","3","epoch_0012:clip=0.699;lpips=0.415;wall= | epoch_0014:clip=0.700;lpips=0.417;wall= | epoch_0016:clip=0.699;lpips=0.420;wall=","1","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b48\logs\training_20260601_152448.csv","16,9.151578903198242,0.0,0.46800270676612854,0.0,0.0,8.375,0.0009765625,0.07075539976358414,0.0,0.0,0.2051282525062561,1.0,0.4960941672325134,0.6750032305717468,3.925480842590332,12.24953556060791,2.0768588783870785e-05,0.08695309981703758,30.142221300164238,3.1819983003661036,0.3920215980615467,33.71624119859189,73.31358361244202,4992,68.09106517544193","False","","config.json;full_eval;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b56","2026-06-01 15:21:33","44.061","1","43.629","epoch_0001.pt","True","I:/wikiart_distinct5_latents_512_ema","56","16","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\wikiart_distinct5_ema_lancet_spectralstat_from_e8_e16_b56\logs\training_20260601_151943.csv","1,10.766971588134766,0.0,0.43109312653541565,0.0,0.0,10.1875,0.0009765625,0.0707482099533081,0.0,0.0,0.20465491712093353,1.0,0.4755334258079529,0.663962185382843,3.3518259525299072,13.214709281921387,0.0001,0.09935440076515079,35.53302500094287,4.9824430998414755,0.36300600063987076,40.87847410142422,109.10806441307068,4984,45.6794832426973","False","","config.json;epoch_0001.pt;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4","2026-06-05 09:48:53","4.766","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","1","quick_eval_n6:clip=0.785;lpips=0.357;wall=","1","exp\wikiart512_ema_budget_only_safety125_probe120_b80_lr2e4\logs\training_20260531_214729.csv","1,10.822629928588867,0.0,0.3160448670387268,0.0,0.0,10.0,0.0009765625,0.07074841856956482,0.0,0.0,0.19833336770534515,1.0,0.3980505168437958,0.6156483292579651,3.5496225357055664,13.565436363220215,0.0002,0.7028816991951317,66.92601369973272,0.2768158004619181,0.1395104993134737,67.34233999950811,74.72341299057007,9600,128.47378908149577","False","","config.json;logs;numeric_debug.jsonl;quick_eval_n6;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_budget_only_safety125_smoke_b80","2026-06-05 04:08:57","0.468","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\wikiart512_ema_budget_only_safety125_smoke_b80\logs\training_20260531_212957.csv","1,10.847251892089844,0.0,0.3187915086746216,0.0,0.0,10.375,0.0009765625,0.070748470723629,0.0,0.0,0.1850000023841858,1.0,0.39794525504112244,0.6150941252708435,3.495499849319458,14.442915916442871,0.001,0.1147421000059694,11.346568300155923,0.12104829959571362,0.034246399998664856,11.501862999750301,18.83754801750183,800,42.46837217119371","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_centroid_gain_e1_from_spectral_b48","2026-06-05 09:48:53","441.153","0","0.000","","True","I:/wikiart_latents_512_ema","48","1","factorized","","omf","omf","0.0","12.0","","","2","full_eval_epoch0001_b4:clip=;lpips=;wall= | quick_eval_n6:clip=;lpips=;wall=","1","exp\wikiart512_ema_centroid_gain_e1_from_spectral_b48\logs\training_20260531_093246.csv","1,6.358302116394043,0.0,0.18964225053787231,0.0,0.0,5.46875,0.0009765625,0.07074768841266632,0.0,0.0,0.19772221148014069,1.0,0.3273331820964813,0.5974055528640747,2.327645778656006,12.714766502380371,5e-05,2.648592801298946,125.36033010063693,16.289250401081517,1.4573265011422336,143.10690700286068,298.68034505844116,18000,60.26509711068547","False","","config.json;full_eval_epoch0001_b4;logs;numeric_debug.jsonl;quick_eval_n6;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_deltafreq_high05_recover_e2_b48","2026-06-05 09:48:53","73.700","0","0.000","","True","I:/wikiart_latents_512_ema","48","2","factorized","","omf","omf","0.0","20.0","","","1","eval_quick_n6:clip=;lpips=;wall=","1","exp\wikiart512_ema_deltafreq_high05_recover_e2_b48\logs\training_20260531_090612.csv","2,10.093006134033203,0.0,0.2112492173910141,0.0,0.0,10.9375,0.0009765625,0.07074607163667679,0.0,0.0,0.20383337140083313,1.0,0.3435795307159424,0.5972071886062622,2.4457480907440186,12.86039924621582,3.0000000000000004e-05,2.73391939769499,115.41603719978593,12.350733799859881,1.4849390990566462,129.25171009870246,283.14958596229553,18000,63.5706386037128","False","","config.json;eval_quick_n6;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_direct_atom_residual_calib_b16","2026-05-30 22:16:48","0.356","0","0.000","","True","I:/wikiart_latents_512_ema","16","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\wikiart512_ema_direct_atom_residual_calib_b16\logs\training_20260530_221634.csv","1,11.242790222167969,0.0,0.18028923869132996,0.0,0.0,11.0,0.0009765625,0.07068251073360443,0.0,0.0,0.21590909361839294,1.0,0.301746129989624,0.5920664668083191,3.278409242630005,11.559170722961426,0.0002,0.06533639947883785,7.695946100633591,2.2900065013673156,0.10118199978023767,10.087134601781145,14.127921104431152,352,24.915201422635135","False","","config.json;logs;numeric_debug.jsonl;src;train_console.log"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","wikiart512_ema_direct_atom_residual_calib_b64","2026-05-30 22:33:52","0.343","0","0.000","","True","I:/wikiart_latents_512_ema","64","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\wikiart512_ema_direct_atom_residual_calib_b64\logs\training_20260530_223319.csv","1,12.015682220458984,0.0,0.21568195521831512,0.0,0.0,11.75,0.0009765625,0.07068412750959396,0.0,0.0,0.17499999701976776,1.0,0.3294820785522461,0.6000361442565918,3.690624952316284,13.776904106140137,0.0002,0.06155249988660216,16.119737200206146,5.443522799992934,0.055156700080260634,21.61841670027934,33.31926894187927,320,9.604052254513583","False","","config.json;logs;numeric_debug.jsonl;src;train_console.err.log;train_console.log"
