"remote_root","exp_dir","last_write","total_mb","weight_count","weight_mb","weight_names","config_exists","data_root","batch_size","num_epochs","style_tokenizer","style_spatial_mode","objective_mode","loss_type","w_flow","terminal_swd_weight","notes","params_raw","summary_count","summary_metrics","training_csv_count","latest_training_csv","latest_training_tail","remote_train_log_exists","remote_train_log_tail","top_level"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","manual_k1_k2_8epoch","2026-05-30 14:58:02","0.396","0","0.000","","False","","","","","","","","","","","","3","epoch_0008:clip=0.709;lpips=0.460;wall= | epoch_0008:clip=0.696;lpips=0.425;wall= | epoch_0008:clip=0.705;lpips=0.418;wall=","3","exp\manual_k1_k2_8epoch\K2_manual_weighted_8ep\logs\training_20260513_004520.csv","8,7.069347858428955,0.0,0.4229664206504822,0.0,6.75,0.0,0.0,0.0,0.0,0.1986355483531952,1.0,0.35559913516044617,0.6198380589485168,2.5740132331848145,6.7860870361328125,1.7231444411427765e-05,0.05383289998280816,16.51610880003136,3.626856899980339,0.24436429995694198,20.387329999968642,41.176042318344116,10260,249.17402019059813","False","","category_weight_effects.csv;category_weight_effects.md;category_weight_effects_summary.csv;K1_manual_weighted_8ep;K1_manual_weighted_8ep.json;K1_style_8ep_repro.json;K2_content_8ep_repro;K2_content_8ep_repro.json;K2_manual_weighted_8ep;K2_manual_weighted_8ep.json;manifest.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","metric_tokenizer_init","2026-06-05 09:48:52","1,322.414","0","0.000","","False","","","","","","","","","","","","10","full_eval_metric_direct:clip=;lpips=;wall= | full_eval_split_axis_fieldconsume_probe_truegrad_e1:clip=;lpips=;wall= | quick_eval_mds_data_axes_truegrad_e1_n6:clip=;lpips=;wall= | quick_eval_mds_data_delta_axes_truegrad_e1_n6:clip=;lpips=;wall= | quick_eval_metric_direct_n6:clip=;lpips=;wall= | quick_eval_split_axis_fieldconsume_probe_truegrad_e1_n6:clip=;lpips=;wall= | quick_eval_split_axis_metric_truegrad_e1_n6:clip=;lpips=;wall= | quick_eval_strength_1.15_n6:clip=;lpips=;wall= | quick_eval_strength_1.30_n6:clip=;lpips=;wall= | quick_eval_strength_1.45_n6:clip=;lpips=;wall=","0","","","False","","full_eval_metric_direct;full_eval_split_axis_fieldconsume_probe_truegrad_e1;local_patch_org_expr_only_safety125.json;mds_data_axes_truegrad_e1.create.log;mds_data_axes_truegrad_e1.json;mds_data_axes_truegrad_e1_clean.create.log;mds_data_axes_truegrad_e1_clean.json;mds_data_delta_axes_truegrad_e1.create.log;mds_data_delta_axes_truegrad_e1.json;metric_direct_from_e8_train512.json;quick_eval_mds_data_axes_truegrad_e1_n6;quick_eval_mds_data_delta_axes_truegrad_e1_n6;quick_eval_metric_direct_n6;quick_eval_split_axis_fieldconsume_probe_truegrad_e1_n6;quick_eval_split_axis_metric_truegrad_e1_n6;quick_eval_strength_1.15_n6;quick_eval_strength_1.30_n6;quick_eval_strength_1.45_n6;split_axis_execdecoder_init_truegrad_e1.json;split_axis_fieldconsume_probe_truegrad_e1.json;split_axis_local_patch_org_safety125.json;split_axis_local_patch_org_x2_safety125.json;split_axis_local_patch_org_x2_safety125_create.log;split_axis_local_patch_org_x5_safety125.json;split_axis_local_patch_org_x5_safety125_create.log"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","moment_sweep_spectral_full","2026-05-31 07:13:49","297.429","0","0.000","","False","","","","","","","","","","","","4","blend_0.25:clip=;lpips=;wall= | blend_0.50:clip=;lpips=;wall= | blend_0.75:clip=;lpips=;wall= | blend_1.00:clip=;lpips=;wall=","0","","","False","","blend_0.25;blend_0.50;blend_0.75;blend_1.00"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","orth12","2026-05-30 14:58:03","83.217","0","0.000","","False","","","","","","","","","","","","30","epoch_0001:clip=0.699;lpips=0.448;wall= | epoch_0002:clip=0.702;lpips=0.459;wall= | epoch_0003:clip=0.700;lpips=0.462;wall= | epoch_0004:clip=0.700;lpips=0.462;wall= | epoch_0005:clip=0.699;lpips=0.457;wall= | epoch_0006:clip=0.699;lpips=0.462;wall= | epoch_0007:clip=0.699;lpips=0.464;wall= | epoch_0008:clip=0.698;lpips=0.467;wall= | epoch_0009:clip=0.699;lpips=0.474;wall= | epoch_0010:clip=0.699;lpips=0.483;wall= | epoch_0011:clip=0.700;lpips=0.484;wall= | epoch_0012:clip=0.700;lpips=0.485;wall= | epoch_0013:clip=0.700;lpips=0.488;wall= | epoch_0014:clip=0.701;lpips=0.494;wall= | epoch_0015:clip=0.701;lpips=0.497;wall= | epoch_0001:clip=0.673;lpips=0.403;wall= | epoch_0002:clip=0.686;lpips=0.421;wall= | epoch_0003:clip=0.687;lpips=0.438;wall= | epoch_0010:clip=0.704;lpips=0.491;wall= | epoch_0020:clip=0.703;lpips=0.495;wall= | epoch_0030:clip=0.704;lpips=0.504;wall= | epoch_0040:clip=0.701;lpips=0.500;wall= | epoch_0050:clip=0.699;lpips=0.521;wall= | epoch_0060:clip=0.704;lpips=0.516;wall= | epoch_0010:clip=0.700;lpips=0.489;wall= | epoch_0020:clip=0.701;lpips=0.480;wall= | epoch_0030:clip=0.704;lpips=0.505;wall= | epoch_0040:clip=0.704;lpips=0.516;wall= | epoch_0050:clip=0.701;lpips=0.528;wall= | epoch_0060:clip=0.702;lpips=0.528;wall=","7","exp\orth12\fd20_g1_micro_only\logs\training_20260510_020619.csv","60,0.8894278407096863,0.0,0.1580996960401535,0.0,0.384765625,0.0,0.0,0.0,0.0,0.2042885273694992,1.0,0.4631531834602356,0.721194326877594,3.6495068073272705,6.974035263061523,1.0130194198315487e-05,0.10533649998615147,29.14802079999572,4.902821500007121,0.3216452999949979,34.37248759999784,67.28033304214478,10260,152.4962724779183","False","","fd20_g0_golden_pedestal;fd20_g0_golden_pedestal_e15s1.json;fd20_g0_golden_pedestal_e15s1_b32;fd20_g0_golden_pedestal_e15s1_b32.json;fd20_g0_lockdown_e15s1_b32;fd20_g0_lockdown_e15s1_b32.json;fd20_g1_micro_only;full_eval"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_120b_b80","2026-06-01 07:31:36","0.471","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\pair_content_spatial_head_c120_g050_b020_120b_b80\logs\training_20260601_073008.csv","1,10.734652519226074,0.0,0.31075942516326904,0.0,0.0,9.9375,0.0009765625,0.07074754685163498,0.0,0.0,0.20781248807907104,1.0,0.394206702709198,0.6145485043525696,3.532142400741577,13.436330795288086,0.0005,1.3411543001420796,63.53421310102567,2.7752030997071415,0.14064359990879893,66.45005980064161,88.37409114837646,9600,108.62912280344693","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b","2026-06-05 04:08:57","0.422","0","0.000","","True","I:/wikiart_latents_512_ema","16","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\pair_content_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b\logs\training_20260601_072406.csv","1,11.642394065856934,0.0,0.37092751264572144,0.0,0.0,11.0,0.0009765625,0.0707584097981453,0.0,0.0,0.15625,1.0,0.429002583026886,0.6151464581489563,3.529365301132202,9.7010498046875,0.0005,0.006975699914619327,5.184899899875745,0.6257478999905288,0.01339789992198348,5.8240456997882575,5.919973134994507,32,5.405429935287991","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80","2026-06-01 07:36:19","0.471","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\pair_content_spatial_head_c120_g050_b020_pc040_bound050_120b_b80\logs\training_20260601_073450.csv","1,10.727033615112305,0.0,0.3099096417427063,0.0,0.0,9.9375,0.0009765625,0.07074683904647827,0.0,0.0,0.20781248807907104,1.0,0.3937796354293823,0.6145783066749573,3.5293991565704346,13.436670303344727,0.0005,1.347054501529783,63.559628299670294,2.753496599383652,0.13768030144274235,66.45080520049669,88.40089750289917,9600,108.59618251822795","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pair_relative_geometry_release_probe","2026-06-01 01:34:38","49.662","3","49.662","pairrel_c090_g100_b040_from_spatial_gate.pt;pairrel_c120_g050_b020_from_spatial_gate.pt;pairrel_c120_g050_b020_spgain013_from_spatial_gate.pt","False","","","","","","","","","","","","0","","0","","","False","","pairrel_c090_g100_b040_from_spatial_gate.pt;pairrel_c120_g050_b020_from_spatial_gate.pt;pairrel_c120_g050_b020_spgain013_from_spatial_gate.pt"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_c120_g050_b020_120b_b80","2026-06-01 01:43:45","0.461","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\pairrel_signed_spatial_head_c120_g050_b020_120b_b80\logs\training_20260601_014217.csv","1,10.741833686828613,0.0,0.31169193983078003,0.0,0.0,9.9375,0.0009765625,0.0707482323050499,0.0,0.0,0.20781248807907104,1.0,0.3946705460548401,0.6145166158676147,3.5355987548828125,13.43618392944336,0.0005,1.341314499732107,62.82384519884363,2.7846236003097147,0.14086700207553804,65.74933580122888,87.67551851272583,9600,109.49464756922526","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b","2026-06-05 04:08:57","0.413","0","0.000","","True","I:/wikiart_latents_512_ema","16","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\pairrel_signed_spatial_head_c120_g050_b020_120b_b80_smoke_b16_2b\logs\training_20260601_014135.csv","1,11.643394470214844,0.0,0.3719280958175659,0.0,0.0,11.0,0.0009765625,0.07075858116149902,0.0,0.0,0.15625,1.0,0.42952102422714233,0.6150583624839783,3.529287815093994,9.701316833496094,0.0005,0.0065432998817414045,5.185564399929717,0.6445355999749154,0.014051599893718958,5.8441515997983515,5.9343297481536865,32,5.39235286174584","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w005_120b_b80","2026-06-01 02:10:39","0.468","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\pairrel_signed_spatial_head_geomstat_w005_120b_b80\logs\training_20260601_020910.csv","1,14.055213928222656,0.0,0.3110050559043884,0.0,0.0,9.9375,0.0009765625,0.07074777036905289,0.0,0.0,0.20781248807907104,1.0,0.39432886242866516,0.6145415902137756,3.5328640937805176,13.436358451843262,0.0005,1.3707098017912358,63.03817050065845,3.2015393995679915,0.1404556999914348,66.38016560021788,88.39404106140137,9600,108.60460597487028","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w005_smoke_b16_2b","2026-06-05 04:08:57","0.419","0","0.000","","True","I:/wikiart_latents_512_ema","16","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\pairrel_signed_spatial_head_geomstat_w005_smoke_b16_2b\logs\training_20260601_020836.csv","1,14.192537307739258,0.0,0.37093400955200195,0.0,0.0,11.0,0.0009765625,0.0707583948969841,0.0,0.0,0.15625,1.0,0.4290045499801636,0.6151473522186279,3.529365301132202,9.70097541809082,0.0005,0.007498800056055188,5.170368599938229,0.6929633999243379,0.013597600162029266,5.876929600024596,5.968583822250366,32,5.36140581300153","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pairrel_signed_spatial_head_geomstat_w020_120b_b80","2026-06-01 02:16:00","0.468","0","0.000","","True","I:/wikiart_latents_512_ema","80","1","factorized","","omf","omf","0.0","20.0","","","0","","1","exp\pairrel_signed_spatial_head_geomstat_w020_120b_b80\logs\training_20260601_021431.csv","1,24.0175724029541,0.0,0.31101202964782715,0.0,0.0,9.9375,0.0009765625,0.07074777036905289,0.0,0.0,0.20781248807907104,1.0,0.39433202147483826,0.6145419478416443,3.533271074295044,13.436201095581055,0.0005,1.3289568002801389,63.08779100119136,3.2300494997762144,0.14230829873122275,66.4601487996988,88.43780755996704,9600,108.55085924072152","False","","config.json;logs;numeric_debug.jsonl;src"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","pareto_probe_4","2026-05-30 14:58:04","219.401","0","0.000","","False","","","","","","","","","","","","80","epoch_0001:clip=0.698;lpips=0.406;wall= | epoch_0002:clip=0.700;lpips=0.423;wall= | epoch_0003:clip=0.701;lpips=0.429;wall= | epoch_0004:clip=0.701;lpips=0.434;wall= | epoch_0005:clip=0.701;lpips=0.436;wall= | epoch_0006:clip=0.701;lpips=0.436;wall= | epoch_0007:clip=0.701;lpips=0.436;wall= | epoch_0008:clip=0.702;lpips=0.437;wall= | epoch_0009:clip=0.703;lpips=0.440;wall= | epoch_0010:clip=0.703;lpips=0.442;wall= | epoch_0011:clip=0.704;lpips=0.443;wall= | epoch_0012:clip=0.704;lpips=0.443;wall= | epoch_0013:clip=0.705;lpips=0.444;wall= | epoch_0014:clip=0.705;lpips=0.442;wall= | epoch_0015:clip=0.704;lpips=0.444;wall= | epoch_0016:clip=0.703;lpips=0.452;wall= | epoch_0017:clip=0.703;lpips=0.456;wall= | epoch_0018:clip=0.703;lpips=0.452;wall= | epoch_0019:clip=0.703;lpips=0.451;wall= | epoch_0020:clip=0.703;lpips=0.449;wall= | epoch_0001:clip=0.688;lpips=0.375;wall= | epoch_0002:clip=0.691;lpips=0.391;wall= | epoch_0003:clip=0.693;lpips=0.394;wall= | epoch_0004:clip=0.694;lpips=0.395;wall= | epoch_0005:clip=0.695;lpips=0.399;wall= | epoch_0006:clip=0.695;lpips=0.401;wall= | epoch_0007:clip=0.696;lpips=0.402;wall= | epoch_0008:clip=0.696;lpips=0.402;wall= | epoch_0009:clip=0.697;lpips=0.403;wall= | epoch_0010:clip=0.698;lpips=0.406;wall= | epoch_0011:clip=0.699;lpips=0.408;wall= | epoch_0012:clip=0.699;lpips=0.411;wall= | epoch_0013:clip=0.699;lpips=0.413;wall= | epoch_0014:clip=0.700;lpips=0.415;wall= | epoch_0015:clip=0.700;lpips=0.414;wall= | epoch_0016:clip=0.698;lpips=0.416;wall= | epoch_0017:clip=0.699;lpips=0.422;wall= | epoch_0018:clip=0.698;lpips=0.417;wall= | epoch_0019:clip=0.698;lpips=0.417;wall= | epoch_0020:clip=0.698;lpips=0.416;wall= | epoch_0001:clip=0.698;lpips=0.406;wall= | epoch_0002:clip=0.700;lpips=0.423;wall= | epoch_0003:clip=0.701;lpips=0.429;wall= | epoch_0004:clip=0.701;lpips=0.434;wall= | epoch_0005:clip=0.701;lpips=0.436;wall= | epoch_0006:clip=0.702;lpips=0.436;wall= | epoch_0007:clip=0.701;lpips=0.436;wall= | epoch_0008:clip=0.702;lpips=0.438;wall= | epoch_0009:clip=0.703;lpips=0.440;wall= | epoch_0010:clip=0.703;lpips=0.442;wall= | epoch_0011:clip=0.704;lpips=0.443;wall= | epoch_0012:clip=0.704;lpips=0.442;wall= | epoch_0013:clip=0.705;lpips=0.443;wall= | epoch_0014:clip=0.705;lpips=0.442;wall= | epoch_0015:clip=0.704;lpips=0.443;wall= | epoch_0016:clip=0.703;lpips=0.451;wall= | epoch_0017:clip=0.703;lpips=0.456;wall= | epoch_0018:clip=0.703;lpips=0.453;wall= | epoch_0019:clip=0.703;lpips=0.451;wall= | epoch_0020:clip=0.703;lpips=0.448;wall= | epoch_0001:clip=0.688;lpips=0.375;wall= | epoch_0002:clip=0.691;lpips=0.391;wall= | epoch_0003:clip=0.692;lpips=0.394;wall= | epoch_0004:clip=0.694;lpips=0.396;wall= | epoch_0005:clip=0.695;lpips=0.400;wall= | epoch_0006:clip=0.695;lpips=0.402;wall= | epoch_0007:clip=0.696;lpips=0.401;wall= | epoch_0008:clip=0.696;lpips=0.402;wall= | epoch_0009:clip=0.697;lpips=0.404;wall= | epoch_0010:clip=0.698;lpips=0.406;wall= | epoch_0011:clip=0.694;lpips=0.399;wall= | epoch_0012:clip=0.695;lpips=0.401;wall= | epoch_0013:clip=0.696;lpips=0.402;wall= | epoch_0014:clip=0.696;lpips=0.403;wall= | epoch_0015:clip=0.697;lpips=0.406;wall= | epoch_0016:clip=0.698;lpips=0.408;wall= | epoch_0017:clip=0.698;lpips=0.409;wall= | epoch_0018:clip=0.698;lpips=0.410;wall= | epoch_0019:clip=0.699;lpips=0.412;wall= | epoch_0020:clip=0.699;lpips=0.412;wall=","6","exp\pareto_probe_4\S-norm_K-5_C-5_W-15_Col-15\logs\training_20260511_004303.csv","20,10.45278263092041,0.0,0.9271755814552307,0.0,4.8125,4.011334419250488,0.0,0.0,0.0,0.19759316742420197,1.0,0.33036261796951294,0.5698099136352539,1.92798912525177,6.60522985458374,1.0246233188097248e-05,0.07285759998194408,13.090523899925756,10.084112699929392,0.5410462998988805,23.71568289975403,45.82971930503845,5152,112.41613691126396","False","","S-add__K-3_C-2_W-10_Col-15;S-add__K-5_C-5_W-15_Col-15;S-norm_K-3_C-2_W-10_Col-15;S-norm_K-5_C-5_W-15_Col-15"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","phase1_diagnostic_probes","2026-05-30 14:58:05","0.092","0","0.000","","False","","","","","","","","","","","","0","","0","","","False","","configs;phase1_manifest.csv;phase1_manifest.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","physical_loss_tree","2026-05-30 14:58:05","0.059","0","0.000","","False","","","","","","","","","","","","0","","0","","","False","","physical_loss_tree_frontier.csv;physical_loss_tree_ledger.jsonl"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","representation_probes","2026-06-05 09:48:52","2.940","0","0.000","","False","","","","","","","","","","","","43","ema_test_n30_e8:clip=;lpips=;wall= | ema_test_n30_gain4_adapt_e2:clip=;lpips=;wall= | ema_test_n30_spectral_stat_full_adapt_e2_b48:clip=;lpips=;wall= | ema_test_n30_spectral_stat_tokonly_e4_b64:clip=;lpips=;wall= | ema_test_n30_tokonly_e4:clip=;lpips=;wall= | ema_train_n256_e8:clip=;lpips=;wall= | field_control_gain1_n2:clip=;lpips=;wall= | field_control_gain2_n2:clip=;lpips=;wall= | field_control_gain4_adapt_e2_n2:clip=;lpips=;wall= | field_control_gain4_n2:clip=;lpips=;wall= | field_control_spectral_stat_full_adapt_e2_b48_n2:clip=;lpips=;wall= | field_control_spectral_stat_full_adapt_e2_b48_n2_scale:clip=;lpips=;wall= | field_control_split_axis_execdecoder_40b_lr2e4_n2:clip=;lpips=;wall= | field_control_split_axis_execdecoder_bound070_120b_lr2e4_n2:clip=;lpips=;wall= | field_control_split_axis_execdecoder_bound090_120b_lr2e4_n2:clip=;lpips=;wall= | field_control_split_axis_execdecoder_fieldbound_c045_s090_g110_120b_n2:clip=;lpips=;wall= | field_control_split_axis_execdecoder_tokprobe_e1_b32_n2:clip=;lpips=;wall= | field_control_split_axis_fieldconsume_probe_truegrad_e1_n2:clip=;lpips=;wall= | field_control_split_axis_metric_truegrad_e1_n2:clip=;lpips=;wall= | intrinsic_e8:clip=;lpips=;wall= | intrinsic_gain4_adapt_e2:clip=;lpips=;wall= | intrinsic_metric_direct_train512:clip=;lpips=;wall= | intrinsic_spectral_tokonly_e4:clip=;lpips=;wall= | separability_derivgate_fieldbound_g005:clip=;lpips=;wall= | separability_fieldbound_best:clip=;lpips=;wall= | separability_geomnorm:clip=;lpips=;wall= | separability_geostat_execdecoder:clip=;lpips=;wall= | separability_geostat_g005:clip=;lpips=;wall= | split_axis_geometry_derivative_filter_rank4_120b:clip=;lpips=;wall= | split_axis_geometry_derivgate_fieldbound_g005_120b_field_control:clip=;lpips=;wall= | split_axis_geometry_filter_rank4_120b:clip=;lpips=;wall= | split_axis_geometry_spatial_rank4_120b:clip=;lpips=;wall= | split_axis_geostat_execdecoder_fieldbound_120b_field_control:clip=;lpips=;wall= | split_axis_tokenizer_geomnorm_120b_field_control:clip=;lpips=;wall= | split_axis_tokenizer_geostat_120b:clip=;lpips=;wall= | split_axis_tokenizer_geostat_g005_120b_field_control:clip=;lpips=;wall= | target_sep_directional_e300_b16_n6:clip=;lpips=;wall= | target_sep_directional_from_spectral_e120_n6:clip=;lpips=;wall= | target_sep_directional_smoke_b16_n6:clip=;lpips=;wall= | target_sep_e8_direct_atom_n6:clip=;lpips=;wall= | target_sep_metric_direct_n6:clip=;lpips=;wall= | target_sep_spectral_full_adapt_e2_n6:clip=;lpips=;wall= | target_sep_spectral_guard_from_spectral_e2_n6:clip=;lpips=;wall=","0","","","False","","ema_test_n30_e8;ema_test_n30_gain4_adapt_e2;ema_test_n30_spectral_stat_full_adapt_e2_b48;ema_test_n30_spectral_stat_tokonly_e4_b64;ema_test_n30_tokonly_e4;ema_train_n256_e8;field_control_gain1_n2;field_control_gain2_n2;field_control_gain4_adapt_e2_n2;field_control_gain4_n2;field_control_spectral_stat_full_adapt_e2_b48_n2;field_control_spectral_stat_full_adapt_e2_b48_n2_scale;field_control_split_axis_execdecoder_40b_lr2e4_n2;field_control_split_axis_execdecoder_bound070_120b_lr2e4_n2;field_control_split_axis_execdecoder_bound090_120b_lr2e4_n2;field_control_split_axis_execdecoder_fieldbound_c045_s090_g110_120b_n2;field_control_split_axis_execdecoder_tokprobe_e1_b32_n2;field_control_split_axis_fieldconsume_probe_truegrad_e1_n2;field_control_split_axis_metric_truegrad_e1_n2;intrinsic_e8;intrinsic_gain4_adapt_e2;intrinsic_metric_direct_train512;intrinsic_spectral_tokonly_e4;latent_style_classifier_w192.err.log;latent_style_classifier_w192.history.json"
"I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge","review_additional_experiments","2026-05-30 14:58:05","23.138","0","0.000","","False","","","","","","","","","","","","78","epoch_0001:clip=0.700;lpips=0.432;wall= | epoch_0001:clip=0.700;lpips=0.432;wall= | epoch_0002:clip=0.704;lpips=0.430;wall= | epoch_0003:clip=0.707;lpips=0.428;wall= | epoch_0004:clip=0.707;lpips=0.438;wall= | epoch_0005:clip=0.710;lpips=0.439;wall= | epoch_0006:clip=0.714;lpips=0.440;wall= | epoch_0007:clip=0.713;lpips=0.443;wall= | epoch_0008:clip=0.713;lpips=0.447;wall= | epoch_0001:clip=0.707;lpips=0.483;wall= | epoch_0002:clip=0.703;lpips=0.491;wall= | epoch_0003:clip=0.707;lpips=0.495;wall= | epoch_0004:clip=0.704;lpips=0.507;wall= | epoch_0005:clip=0.707;lpips=0.509;wall= | epoch_0006:clip=0.715;lpips=0.505;wall= | epoch_0007:clip=0.716;lpips=0.504;wall= | epoch_0008:clip=0.714;lpips=0.506;wall= | epoch_0001:clip=0.706;lpips=0.501;wall= | epoch_0002:clip=0.696;lpips=0.526;wall= | epoch_0003:clip=0.695;lpips=0.538;wall= | epoch_0004:clip=0.686;lpips=0.553;wall= | epoch_0005:clip=0.688;lpips=0.559;wall= | epoch_0006:clip=0.700;lpips=0.552;wall= | epoch_0007:clip=0.704;lpips=0.550;wall= | epoch_0008:clip=0.702;lpips=0.554;wall= | epoch_0001:clip=0.691;lpips=0.387;wall= | epoch_0002:clip=0.698;lpips=0.388;wall= | epoch_0003:clip=0.700;lpips=0.384;wall= | epoch_0004:clip=0.702;lpips=0.397;wall= | epoch_0005:clip=0.703;lpips=0.399;wall= | epoch_0006:clip=0.704;lpips=0.397;wall= | epoch_0007:clip=0.704;lpips=0.401;wall= | epoch_0008:clip=0.705;lpips=0.406;wall= | epoch_0001:clip=0.699;lpips=0.433;wall= | epoch_0002:clip=0.704;lpips=0.429;wall= | epoch_0003:clip=0.707;lpips=0.428;wall= | epoch_0004:clip=0.708;lpips=0.438;wall= | epoch_0005:clip=0.710;lpips=0.440;wall= | epoch_0006:clip=0.714;lpips=0.440;wall= | epoch_0007:clip=0.713;lpips=0.444;wall= | epoch_0008:clip=0.713;lpips=0.448;wall= | epoch_0001:clip=0.705;lpips=0.464;wall= | epoch_0002:clip=0.706;lpips=0.464;wall= | epoch_0003:clip=0.711;lpips=0.462;wall= | epoch_0004:clip=0.709;lpips=0.472;wall= | epoch_0005:clip=0.711;lpips=0.472;wall= | epoch_0006:clip=0.717;lpips=0.474;wall= | epoch_0007:clip=0.716;lpips=0.476;wall= | epoch_0008:clip=0.716;lpips=0.477;wall= | epoch_0001:clip=0.685;lpips=0.357;wall= | epoch_0002:clip=0.687;lpips=0.354;wall= | epoch_0003:clip=0.691;lpips=0.353;wall= | epoch_0004:clip=0.695;lpips=0.365;wall= | epoch_0005:clip=0.696;lpips=0.367;wall= | epoch_0006:clip=0.695;lpips=0.364;wall= | epoch_0007:clip=0.694;lpips=0.364;wall= | epoch_0008:clip=0.696;lpips=0.372;wall= | epoch_0001:clip=0.691;lpips=0.387;wall= | epoch_0002:clip=0.698;lpips=0.389;wall= | epoch_0003:clip=0.700;lpips=0.385;wall= | epoch_0004:clip=0.702;lpips=0.397;wall= | epoch_0005:clip=0.703;lpips=0.398;wall= | epoch_0006:clip=0.704;lpips=0.396;wall= | epoch_0007:clip=0.703;lpips=0.400;wall= | epoch_0008:clip=0.705;lpips=0.406;wall= | epoch_0001:clip=0.695;lpips=0.412;wall= | epoch_0002:clip=0.702;lpips=0.411;wall= | epoch_0003:clip=0.704;lpips=0.407;wall= | epoch_0004:clip=0.705;lpips=0.418;wall= | epoch_0005:clip=0.707;lpips=0.421;wall= | epoch_0006:clip=0.710;lpips=0.421;wall= | epoch_0007:clip=0.710;lpips=0.424;wall= | epoch_0008:clip=0.710;lpips=0.428;wall= | steps_01:clip=0.716;lpips=0.451;wall= | steps_04:clip=0.716;lpips=0.451;wall= | steps_08:clip=0.716;lpips=0.451;wall= | steps_12:clip=0.716;lpips=0.451;wall= | steps_16:clip=0.716;lpips=0.451;wall=","9","exp\review_additional_experiments\review_additional_experiments\lambda_grid\runs\kin_2p0__swd_30p0\logs\training_20260514_010230.csv","8,10.597067832946777,0.0,0.47075146436691284,0.0,10.0,0.0,0.0,0.0,0.0,0.2042885273694992,1.0,0.37323838472366333,0.6194102764129639,2.61743426322937,6.615393161773682,1.7231444411427765e-05,0.09146120003424585,15.975244799803477,2.0109575000824407,0.2498354998533614,18.23603779973928,35.30366063117981,10260,290.6214204579816","False","","lambda_grid;review_additional_experiments"
