"row_type","relative_path","compare_path","exists","bytes","mb","sha256","last_write","file_count","total_mb","entry_count","total_uncompressed_mb","existing_entries","same_size_entries","missing_entries","mismatched_size_entries","top_dirs","note"
"matching_dir","Cycle-NCE\chess","","True","","","","04/08/2026 04:59:58","30190","478.987","","","","","","","chess_01_baseline;chess_02_no_pos_emb;chess_03_high_temp_attn;chess_04_no_color_highway;chess_05_no_skip;chess_06_patch_micro_only;chess_07_patch_macro_only;chess_08_swd_sort_mode;chess_09_no_pos_high_temp;chess_10_macro_no_skip",""
"matching_dir","Cycle-NCE\45","","False","","","","","","","","","","","","","",""
"matching_dir","Cycle-NCE\src","","True","","","","06/05/2026 06:56:40","597","1201.09","","","","","","",".cache;__pycache__;45;cycle_nce.egg-info;eval_cache;full_eval;history_configs;Layer-Norm;pretrained;tmp_offline_eval_test;utils",".python-version:0MB;__init__.py:0MB;414 (1).json:0.004MB;414.json:0.004MB;42.bat:0.002MB;45.bat:0.003MB;45.rar:507.452MB;46.bat:0.005MB;46_9.json:0.004MB;ab.bat:0.004MB;Abla_412.bat:0.003MB;Abla_412.csv:0.016MB;ablate.py:0.008MB;ablate_8plus6.bat:0.004MB;ablate_patch_hf_12.bat:0.003MB;Ablate43.csv:0.017MB;AbyssMatrix_10.bat:0.002MB;Aline120.bat:0.002MB;analyze_brightness_color_alignment.py:0.016MB;arch_ablate.bat:0.001MB"
"sha256","Cycle-NCE\45.rar","","True","532101953","507.452","8810DA5CBA3E158B2F28A2E07225E568E88E6C4DF4B7326D702B984C9F2F2D9E","04/06/2026 00:11:44","","","","","","","","","",""
"sha256","Cycle-NCE\src\45.rar","","True","532101953","507.452","8810DA5CBA3E158B2F28A2E07225E568E88E6C4DF4B7326D702B984C9F2F2D9E","04/07/2026 12:15:10","","","","","","","","","",""
"sha256","eval_cache.zip","","True","738687044","704.467","B7C5D79CBFCBDDE13EC49388C70B05B74EC511B1E13CAB95EA089A3B21E9948F","05/16/2026 21:02:11","","","","","","","","","",""
"sha256","Cycle-NCE\summary_fhJh7.zip","","True","25526","0.024","92D650C0C5E89D24E2F01D5C43B965D4119FCE7610234AA7E8A03DA2527350AC","03/07/2026 18:43:28","","","","","","","","","",""
"sha256","Cycle-NCE\src_BGmRM.7z","","True","1594022","1.52","EA13029DC6A407D8F1BDE4C088A901A944011AB0FFD05043639AFA2ED4BF35EA","03/09/2026 13:44:14","","","","","","","","","",""
"zip_compare_summary","eval_cache.zip","","True","","","","","","","28","958.688","27","27","1","0","eval_cache:28","missing_or_mismatch=eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\a63082132ba4f97a80bea76823f544493bffa8082296d62d71581a4feff1576f.incomplete|exists=False|same=False|bytes=58714185|match= sample=eval_cache\hf\CACHEDIR.TAG|exists=True|same=True|bytes=195;eval_cache\hf\models--openai--clip-vit-base-patch32\.no_exist\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\adapter_config.json|exists=True|same=True|bytes=0;eval_cache\hf\models--openai--clip-vit-base-patch32\.no_exist\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\model.safetensors|exists=True|same=True|bytes=0;eval_cache\hf\models--openai--clip-vit-base-patch32\.no_exist\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\model.safetensors.index.json|exists=True|same=True|bytes=0;eval_cache\hf\models--openai--clip-vit-base-patch32\blobs\a63082132ba4f97a80bea76823f544493bffa8082296d62d71581a4feff1576f.incomplete|exists=False|same=False|bytes=58714185;eval_cache\hf\models--openai--clip-vit-base-patch32\refs\main|exists=True|same=True|bytes=40;eval_cache\hf\models--openai--clip-vit-base-patch32\snapshots\3d74acf9a28c67741b2f4f2ea7635f0aaf6f0268\config.json|exists=True|same=True|bytes=4186;eval_cache\hf\models--stabilityai--sd-vae-ft-mse\.no_exist\31f26fdeee1355a5c34592e401dd41e45d25a493\diffusion_pytorch_model.safetensors.index.json|exists=True|same=True|bytes=0;eval_cache\hf\models--stabilityai--sd-vae-ft-mse\refs\main|exists=True|same=True|bytes=40;eval_cache\hf\models--stabilityai--sd-vae-ft-mse\snapshots\31f26fdeee1355a5c34592e401dd41e45d25a493\config.json|exists=True|same=True|bytes=547;eval_cache\hf\models--stabilityai--sd-vae-ft-mse\snapshots\31f26fdeee1355a5c34592e401dd41e45d25a493\diffusion_pytorch_model.safetensors|exists=True|same=True|bytes=334643276;eval_cache\hf\xet\logs\xet_20260507T163427665+0800_108712.log|exists=True|same=True|bytes=0;eval_cache\hf\xet\logs\xet_20260507T165049581+0800_112184.log|exists=True|same=True|bytes=0;eval_cache\hf\xet\logs\xet_20260507T170055075+0800_112032.log|exists=True|same=True|bytes=0;eval_cache\manual_clip\openai-clip-vit-base-patch32\config.json|exists=True|same=True|bytes=4186;eval_cache\manual_clip\openai-clip-vit-base-patch32\merges.txt|exists=True|same=True|bytes=524657;eval_cache\manual_clip\openai-clip-vit-base-patch32\preprocessor_config.json|exists=True|same=True|bytes=316;eval_cache\manual_clip\openai-clip-vit-base-patch32\pytorch_model.bin|exists=True|same=True|bytes=605247071;eval_cache\manual_clip\openai-clip-vit-base-patch32\special_tokens_map.json|exists=True|same=True|bytes=389;eval_cache\manual_clip\openai-clip-vit-base-patch32\tokenizer.json|exists=True|same=True|bytes=2224041"
"zip_compare_summary","Cycle-NCE\1-decoder-patch5-15_eAzEC.zip","","True","","","","","","","1514","2758.738","1510","1510","4","0",":1514","missing_or_mismatch=\1-decoder-patch5-15\epoch_0020.pt|exists=False|same=False|bytes=716079753|match=;\1-decoder-patch5-15\epoch_0030.pt|exists=False|same=False|bytes=716079753|match=;\1-decoder-patch5-15\epoch_0040.pt|exists=False|same=False|bytes=716079753|match=;\1-decoder-patch5-15\epoch_0060.pt|exists=False|same=False|bytes=716079753|match= sample=\1-decoder-patch5-15\epoch_0020.pt|exists=False|same=False|bytes=716079753;\1-decoder-patch5-15\epoch_0030.pt|exists=False|same=False|bytes=716079753;\1-decoder-patch5-15\epoch_0040.pt|exists=False|same=False|bytes=716079753;\1-decoder-patch5-15\epoch_0060.pt|exists=False|same=False|bytes=716079753;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_0_to_Hayao.jpg|exists=True|same=True|bytes=8756;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_0_to_cezanne.jpg|exists=True|same=True|bytes=16844;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_0_to_monet.jpg|exists=True|same=True|bytes=17180;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_0_to_photo.jpg|exists=True|same=True|bytes=16465;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_0_to_vangogh.jpg|exists=True|same=True|bytes=18309;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1000_to_Hayao.jpg|exists=True|same=True|bytes=9922;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1000_to_cezanne.jpg|exists=True|same=True|bytes=18598;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1000_to_monet.jpg|exists=True|same=True|bytes=19214;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1000_to_photo.jpg|exists=True|same=True|bytes=18603;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1000_to_vangogh.jpg|exists=True|same=True|bytes=20403;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1001_to_Hayao.jpg|exists=True|same=True|bytes=9476;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1001_to_cezanne.jpg|exists=True|same=True|bytes=13331;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1001_to_monet.jpg|exists=True|same=True|bytes=13495;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1001_to_photo.jpg|exists=True|same=True|bytes=10730;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1001_to_vangogh.jpg|exists=True|same=True|bytes=14539;\1-decoder-patch5-15\full_eval\epoch_0030\images\Hayao_1006_to_Hayao.jpg|exists=True|same=True|bytes=9744"
"zip_compare_summary","Cycle-NCE\summary_fhJh7.zip","","True","","","","","","","37","0.251","0","0","37","0",":37","missing_or_mismatch=\summary\1-decoder-no_norm-patch5_23-color1.0.json|exists=False|same=False|bytes=6962|match=;\summary\1-decoder-patch5-15.json|exists=False|same=False|bytes=7323|match=;\summary\G0-Base-Gain0.5.json|exists=False|same=False|bytes=7465|match=;\summary\G1-Relax-ID.json|exists=False|same=False|bytes=7047|match=;\summary\ablate_A0_base_p5_id045_tv005.json|exists=False|same=False|bytes=6861|match=;\summary\ablate_A1_p7_id045_tv005.json|exists=False|same=False|bytes=6782|match=;\summary\ablate_A2_p11_id045_tv005.json|exists=False|same=False|bytes=6841|match=;\summary\ablate_A3_p5_id030_tv005.json|exists=False|same=False|bytes=6830|match=;\summary\ablate_A4_p5_id070_tv005.json|exists=False|same=False|bytes=6818|match=;\summary\ablate_A5_p5_id045_tv003.json|exists=False|same=False|bytes=6854|match=;\summary\ablate_M1-Aggressive-Fine.json|exists=False|same=False|bytes=8391|match=;\summary\ablate_M2-Smooth-Impasto.json|exists=False|same=False|bytes=8339|match=;\summary\adamix.json|exists=False|same=False|bytes=6631|match=;\summary\decoder-1.json|exists=False|same=False|bytes=6791|match=;\summary\decoder-A-anchor-nohf.json|exists=False|same=False|bytes=7356|match=;\summary\decoder-B-hf-strict-id.json|exists=False|same=False|bytes=7597|match=;\summary\decoder-C-relaxed-id-nohf.json|exists=False|same=False|bytes=7795|match=;\summary\decoder-D-sweetspot.json|exists=False|same=False|bytes=7716|match=;\summary\decoder-E-extreme-brush.json|exists=False|same=False|bytes=7536|match=;\summary\decoder-H-MSCTM.json|exists=False|same=False|bytes=6935|match=;\summary\delta_A0_base_p5_id045_tv005.json|exists=False|same=False|bytes=6874|match=;\summary\delta_A1_p7_id045_tv005.json|exists=False|same=False|bytes=6831|match=;\summary\dict.json|exists=False|same=False|bytes=6622|match=;\summary\exp_S1_zero_id.json|exists=False|same=False|bytes=6623|match=;\summary\exp_S2_color_blind.json|exists=False|same=False|bytes=6775|match=;\summary\final_demodulation.json|exists=False|same=False|bytes=7259|match=;\summary\inject_I0_all_open.json|exists=False|same=False|bytes=7285|match=;\summary\inject_I1_body_only.json|exists=False|same=False|bytes=7326|match=;\summary\inject_I2_hires_decoder_only.json|exists=False|same=False|bytes=7411|match=;\summary\inject_I3_progressive_1_05_01.json|exists=False|same=False|bytes=7427|match= sample=\summary\1-decoder-no_norm-patch5_23-color1.0.json|exists=False|same=False|bytes=6962;\summary\1-decoder-patch5-15.json|exists=False|same=False|bytes=7323;\summary\G0-Base-Gain0.5.json|exists=False|same=False|bytes=7465;\summary\G1-Relax-ID.json|exists=False|same=False|bytes=7047;\summary\ablate_A0_base_p5_id045_tv005.json|exists=False|same=False|bytes=6861;\summary\ablate_A1_p7_id045_tv005.json|exists=False|same=False|bytes=6782;\summary\ablate_A2_p11_id045_tv005.json|exists=False|same=False|bytes=6841;\summary\ablate_A3_p5_id030_tv005.json|exists=False|same=False|bytes=6830;\summary\ablate_A4_p5_id070_tv005.json|exists=False|same=False|bytes=6818;\summary\ablate_A5_p5_id045_tv003.json|exists=False|same=False|bytes=6854;\summary\ablate_M1-Aggressive-Fine.json|exists=False|same=False|bytes=8391;\summary\ablate_M2-Smooth-Impasto.json|exists=False|same=False|bytes=8339;\summary\adamix.json|exists=False|same=False|bytes=6631;\summary\decoder-1.json|exists=False|same=False|bytes=6791;\summary\decoder-A-anchor-nohf.json|exists=False|same=False|bytes=7356;\summary\decoder-B-hf-strict-id.json|exists=False|same=False|bytes=7597;\summary\decoder-C-relaxed-id-nohf.json|exists=False|same=False|bytes=7795;\summary\decoder-D-sweetspot.json|exists=False|same=False|bytes=7716;\summary\decoder-E-extreme-brush.json|exists=False|same=False|bytes=7536;\summary\decoder-H-MSCTM.json|exists=False|same=False|bytes=6935"
