index,candidate_id,block,short_name,exp_name,risk_level,config_path,run_dir,eval_dir,skip_routing_mode,w_kinetic,w_cycle,terminal_swd_weight,w_color,w_low_freq,w_nce,swd_use_high_freq,swd_hf_weight_ratio,swd_patch_sizes,base_dim,num_res_blocks,learning_rate,num_epochs
10,E011,A_dense_frontier,norm_K3_C0.5_W12.5_Col0_LF0_NCE0_HF0,E011,low,next_round_80/E011.json,./exp/next_round_80/E011,./exp/next_round_80/E011/full_eval,normalized,3.0,0.5,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
11,E012,A_dense_frontier,norm_K3_C0.5_W15_Col0_LF0_NCE0_HF0,E012,medium,next_round_80/E012.json,./exp/next_round_80/E012,./exp/next_round_80/E012/full_eval,normalized,3.0,0.5,15.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
12,E013,A_dense_frontier,norm_K3_C1_W10_Col0_LF0_NCE0_HF0,E013,low,next_round_80/E013.json,./exp/next_round_80/E013,./exp/next_round_80/E013/full_eval,normalized,3.0,1.0,10.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
13,E014,A_dense_frontier,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,E014,low,next_round_80/E014.json,./exp/next_round_80/E014,./exp/next_round_80/E014/full_eval,normalized,3.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
14,E015,A_dense_frontier,norm_K3_C1_W15_Col0_LF0_NCE0_HF0,E015,medium,next_round_80/E015.json,./exp/next_round_80/E015,./exp/next_round_80/E015/full_eval,normalized,3.0,1.0,15.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
15,E016,A_dense_frontier,norm_K3_C1.5_W10_Col0_LF0_NCE0_HF0,E016,low,next_round_80/E016.json,./exp/next_round_80/E016,./exp/next_round_80/E016/full_eval,normalized,3.0,1.5,10.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
16,E017,A_dense_frontier,norm_K3_C1.5_W12.5_Col0_LF0_NCE0_HF0,E017,low,next_round_80/E017.json,./exp/next_round_80/E017,./exp/next_round_80/E017/full_eval,normalized,3.0,1.5,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
17,E018,A_dense_frontier,norm_K3_C1.5_W15_Col0_LF0_NCE0_HF0,E018,medium,next_round_80/E018.json,./exp/next_round_80/E018,./exp/next_round_80/E018/full_eval,normalized,3.0,1.5,15.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
18,E019,A_dense_frontier,norm_K4_C0.5_W10_Col0_LF0_NCE0_HF0,E019,low,next_round_80/E019.json,./exp/next_round_80/E019,./exp/next_round_80/E019/full_eval,normalized,4.0,0.5,10.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
19,E020,A_dense_frontier,norm_K4_C0.5_W12.5_Col0_LF0_NCE0_HF0,E020,low,next_round_80/E020.json,./exp/next_round_80/E020,./exp/next_round_80/E020/full_eval,normalized,4.0,0.5,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
20,E021,A_dense_frontier,norm_K4_C0.5_W15_Col0_LF0_NCE0_HF0,E021,medium,next_round_80/E021.json,./exp/next_round_80/E021,./exp/next_round_80/E021/full_eval,normalized,4.0,0.5,15.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
21,E022,A_dense_frontier,norm_K4_C1_W10_Col0_LF0_NCE0_HF0,E022,low,next_round_80/E022.json,./exp/next_round_80/E022,./exp/next_round_80/E022/full_eval,normalized,4.0,1.0,10.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
22,E023,A_dense_frontier,norm_K4_C1_W12.5_Col0_LF0_NCE0_HF0,E023,low,next_round_80/E023.json,./exp/next_round_80/E023,./exp/next_round_80/E023/full_eval,normalized,4.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
23,E024,A_dense_frontier,norm_K4_C1_W15_Col0_LF0_NCE0_HF0,E024,medium,next_round_80/E024.json,./exp/next_round_80/E024,./exp/next_round_80/E024/full_eval,normalized,4.0,1.0,15.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
24,E025,B_skip_check,add__K2_C1_W12.5_Col0_LF0_NCE0_HF0,E025,low,next_round_80/E025.json,./exp/next_round_80/E025,./exp/next_round_80/E025/full_eval,add_proj,2.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
25,E026,B_skip_check,none_K2_C1_W12.5_Col0_LF0_NCE0_HF0,E026,low,next_round_80/E026.json,./exp/next_round_80/E026,./exp/next_round_80/E026/full_eval,none,2.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
26,E027,B_skip_check,add__K3_C1_W12.5_Col0_LF0_NCE0_HF0,E027,low,next_round_80/E027.json,./exp/next_round_80/E027,./exp/next_round_80/E027/full_eval,add_proj,3.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
27,E028,B_skip_check,none_K3_C1_W12.5_Col0_LF0_NCE0_HF0,E028,low,next_round_80/E028.json,./exp/next_round_80/E028,./exp/next_round_80/E028/full_eval,none,3.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
28,E029,C_highfreq_swd,norm_K2_C0.5_W12.5_Col0_LF0_NCE0_HF1,E029,medium,next_round_80/E029.json,./exp/next_round_80/E029,./exp/next_round_80/E029/full_eval,normalized,2.0,0.5,12.5,0.0,0.0,0.0,True,0.25,1|3|5|9,64,4,0.0002,8
29,E030,C_highfreq_swd,norm_K2_C1_W12.5_Col0_LF0_NCE0_HF1,E030,medium,next_round_80/E030.json,./exp/next_round_80/E030,./exp/next_round_80/E030/full_eval,normalized,2.0,1.0,12.5,0.0,0.0,0.0,True,0.25,1|3|5|9,64,4,0.0002,8
30,E031,C_highfreq_swd,norm_K3_C0.5_W12.5_Col0_LF0_NCE0_HF1,E031,medium,next_round_80/E031.json,./exp/next_round_80/E031,./exp/next_round_80/E031/full_eval,normalized,3.0,0.5,12.5,0.0,0.0,0.0,True,0.25,1|3|5|9,64,4,0.0002,8
31,E032,C_highfreq_swd,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF1,E032,medium,next_round_80/E032.json,./exp/next_round_80/E032,./exp/next_round_80/E032/full_eval,normalized,3.0,1.0,12.5,0.0,0.0,0.0,True,0.25,1|3|5|9,64,4,0.0002,8
32,E033,C_highfreq_swd,norm_K2_C0.5_W15_Col0_LF0_NCE0_HF1,E033,medium,next_round_80/E033.json,./exp/next_round_80/E033,./exp/next_round_80/E033/full_eval,normalized,2.0,0.5,15.0,0.0,0.0,0.0,True,0.5,1|3|5|9,64,4,0.0002,8
33,E034,C_highfreq_swd,norm_K2_C1_W15_Col0_LF0_NCE0_HF1,E034,medium,next_round_80/E034.json,./exp/next_round_80/E034,./exp/next_round_80/E034/full_eval,normalized,2.0,1.0,15.0,0.0,0.0,0.0,True,0.5,1|3|5|9,64,4,0.0002,8
34,E035,C_highfreq_swd,norm_K3_C0.5_W15_Col0_LF0_NCE0_HF1,E035,medium,next_round_80/E035.json,./exp/next_round_80/E035,./exp/next_round_80/E035/full_eval,normalized,3.0,0.5,15.0,0.0,0.0,0.0,True,0.5,1|3|5|9,64,4,0.0002,8
35,E036,C_highfreq_swd,norm_K3_C1_W15_Col0_LF0_NCE0_HF1,E036,medium,next_round_80/E036.json,./exp/next_round_80/E036,./exp/next_round_80/E036/full_eval,normalized,3.0,1.0,15.0,0.0,0.0,0.0,True,0.5,1|3|5|9,64,4,0.0002,8
36,E037,C_highfreq_swd,norm_K2_C0.5_W15_Col0_LF0_NCE0_HF1,E037,high,next_round_80/E037.json,./exp/next_round_80/E037,./exp/next_round_80/E037/full_eval,normalized,2.0,0.5,15.0,0.0,0.0,0.0,True,1.0,1|3|5|7|15,64,4,0.0002,8
37,E038,C_highfreq_swd,norm_K3_C0.5_W15_Col0_LF0_NCE0_HF1,E038,high,next_round_80/E038.json,./exp/next_round_80/E038,./exp/next_round_80/E038/full_eval,normalized,3.0,0.5,15.0,0.0,0.0,0.0,True,1.0,1|3|5|7|15,64,4,0.0002,8
38,E039,C_highfreq_swd,norm_K4_C1_W12.5_Col0_LF0_NCE0_HF1,E039,medium,next_round_80/E039.json,./exp/next_round_80/E039,./exp/next_round_80/E039/full_eval,normalized,4.0,1.0,12.5,0.0,0.0,0.0,True,0.5,1|3|5|9,64,4,0.0002,8
39,E040,C_highfreq_swd,norm_K4_C1_W15_Col0_LF0_NCE0_HF1,E040,medium,next_round_80/E040.json,./exp/next_round_80/E040,./exp/next_round_80/E040/full_eval,normalized,4.0,1.0,15.0,0.0,0.0,0.0,True,0.5,1|3|5|9,64,4,0.0002,8
40,E041,D_anchor_style_safe,norm_K2_C0.5_W15_Col0_LF0.15_NCE0_HF0,E041,medium,next_round_80/E041.json,./exp/next_round_80/E041,./exp/next_round_80/E041/full_eval,normalized,2.0,0.5,15.0,0.0,0.15,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
41,E042,D_anchor_style_safe,norm_K2_C0.5_W15_Col0_LF0.3_NCE0_HF0,E042,medium,next_round_80/E042.json,./exp/next_round_80/E042,./exp/next_round_80/E042/full_eval,normalized,2.0,0.5,15.0,0.0,0.3,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
42,E043,D_anchor_style_safe,norm_K3_C0.5_W15_Col0_LF0.15_NCE0_HF0,E043,medium,next_round_80/E043.json,./exp/next_round_80/E043,./exp/next_round_80/E043/full_eval,normalized,3.0,0.5,15.0,0.0,0.15,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
43,E044,D_anchor_style_safe,norm_K3_C1_W15_Col0_LF0.3_NCE0_HF0,E044,medium,next_round_80/E044.json,./exp/next_round_80/E044,./exp/next_round_80/E044/full_eval,normalized,3.0,1.0,15.0,0.0,0.3,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
44,E045,D_anchor_style_safe,norm_K2_C0.5_W15_Col0_LF0_NCE0.03_HF0,E045,medium,next_round_80/E045.json,./exp/next_round_80/E045,./exp/next_round_80/E045/full_eval,normalized,2.0,0.5,15.0,0.0,0.0,0.03,False,1.0,3|5|7|15,64,4,0.0002,8
45,E046,D_anchor_style_safe,norm_K2_C1_W15_Col0_LF0_NCE0.06_HF0,E046,medium,next_round_80/E046.json,./exp/next_round_80/E046,./exp/next_round_80/E046/full_eval,normalized,2.0,1.0,15.0,0.0,0.0,0.06,False,1.0,3|5|7|15,64,4,0.0002,8
46,E047,D_anchor_style_safe,norm_K3_C0.5_W15_Col0_LF0_NCE0.03_HF0,E047,medium,next_round_80/E047.json,./exp/next_round_80/E047,./exp/next_round_80/E047/full_eval,normalized,3.0,0.5,15.0,0.0,0.0,0.03,False,1.0,3|5|7|15,64,4,0.0002,8
47,E048,D_anchor_style_safe,norm_K3_C1_W15_Col0_LF0_NCE0.06_HF0,E048,medium,next_round_80/E048.json,./exp/next_round_80/E048,./exp/next_round_80/E048/full_eval,normalized,3.0,1.0,15.0,0.0,0.0,0.06,False,1.0,3|5|7|15,64,4,0.0002,8
48,E049,D_anchor_style_safe,norm_K2_C0.5_W17.5_Col0_LF0.15_NCE0.03_HF0,E049,medium,next_round_80/E049.json,./exp/next_round_80/E049,./exp/next_round_80/E049/full_eval,normalized,2.0,0.5,17.5,0.0,0.15,0.03,False,1.0,3|5|7|15,64,4,0.0002,8
49,E050,D_anchor_style_safe,norm_K2_C1_W17.5_Col0_LF0.3_NCE0.03_HF0,E050,medium,next_round_80/E050.json,./exp/next_round_80/E050,./exp/next_round_80/E050/full_eval,normalized,2.0,1.0,17.5,0.0,0.3,0.03,False,1.0,3|5|7|15,64,4,0.0002,8
50,E051,D_anchor_style_safe,norm_K3_C0.5_W17.5_Col0_LF0.15_NCE0.06_HF0,E051,medium,next_round_80/E051.json,./exp/next_round_80/E051,./exp/next_round_80/E051/full_eval,normalized,3.0,0.5,17.5,0.0,0.15,0.06,False,1.0,3|5|7|15,64,4,0.0002,8
51,E052,D_anchor_style_safe,norm_K3_C1_W17.5_Col0_LF0.3_NCE0.06_HF0,E052,medium,next_round_80/E052.json,./exp/next_round_80/E052,./exp/next_round_80/E052/full_eval,normalized,3.0,1.0,17.5,0.0,0.3,0.06,False,1.0,3|5|7|15,64,4,0.0002,8
52,E053,E_mild_color,norm_K3_C1_W12.5_Col0.5_LF0.15_NCE0_HF0,E053,medium,next_round_80/E053.json,./exp/next_round_80/E053,./exp/next_round_80/E053/full_eval,normalized,3.0,1.0,12.5,0.5,0.15,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
53,E054,E_mild_color,norm_K3_C1_W12.5_Col1_LF0.15_NCE0_HF0,E054,medium,next_round_80/E054.json,./exp/next_round_80/E054,./exp/next_round_80/E054/full_eval,normalized,3.0,1.0,12.5,1.0,0.15,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
54,E055,E_mild_color,norm_K3_C1_W12.5_Col2_LF0.15_NCE0.03_HF0,E055,medium,next_round_80/E055.json,./exp/next_round_80/E055,./exp/next_round_80/E055/full_eval,normalized,3.0,1.0,12.5,2.0,0.15,0.03,False,1.0,3|5|7|15,64,4,0.0002,8
55,E056,E_mild_color,norm_K3_C1_W12.5_Col3_LF0.3_NCE0.03_HF0,E056,high,next_round_80/E056.json,./exp/next_round_80/E056,./exp/next_round_80/E056/full_eval,normalized,3.0,1.0,12.5,3.0,0.3,0.03,False,1.0,3|5|7|15,64,4,0.0002,8
56,E057,E_mild_color,norm_K2_C1_W15_Col0.5_LF0.15_NCE0.03_HF0,E057,medium,next_round_80/E057.json,./exp/next_round_80/E057,./exp/next_round_80/E057/full_eval,normalized,2.0,1.0,15.0,0.5,0.15,0.03,False,1.0,3|5|7|15,64,4,0.0002,8
57,E058,E_mild_color,norm_K2_C1_W15_Col1_LF0.15_NCE0.03_HF0,E058,medium,next_round_80/E058.json,./exp/next_round_80/E058,./exp/next_round_80/E058/full_eval,normalized,2.0,1.0,15.0,1.0,0.15,0.03,False,1.0,3|5|7|15,64,4,0.0002,8
58,E059,E_mild_color,norm_K2_C1_W15_Col2_LF0.3_NCE0.06_HF0,E059,medium,next_round_80/E059.json,./exp/next_round_80/E059,./exp/next_round_80/E059/full_eval,normalized,2.0,1.0,15.0,2.0,0.3,0.06,False,1.0,3|5|7|15,64,4,0.0002,8
59,E060,E_mild_color,norm_K2_C1_W15_Col5_LF0.3_NCE0.06_HF0,E060,high,next_round_80/E060.json,./exp/next_round_80/E060,./exp/next_round_80/E060/full_eval,normalized,2.0,1.0,15.0,5.0,0.3,0.06,False,1.0,3|5|7|15,64,4,0.0002,8
60,E061,F_aggressive_style,norm_K0.5_C0.5_W15_Col0_LF0.15_NCE0.03_HF0,E061,high,next_round_80/E061.json,./exp/next_round_80/E061,./exp/next_round_80/E061/full_eval,normalized,0.5,0.5,15.0,0.0,0.15,0.03,False,1.0,3|5|7|15,64,4,0.0002,8
61,E062,F_aggressive_style,norm_K0.5_C1_W15_Col0_LF0.3_NCE0.03_HF0,E062,high,next_round_80/E062.json,./exp/next_round_80/E062,./exp/next_round_80/E062/full_eval,normalized,0.5,1.0,15.0,0.0,0.3,0.03,False,1.0,3|5|7|15,64,4,0.00015,8
62,E063,F_aggressive_style,norm_K1_C0.5_W17.5_Col0_LF0.15_NCE0.03_HF0,E063,high,next_round_80/E063.json,./exp/next_round_80/E063,./exp/next_round_80/E063/full_eval,normalized,1.0,0.5,17.5,0.0,0.15,0.03,False,1.0,3|5|7|15,64,4,0.0002,8
63,E064,F_aggressive_style,norm_K1_C1_W17.5_Col0_LF0.3_NCE0.06_HF0,E064,high,next_round_80/E064.json,./exp/next_round_80/E064,./exp/next_round_80/E064/full_eval,normalized,1.0,1.0,17.5,0.0,0.3,0.06,False,1.0,3|5|7|15,64,4,0.00015,8
64,E065,F_aggressive_style,norm_K1.5_C0.5_W20_Col0_LF0.15_NCE0.03_HF0,E065,high,next_round_80/E065.json,./exp/next_round_80/E065,./exp/next_round_80/E065/full_eval,normalized,1.5,0.5,20.0,0.0,0.15,0.03,False,1.0,3|5|7|15,64,4,0.00015,8
65,E066,F_aggressive_style,norm_K1.5_C1_W20_Col0_LF0.3_NCE0.06_HF0,E066,high,next_round_80/E066.json,./exp/next_round_80/E066,./exp/next_round_80/E066/full_eval,normalized,1.5,1.0,20.0,0.0,0.3,0.06,False,1.0,3|5|7|15,64,4,0.0001,8
66,E067,F_aggressive_style,norm_K2_C0.5_W25_Col0_LF0.3_NCE0.06_HF0,E067,high,next_round_80/E067.json,./exp/next_round_80/E067,./exp/next_round_80/E067/full_eval,normalized,2.0,0.5,25.0,0.0,0.3,0.06,False,1.0,3|5|7|15,64,4,0.0001,8
67,E068,F_aggressive_style,norm_K2_C1_W25_Col0_LF0.5_NCE0.06_HF0,E068,high,next_round_80/E068.json,./exp/next_round_80/E068,./exp/next_round_80/E068/full_eval,normalized,2.0,1.0,25.0,0.0,0.5,0.06,False,1.0,3|5|7|15,64,4,0.0001,8
68,E069,G_arch_temp,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,E069,high,next_round_80/E069.json,./exp/next_round_80/E069,./exp/next_round_80/E069/full_eval,normalized,3.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,96,4,0.0002,8
69,E070,G_arch_temp,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,E070,high,next_round_80/E070.json,./exp/next_round_80/E070,./exp/next_round_80/E070/full_eval,normalized,3.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,96,4,0.0002,8
70,E071,G_arch_temp,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,E071,high,next_round_80/E071.json,./exp/next_round_80/E071,./exp/next_round_80/E071/full_eval,normalized,3.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,96,6,0.0002,8
71,E072,G_arch_temp,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,E072,high,next_round_80/E072.json,./exp/next_round_80/E072,./exp/next_round_80/E072/full_eval,normalized,3.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,6,0.0002,8
72,E073,G_arch_temp,norm_K2_C1_W15_Col0_LF0_NCE0_HF0,E073,medium,next_round_80/E073.json,./exp/next_round_80/E073,./exp/next_round_80/E073/full_eval,normalized,2.0,1.0,15.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
73,E074,G_arch_temp,norm_K2_C1_W15_Col0_LF0_NCE0_HF0,E074,high,next_round_80/E074.json,./exp/next_round_80/E074,./exp/next_round_80/E074/full_eval,normalized,2.0,1.0,15.0,0.0,0.0,0.0,False,1.0,3|5|7|15,96,4,0.0002,8
74,E075,H_ot_swd_fidelity,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,E075,medium,next_round_80/E075.json,./exp/next_round_80/E075,./exp/next_round_80/E075/full_eval,normalized,3.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
75,E076,H_ot_swd_fidelity,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,E076,medium,next_round_80/E076.json,./exp/next_round_80/E076,./exp/next_round_80/E076/full_eval,normalized,3.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0002,8
76,E077,H_ot_swd_fidelity,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF1,E077,medium,next_round_80/E077.json,./exp/next_round_80/E077,./exp/next_round_80/E077/full_eval,normalized,3.0,1.0,12.5,0.0,0.0,0.0,True,0.5,1|3|5|9|15,64,4,0.0002,8
77,E078,H_ot_swd_fidelity,norm_K2_C1_W15_Col0_LF0_NCE0_HF1,E078,medium,next_round_80/E078.json,./exp/next_round_80/E078,./exp/next_round_80/E078/full_eval,normalized,2.0,1.0,15.0,0.0,0.0,0.0,True,0.5,1|3|5|7|11|15,64,4,0.0002,8
78,E079,I_optim_stability,norm_K2_C1_W15_Col0_LF0_NCE0_HF0,E079,medium,next_round_80/E079.json,./exp/next_round_80/E079,./exp/next_round_80/E079/full_eval,normalized,2.0,1.0,15.0,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0001,8
79,E080,I_optim_stability,norm_K3_C1_W12.5_Col0_LF0_NCE0_HF0,E080,medium,next_round_80/E080.json,./exp/next_round_80/E080,./exp/next_round_80/E080/full_eval,normalized,3.0,1.0,12.5,0.0,0.0,0.0,False,1.0,3|5|7|15,64,4,0.0003,8
