category,original_name,original_path,moved_path,size_bytes,modified_utc,status
vlm/jsonl,vlm_lbmpsv2_vs_seedream_vs_samst_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.errors.jsonl,106865,2026-06-09T15:25:35.376469+00:00,moved
vlm/csv,vlm_lbmpsv2_vs_seedream_vs_samst_20260609.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.interim_summary.csv,198,2026-06-09T15:00:06.585010+00:00,moved
vlm/jsonl,vlm_lbmpsv2_vs_seedream_vs_samst_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.jsonl,1780383,2026-06-09T15:28:45.231596+00:00,moved
vlm/csv,vlm_lbmpsv2_vs_seedream_vs_samst_20260609.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.method_summary.csv,509,2026-06-09T15:00:06.585541+00:00,moved
vlm/logs,vlm_lbmpsv2_vs_seedream_vs_samst_20260609.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\logs\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.stderr.log,0,2026-06-09T13:15:22.768907+00:00,moved
vlm/logs,vlm_lbmpsv2_vs_seedream_vs_samst_20260609.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\logs\vlm_lbmpsv2_vs_seedream_vs_samst_20260609.stdout.log,78889,2026-06-09T15:28:45.445305+00:00,moved
vlm/jsonl,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.errors.jsonl,627,2026-06-09T12:59:05.941110+00:00,moved
vlm/jsonl,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.jsonl,3813,2026-06-09T12:59:21.279389+00:00,moved
vlm/logs,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\logs\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.stderr.log,0,2026-06-09T12:58:49.432515+00:00,moved
vlm/logs,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\logs\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.stdout.log,1323,2026-06-09T12:59:21.280393+00:00,moved
vlm/csv,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.csv,403774,2026-06-09T20:07:35.736815+00:00,moved
vlm/jsonl,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.errors.jsonl,80898,2026-06-09T20:03:55.608552+00:00,moved
vlm/csv,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.interim_summary.csv,209,2026-06-09T18:10:11.158362+00:00,moved
vlm/jsonl,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.jsonl,2076840,2026-06-09T20:07:35.730038+00:00,moved
vlm/csv,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.method_summary.csv,567,2026-06-09T18:10:11.159362+00:00,moved
vlm/logs,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\logs\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.stderr.log,0,2026-06-09T17:58:04.453813+00:00,moved
vlm/logs,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\logs\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610.stdout.log,77901,2026-06-09T20:07:35.943024+00:00,moved
vlm/csv,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610_snapshot6.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610_snapshot6.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610_snapshot6.interim_summary.csv,217,2026-06-09T18:38:39.720513+00:00,moved
vlm/jsonl,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610_snapshot6.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610_snapshot6.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610_snapshot6.jsonl,621260,2026-06-09T18:38:39.660215+00:00,moved
vlm/csv,vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610_snapshot6.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610_snapshot6.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260610_snapshot6.method_summary.csv,575,2026-06-09T18:38:39.721513+00:00,moved
vlm/csv,vlm_manifest_dualpath_e01_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_dualpath_e01_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_dualpath_e01_vs_knee_vs_seedream_20260609.csv,984,2026-06-09T07:18:58.166848+00:00,moved
vlm/csv,vlm_manifest_dualpath_e04_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_dualpath_e04_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_dualpath_e04_vs_knee_vs_seedream_20260609.csv,984,2026-06-09T07:18:58.362165+00:00,moved
vlm/csv,vlm_manifest_dualpathfresh_e01_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_dualpathfresh_e01_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_dualpathfresh_e01_vs_knee_vs_seedream_20260609.csv,1025,2026-06-09T07:40:15.144614+00:00,moved
vlm/csv,vlm_manifest_dualpathfresh_e09_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_dualpathfresh_e09_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_dualpathfresh_e09_vs_knee_vs_seedream_20260609.csv,1025,2026-06-09T08:28:58.973368+00:00,moved
vlm/csv,vlm_manifest_edgegated_e01_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_edgegated_e01_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_edgegated_e01_vs_knee_vs_seedream_20260609.csv,981,2026-06-09T03:40:37.231414+00:00,moved
vlm/csv,vlm_manifest_edgegated_e03_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_edgegated_e03_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_edgegated_e03_vs_knee_vs_seedream_20260609.csv,981,2026-06-09T02:58:41.890088+00:00,moved
vlm/csv,vlm_manifest_edgegated_e12_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_edgegated_e12_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_edgegated_e12_vs_knee_vs_seedream_20260609.csv,981,2026-06-09T03:40:37.232418+00:00,moved
vlm/csv,vlm_manifest_hold4twostage_e02_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_hold4twostage_e02_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_hold4twostage_e02_vs_knee_vs_seedream_20260609.csv,979,2026-06-09T01:28:44.626060+00:00,moved
vlm/csv,vlm_manifest_hold4twostage_e12_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_hold4twostage_e12_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_hold4twostage_e12_vs_knee_vs_seedream_20260609.csv,979,2026-06-09T01:28:44.465390+00:00,moved
vlm/csv,vlm_manifest_hold4twostage_e20_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_hold4twostage_e20_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_hold4twostage_e20_vs_knee_vs_seedream_20260609.csv,979,2026-06-09T02:11:39.590357+00:00,moved
vlm/csv,vlm_manifest_knee_spatial_e08_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_knee_spatial_e08_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_knee_spatial_e08_vs_knee_vs_seedream_20260609.csv,1026,2026-06-09T02:11:39.469171+00:00,moved
vlm/csv,vlm_manifest_lbmpsv2_vs_seedream_vs_samam_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_lbmpsv2_vs_seedream_vs_samam_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_lbmpsv2_vs_seedream_vs_samam_20260609.csv,902,2026-06-09T12:59:54.703760+00:00,moved
vlm/csv,vlm_manifest_lbmpsv2_vs_seedream_vs_samst_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_lbmpsv2_vs_seedream_vs_samst_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_lbmpsv2_vs_seedream_vs_samst_20260609.csv,999,2026-06-09T12:59:54.702760+00:00,moved
vlm/csv,vlm_manifest_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_lbmpsv2_vs_seedream_vs_samst_vs_samam_20260609.csv,1243,2026-06-09T12:58:28.908998+00:00,moved
vlm/csv,vlm_manifest_qedgee01_vs_dualpathe01_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_qedgee01_vs_dualpathe01_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_qedgee01_vs_dualpathe01_vs_seedream_20260609.csv,1123,2026-06-09T09:56:13.430322+00:00,moved
vlm/csv,vlm_manifest_qedgepattn_e01_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_qedgepattn_e01_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_qedgepattn_e01_vs_knee_vs_seedream_20260609.csv,1038,2026-06-09T05:07:56.069183+00:00,moved
vlm/csv,vlm_manifest_qedgepattn_e03_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_manifest_qedgepattn_e03_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_manifest_qedgepattn_e03_vs_knee_vs_seedream_20260609.csv,1038,2026-06-09T05:08:11.492119+00:00,moved
vlm/json,vlm_page1_visual_packet_review_20260609.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_page1_visual_packet_review_20260609.json,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\json\vlm_page1_visual_packet_review_20260609.json,2843,2026-06-08T18:08:48.584441+00:00,moved
vlm/csv,vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.csv,439527,2026-06-09T13:15:07.734603+00:00,moved
vlm/jsonl,vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.errors.jsonl,2811,2026-06-09T12:03:00.322630+00:00,moved
vlm/csv,vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.interim_summary.csv,199,2026-06-09T12:53:46.441653+00:00,moved
vlm/jsonl,vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.jsonl,2091779,2026-06-09T13:15:07.495911+00:00,moved
vlm/csv,vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.method_summary.csv,497,2026-06-09T12:53:46.442657+00:00,moved
vlm/logs,vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.stderr.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\logs\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.stderr.log,644,2026-06-09T09:55:32.256111+00:00,moved
vlm/logs,vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.stdout.log,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\logs\vlm_qedgee01_vs_dualpathe01_vs_seedream_20260609.stdout.log,117963,2026-06-09T13:15:07.747116+00:00,moved
vlm/csv,vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.csv,431783,2026-06-09T09:52:23.740013+00:00,moved
vlm/jsonl,vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.errors.jsonl,5530,2026-06-09T08:29:16.170836+00:00,moved
vlm/csv,vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.interim_summary.csv,199,2026-06-09T09:12:31.069303+00:00,moved
vlm/jsonl,vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.jsonl,2068300,2026-06-09T09:52:23.501559+00:00,moved
vlm/csv,vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgepattn_e01_vs_knee_vs_seedream_20260609.method_summary.csv,497,2026-06-09T09:12:31.069303+00:00,moved
vlm/csv,vlm_qedgepattn_e01_vs_knee_vs_seedream_interim_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e01_vs_knee_vs_seedream_interim_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgepattn_e01_vs_knee_vs_seedream_interim_20260609.csv,197,2026-06-09T06:49:52.712824+00:00,moved
vlm/csv,vlm_qedgepattn_e01_vs_knee_vs_seedream_summary_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e01_vs_knee_vs_seedream_summary_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgepattn_e01_vs_knee_vs_seedream_summary_20260609.csv,497,2026-06-09T09:12:31.069303+00:00,moved
vlm/csv,vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.csv,429479,2026-06-09T09:45:37.154621+00:00,moved
vlm/jsonl,vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.errors.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.errors.jsonl,5530,2026-06-09T08:21:14.541823+00:00,moved
vlm/csv,vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.interim_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.interim_summary.csv,199,2026-06-09T09:12:51.578846+00:00,moved
vlm/jsonl,vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.jsonl,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\jsonl\vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.jsonl,2063694,2026-06-09T09:45:36.912592+00:00,moved
vlm/csv,vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.method_summary.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgepattn_e03_vs_knee_vs_seedream_20260609.method_summary.csv,516,2026-06-09T09:12:51.578846+00:00,moved
vlm/csv,vlm_qedgepattn_e03_vs_knee_vs_seedream_interim_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e03_vs_knee_vs_seedream_interim_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgepattn_e03_vs_knee_vs_seedream_interim_20260609.csv,194,2026-06-09T06:49:52.820491+00:00,moved
vlm/csv,vlm_qedgepattn_e03_vs_knee_vs_seedream_summary_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\vlm_qedgepattn_e03_vs_knee_vs_seedream_summary_20260609.csv,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\results_snapshot_20260611\vlm\csv\vlm_qedgepattn_e03_vs_knee_vs_seedream_summary_20260609.csv,516,2026-06-09T09:12:51.578846+00:00,moved
