epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,gram,gram_w,moment,stroke_gram,color_moment,push,delta_tv,style_spatial_tv,nce,semigroup,idt,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_semigroup_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
11,0.2666933631896973,0.47830718994140625,0.008621063828468323,1.7211532592773438,1.712291259765625,0.0,0.0,0.0,0.0021150287985801696,0.0634508752822876,0.0027632105350494387,0.0,0.0,1.5608712565153838e-05,0.4948165130615234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00018727241335952173,37.41454887390137
12,0.2621225547790527,0.47680522918701174,0.008413308262825013,1.7217626953125,1.7523007202148437,0.0,0.0,0.0,0.002026483863592148,0.060794501304626464,0.0026512286067008973,0.0,0.0,1.0777069255709649e-05,0.49761669158935545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00018467370395481534,37.47085642814636
13,0.2651442337036133,0.4773415756225586,0.008609931468963623,1.728572235107422,1.8128431701660157,0.0,0.5624312210083008,1.3873355102539062,0.0019511550664901734,0.05853464126586914,0.002581060230731964,0.0,0.0,3.193541197106242e-05,0.4950838470458984,0.0,0.0,0.0,0.0,0.0,0.0020833317935466766,0.0020833317935466766,0.0,0.0,0.0,1.0,0.00018185661446562006,38.05615997314453
14,0.26476465225219725,0.47996826171875,0.008214673399925232,1.7277706909179686,1.8920077514648437,0.0,0.5594978332519531,1.375188751220703,0.001864149272441864,0.0559244966506958,0.0025275474786758422,0.0,0.0,8.19600245449692e-06,0.4866067886352539,0.0,0.0,0.0,0.0,0.0,0.004166663587093353,0.004166663587093353,0.0,0.0,0.0,1.0,0.0001788288663384123,37.61540985107422
15,0.26680545806884765,0.4784986114501953,0.008220078945159913,1.7271469116210938,1.9540162658691407,0.0,0.5557387161254883,1.3596847534179688,0.0018192367255687714,0.0545771074295044,0.0024985693395137786,0.0,0.0,2.7587637305259703e-06,0.4771461486816406,0.0,0.0,0.0,0.0,0.0,0.006250012516975403,0.006250012516975403,0.0,0.0,0.0,1.0,0.00017559875842035252,37.60345768928528
16,0.26952051162719726,0.47972545623779295,0.008313873410224914,1.7254824829101563,2.022561798095703,0.0,0.5502862930297852,1.3381109619140625,0.0017593176662921905,0.05277952194213867,0.002437686026096344,0.0,0.0,7.726052426733077e-06,0.4632904052734375,0.0,0.0,0.0,0.0,0.0,0.008333327174186706,0.008333327174186706,0.0,0.0,0.0,1.0,0.00017217514421272208,37.601900577545166
17,0.3216880416870117,0.48269172668457033,0.007884802222251892,1.7246629333496093,2.071629943847656,0.5294148254394532,0.5281167984008789,1.274560546875,0.0017156071960926055,0.05146823406219483,0.0023632873594760895,0.0,0.0,6.812851061113179e-06,0.4247813034057617,0.0,5.872257690429688,0.0,0.0,0.006666661500930786,0.010416654348373413,0.010416654348373413,0.008333327174186706,0.0,0.0,1.0,0.0001685674076040916,52.000088930130005
18,0.3472563171386719,0.4916162109375,0.008030680418014526,1.7258465576171875,2.018251953125,0.5054164886474609,0.489791259765625,1.2015342712402344,0.0016941790282726287,0.050825376510620114,0.0023085141181945802,0.0,0.0,1.671557780355215e-05,0.3945269775390625,0.0,3.9760055541992188,0.0,0.0,0.013333323001861573,0.012500025033950805,0.012500025033950805,0.016666654348373413,0.0,0.0,1.0,0.00016478543714973463,55.48849678039551
19,0.36144557952880857,0.5021007537841797,0.007650423645973205,1.7265625,1.9117399597167968,0.48661849975585936,0.4700550842285156,1.1642605590820312,0.0016459038853645325,0.049377126693725584,0.0023002272844314577,0.0,0.0,1.7102883430197834e-05,0.3866722869873047,0.0,3.016395263671875,0.0,0.0,0.019999984502792358,0.014583344459533692,0.014583344459533692,0.02500005006790161,0.0,0.0,1.0,0.000160839598967785,51.94370245933533
20,0.37091758728027346,0.5091105651855469,0.007317711710929871,1.7271246337890624,1.9178031921386718,0.46690845489501953,0.4499773406982422,1.1227215576171874,0.0016085483133792878,0.048256449699401856,0.0022447152435779573,0.0,0.0,1.546159153804183e-05,0.3738969039916992,0.0,2.429308319091797,0.0,0.0,0.026666646003723146,0.016666654348373413,0.016666654348373413,0.033333308696746826,0.0,0.0,1.0,0.00015674070832642764,55.61576247215271
21,0.37321575164794923,0.5156393814086914,0.007461169362068176,1.7254554748535156,1.8809812927246095,0.4357831573486328,0.4215106201171875,1.0661829376220704,0.0015924546122550965,0.04777368068695068,0.0022592411935329435,0.0,0.0,9.274306357838213e-06,0.35457988739013674,0.0,1.854182586669922,0.0,0.0,0.033333308696746826,0.018749967813491822,0.018749967813491822,0.04166661739349365,0.0,0.0,1.0,0.00015250000000000007,51.90707540512085
22,0.3747306442260742,0.5160067367553711,0.0065749847888946535,1.72486328125,1.8053207397460938,0.41675529479980467,0.41464038848876955,1.0406055450439453,0.0015525203943252564,0.046575613021850586,0.0021928733587265013,0.0,0.0,1.2275951448827981e-05,0.34513427734375,0.0,1.615706024169922,0.0,0.0,0.039999969005584717,0.020833308696746825,0.020833308696746825,0.05000010013580322,0.0,0.0,1.0,0.00014812909747525702,55.51378512382507
23,0.3828775024414062,0.5211477279663086,0.006237700581550598,1.7229171752929688,1.8136427307128906,0.3912632369995117,0.40373939514160156,1.0039946746826172,0.001522722542285919,0.0456816577911377,0.0021803660690784456,0.0,0.0,4.785963392350823e-06,0.33333568572998046,0.0,1.4892210388183593,0.0,0.0,0.04666669845581055,0.02291663646697998,0.02291663646697998,0.05833337783813477,0.0,0.0,1.0,0.00014363998109220112,51.879674434661865
24,0.3895220184326172,0.5246917724609375,0.005974119901657105,1.7214842224121094,1.7515541076660157,0.34848800659179685,0.39282932281494143,0.96889404296875,0.0014998733997344971,0.044996213912963864,0.002123494893312454,0.0,0.0,6.503284676000476e-06,0.3219094085693359,0.0,1.3916729736328124,0.0,0.0,0.05333329200744629,0.02500005006790161,0.02500005006790161,0.06666661739349365,0.0,0.0,1.0,0.00013904495520680363,55.47870969772339
25,0.3922492218017578,0.5280082321166992,0.005756601095199585,1.721631317138672,1.70075439453125,0.29329166412353513,0.3803106689453125,0.9326937866210937,0.0014731313288211822,0.04419395446777344,0.0021382047235965727,0.0,0.0,8.514145738445223e-06,0.31067283630371095,0.0,1.281499481201172,0.0,0.0,0.0600001049041748,0.02708336353302002,0.02708336353302002,0.07499987125396729,0.0,0.0,1.0,0.0001343566144656201,51.9078471660614
26,0.3938476181030273,0.5350642395019531,0.005434916019439697,1.7213761901855469,1.6773025512695312,0.25706464767456055,0.36738201141357424,0.8945244598388672,0.0014536400139331818,0.043609204292297366,0.002092165797948837,0.0,0.0,7.935977773740888e-06,0.29931684494018557,0.0,1.1696839904785157,0.0,0.0,0.06666661739349365,0.029166688919067384,0.029166688919067384,0.0833332347869873,0.0,0.0,1.0,0.00012958780928473956,55.495495080947876
27,0.39289005279541017,0.5400717163085937,0.005160554051399231,1.7214120483398438,1.6197154235839843,0.2295352363586426,0.3554151153564453,0.856286392211914,0.001421540230512619,0.04264619827270508,0.002057781666517258,0.0,0.0,1.1230922536924481e-05,0.2877934837341309,0.0,1.0580658721923828,0.0,0.0,0.07333349227905274,0.03125,0.03125,0.09166654586791992,0.0,0.0,1.0,0.0001247516106276872,51.896886110305786
28,0.3897256851196289,0.5463882446289062,0.00490231990814209,1.7217332458496093,1.5825437927246093,0.2066120147705078,0.3392486572265625,0.8174733734130859,0.0014020121097564698,0.04206035614013672,0.0020123784244060515,0.0,0.0,6.327489973045885e-06,0.27612689971923826,0.0,0.9383370971679688,0.0,0.0,0.07999993801116943,0.033333308696746826,0.033333308696746826,0.10000020027160644,0.0,0.0,1.0,0.00011986127417882202,55.51026272773743
29,0.38750553131103516,0.552169303894043,0.004799536466598511,1.7215203857421875,1.5454743957519532,0.18625295639038086,0.32784000396728513,0.7806224060058594,0.0013921660184860228,0.041764988899230956,0.002033861577510834,0.0,0.0,7.73959094658494e-06,0.2647488403320313,0.0,0.8352880859375,0.0,0.0,0.08666677474975586,0.035416629314422604,0.035416629314422604,0.10833345413208008,0.0,0.0,1.0,0.00011493020401042716,51.92119264602661
30,0.38308818817138673,0.5609779739379883,0.0043792524933815,1.721592559814453,1.5325413513183594,0.16951114654541016,0.31571762084960936,0.7501309967041015,0.0013739214837551117,0.041217622756958006,0.0020280741155147552,0.0,0.0,3.6625302163884044e-06,0.25498037338256835,0.0,0.7386406707763672,0.0,0.0,0.0933333969116211,0.037499935626983644,0.037499935626983644,0.11666675567626954,0.0,0.0,1.0,0.00010997191584307973,55.537678956985474
31,0.38154834747314453,0.5692873764038086,0.004297726154327393,1.72042724609375,1.5062060546875,0.15432233810424806,0.30426273345947263,0.7154695129394532,0.0013487344980239867,0.04046205043792725,0.0019997461140155793,0.0,0.0,4.719791177194566e-06,0.24283699035644532,0.0,0.6679703521728516,0.0,0.0,0.10000020027160644,0.03958329677581787,0.03958329677581787,0.125,0.0,0.0,1.0,0.0001050000000000001,51.935004234313965
32,0.3791383361816406,0.5741744613647461,0.0041721174120903015,1.7209010314941406,1.486427764892578,0.14217782020568848,0.2974929618835449,0.692716064453125,0.0013293755054473878,0.03988125562667846,0.001957684010267258,0.0,0.0,2.13866145350039e-05,0.23484449386596679,0.0,0.6031949234008789,0.0,0.0,0.10666658401489258,0.04166661739349365,0.04166661739349365,0.1333332347869873,0.0,0.0,1.0,0.00010002808415692043,55.557063817977905
33,0.37585643768310545,0.5766176605224609,0.003861188590526581,1.7222125244140625,1.4738166809082032,0.13187509536743164,0.2905086898803711,0.669643783569336,0.0013164187967777252,0.03949255704879761,0.0019525896012783052,0.0,0.0,3.7717251689173283e-06,0.22727506637573242,0.0,0.552082405090332,0.0,0.0,0.11333326339721679,0.043749914169311524,0.043749914169311524,0.14166651725769042,0.0,0.0,1.0,9.506979598957301e-05,52.02214789390564
34,0.37539512634277344,0.5830437469482422,0.0037734609842300414,1.7214677429199219,1.461621551513672,0.1228122901916504,0.28232856750488283,0.6459400177001953,0.0012956252694129944,0.03886875867843628,0.0019345831871032714,0.0,0.0,4.39352064859122e-06,0.2193242835998535,0.0,0.5114456939697266,0.0,0.0,0.1200002098083496,0.04583327293395996,0.04583327293395996,0.14999974250793457,0.0,0.0,1.0,9.013872582117814e-05,55.76080107688904
35,0.37410076141357423,0.5873033905029297,0.003499376177787781,1.720503692626953,1.4468533325195312,0.115743989944458,0.2777475166320801,0.6252581405639649,0.0012757311761379241,0.03827193975448608,0.0019165551662445068,0.0,0.0,2.722930221352726e-06,0.21245664596557617,0.0,0.4788143920898438,0.0,0.0,0.12666687965393067,0.047916712760925295,0.047916712760925295,0.1583331871032715,0.0,0.0,1.0,8.524838937231292e-05,52.24122762680054
36,0.37377922058105467,0.5882582473754883,0.003472127318382263,1.7205206298828124,1.4415594482421874,0.10964021682739258,0.27292564392089846,0.6108137130737304,0.0012545815110206603,0.03763745069503784,0.0019245864450931549,0.0,0.0,9.214648744091391e-06,0.2070650863647461,0.0,0.45076480865478513,0.0,0.0,0.1333332347869873,0.05000010013580322,0.05000010013580322,0.1666664695739746,0.0,0.0,1.0,8.04121907152606e-05,55.56061100959778
37,0.3719945907592773,0.5917772674560546,0.0032992511987686157,1.7212696838378907,1.4339878845214844,0.10369080543518067,0.26931238174438477,0.5973759460449218,0.0012396812438964845,0.037190439701080324,0.0019059912860393525,0.0,0.0,6.105268257670105e-06,0.2025210189819336,0.0,0.4273750686645508,0.0,0.0,0.13999982833862304,0.05000010013580322,0.05000010013580322,0.1749996566772461,0.0,0.0,1.0,7.564338553438006e-05,52.03575658798218
38,0.36928016662597657,0.5930906677246094,0.003031819760799408,1.721219482421875,1.4316107177734374,0.09898858070373535,0.2685690689086914,0.5881719589233398,0.001227906197309494,0.03683717727661133,0.001858784854412079,0.0,0.0,1.4813317102380096e-06,0.19943275451660156,0.0,0.4050136566162109,0.0,0.0,0.14666698455810548,0.05000010013580322,0.05000010013580322,0.18333309173583984,0.0,0.0,1.0,7.095504479319654e-05,51.996989727020264
39,0.36806015014648436,0.5968415832519531,0.00286810964345932,1.7198635864257812,1.4278575134277345,0.0948961353302002,0.2649424743652344,0.5768268203735352,0.0012107374519109725,0.036322131156921386,0.0018614372611045838,0.0,0.0,1.3943479279987514e-06,0.19562013626098632,0.0,0.3867901611328125,0.0,0.0,0.1533335590362549,0.05000010013580322,0.05000010013580322,0.19166685104370118,0.0,0.0,1.0,6.636001890779905e-05,55.548614740371704
40,0.36627906799316406,0.5983124542236328,0.0027657350897789,1.7190324401855468,1.4228916931152344,0.09022150993347168,0.2600747680664062,0.5642565155029297,0.0012010041624307632,0.036030137538909913,0.0018592886626720428,0.0,0.0,1.480731152696535e-06,0.19150087356567383,0.0,0.3691524887084961,0.0,0.0,0.15999987602233887,0.05000010013580322,0.05000010013580322,0.2000004005432129,0.0,0.0,1.0,6.187090252474312e-05,51.91571068763733
41,0.3655984878540039,0.5989411163330078,0.0026034030318260195,1.7189395141601562,1.4214146423339844,0.08699424743652344,0.2604525947570801,0.5615099334716797,0.001187821701169014,0.03563464641571045,0.0018126492202281952,0.0,0.0,1.4524816651828587e-06,0.19031501770019532,0.0,0.3575279998779297,0.0,0.0,0.1666664695739746,0.05000010013580322,0.05000010013580322,0.20833322525024414,0.0,0.0,1.0,5.7500000000000076e-05,55.62476849555969
42,0.36543880462646483,0.6011393737792968,0.0025247597694396974,1.7185771179199218,1.42416015625,0.08408818244934083,0.25696151733398437,0.5539308166503907,0.0011785069853067398,0.035355210304260254,0.0017970846593379974,0.0,0.0,1.3418048911262304e-06,0.18780353546142578,0.0,0.34586784362792966,0.0,0.0,0.1733335494995117,0.05000010013580322,0.05000010013580322,0.21666690826416016,0.0,0.0,1.0,5.325929167357251e-05,52.02832388877869
