dataset,run_name,summary_path,parent_dir,full_clip_style,full_content_lpips,full_clip_dir,trans_clip_style,trans_content_lpips,trans_clip_dir
legacy256_overfit50,epoch_0140,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\02_omf_swd_30\epoch_0140\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\02_omf_swd_30\epoch_0140,0.7179676600297293,0.5764964462266667,0.5396709240674973,0.7018644434213639,0.5867612655666666,0.5556347082555295
legacy256_overfit50,epoch_0140,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0140\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0140,0.7176598248879116,0.5841556728533334,0.54423446688056,0.7028773698707422,0.5935096814666666,0.5603477436055739
legacy256_overfit50,epoch_0020,G:\GitHub\Latent_Style\SchrodingerBridge\exp\legacy\artifacts_omf_monge_e20\full_eval\epoch_0020\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\legacy\artifacts_omf_monge_e20\full_eval\epoch_0020,0.7176444892485937,0.5983667114533333,0.5577241487105687,0.7058557126422723,0.6049360590333334,0.5722725092868011
legacy256_overfit50,epoch_0120,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\02_omf_swd_30\epoch_0120\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\02_omf_swd_30\epoch_0120,0.7173467390537261,0.5790022949200001,0.5367459299166997,0.7009634344776472,0.5892283391333334,0.5513300378868977
legacy256_overfit50,epoch_0008,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\full_eval\epoch_0008\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\full_eval\epoch_0008,0.7167235833803812,0.4615265375866667,0.482140504916509,0.6925371631979942,0.4711549257833333,0.4932122792427739
legacy256_overfit50,epoch_0006,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_30p0\epoch_0006\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_30p0\epoch_0006,0.7166270259221394,0.4737470776666667,0.4847616903384527,0.6933529674013456,0.48238395848333326,0.49646096840500825
legacy256_overfit50,epoch_0100,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\02_omf_swd_30\epoch_0100\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\02_omf_swd_30\epoch_0100,0.7165980416536333,0.5700463051866668,0.5307475716670355,0.6994656024873257,0.5794077618333333,0.5454103715717793
legacy256_overfit50,epoch_0100,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0100\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0100,0.716482699751854,0.5734105074133332,0.5371723807156085,0.7007426116367181,0.5830589367833334,0.5531983619307479
legacy256_overfit50,epoch_0120,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0120\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0120,0.7164815382162729,0.5655272085066667,0.535090305685997,0.7007774537801742,0.5746262788333334,0.5511092230801782
legacy256_overfit50,epoch_0007,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_30p0\epoch_0007\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_30p0\epoch_0007,0.7162514570156734,0.47565286190666667,0.4863052080273629,0.6930869839092095,0.4848952038166667,0.4981677871942519
legacy256_overfit50,step_1p5,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\step_size_sweep_epoch7\step_1p5\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\step_size_sweep_epoch7\step_1p5,0.7161965129375457,0.45140957192000003,0.4728465223610401,0.6911161523063978,0.4608829138499999,0.4840537240107853
legacy256_overfit50,steps_12,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_12\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_12,0.716167081952095,0.45140630964000006,0.4727456621080638,0.6910850862165293,0.4608834577333334,0.48393604952221114
legacy256_overfit50,step_2p0,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\step_size_sweep_epoch7\step_2p0\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\step_size_sweep_epoch7\step_2p0,0.7161263049443563,0.45140545666666676,0.4727309233645598,0.6909808714191119,0.4608878092666666,0.4838461921239892
legacy256_overfit50,epoch_0008,G:\GitHub\Latent_Style\SchrodingerBridge\exp\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0008\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0008,0.7161262236833571,0.4605040954,0.48078594558437665,0.6918478428820769,0.4700672647166667,0.49176010211308796
legacy256_overfit50,step_1p25,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\step_size_sweep_epoch7\step_1p25\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\step_size_sweep_epoch7\step_1p25,0.7161198446353276,0.45139167882666664,0.47268798882762597,0.6910380627214908,0.4608654851333334,0.483905791801711
legacy256_overfit50,epoch_0007,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\full_eval\epoch_0007\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\S-add__K-1_C-0_W-20_Col-0\full_eval\epoch_0007,0.7161144725879032,0.45141794859999995,0.47274098883072535,0.6910778415699801,0.4608877823166667,0.4839931521564722
legacy256_overfit50,steps_16,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_16\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_16,0.7161053728659948,0.45139242745333336,0.47279566104710097,0.691046203424533,0.46087419790000006,0.4839871535139779
legacy256_overfit50,steps_04,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_04\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_04,0.7160286985635758,0.45141565438666675,0.4725747036685546,0.6909695123136044,0.46089546158333333,0.4838343788683416
legacy256_overfit50,steps_01,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_01\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_01,0.7159768491586049,0.4513898670933334,0.47243732388814286,0.6909010900060335,0.46086437384999995,0.4837007973964016
legacy256_overfit50,steps_08,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_08\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_08,0.7159279926617941,0.4514083117466667,0.4725373805811008,0.6908759462833405,0.4608883901166666,0.4837581224863728
legacy256_overfit50,quick_eval_e8_seed123_cfgoverride,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_sweep\sp_p6_f2_residual_style_scale_aggressive\quick_eval_e8_seed123_cfgoverride\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_sweep\sp_p6_f2_residual_style_scale_aggressive\quick_eval_e8_seed123_cfgoverride,0.7158646821975708,0.47165161832,0.0,0.6934061801433564,0.4792971991,0.0
legacy256_overfit50,epoch_0007,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\lambda_grid\eval\kin_0p5__swd_20p0\epoch_0007\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\lambda_grid\eval\kin_0p5__swd_20p0\epoch_0007,0.7158318155606588,0.5037156743466666,0.5081009748578071,0.6959919809301695,0.5122450383999999,0.5209196165452401
legacy256_overfit50,epoch_0080,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\02_omf_swd_30\epoch_0080\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\02_omf_swd_30\epoch_0080,0.7158245242039363,0.5578243052533333,0.5260765438278516,0.6978325681388379,0.5674491295999999,0.540903512040774
legacy256_overfit50,o20d3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\runs\o20d3\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\runs\o20d3,0.7156742614110311,0.5435364840933333,0.5241187275648117,0.698373916943868,0.5521082371666667,0.5390299655497076
legacy256_overfit50,epoch_0080,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0080\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0080,0.7156269902388255,0.5517356667600001,0.5245111624995867,0.6978470280766487,0.5612001162500001,0.538636063237985
legacy256_overfit50,epoch_0003_seed123_q125,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_delta_band_gate_probe\sp_r2_delta_band_gate_train_noop\full_eval\epoch_0003_seed123_q125\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_delta_band_gate_probe\sp_r2_delta_band_gate_train_noop\full_eval\epoch_0003_seed123_q125,0.7155358161926269,0.47836117344,0.49265128207206726,0.6942264384031296,0.48651220659999994,0.5011642217636109
legacy256_overfit50,epoch_0008,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_30p0\epoch_0008\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\lambda_grid\eval\kin_1p0__swd_30p0\epoch_0008,0.7155337913036347,0.4772762447333333,0.48845779259999594,0.6929419662555059,0.4865491449833333,0.5005378490189711
legacy256_overfit50,epoch_0007,G:\GitHub\Latent_Style\SchrodingerBridge\exp\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0007\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\weight_sweep_40\K1_r00_balanced_default\full_eval\epoch_0007,0.7154792241255443,0.45050537709333327,0.4712938623179992,0.6904635274410247,0.4599017141499999,0.4827458007695774
legacy256_overfit50,quick_eval_e8,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe\sp_f2_m02_residual_atoms_015\quick_eval_e8\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe\sp_f2_m02_residual_atoms_015\quick_eval_e8,0.7153837270736695,0.46999252168000005,0.0,0.6931765991449357,0.47799460309999986,0.0
legacy256_overfit50,quick_eval_e3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_narrow_consumer_probe\sp_n1_f2e8_output_head\quick_eval_e3\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_narrow_consumer_probe\sp_n1_f2e8_output_head\quick_eval_e3,0.715363335609436,0.50969505328,0.0,0.6972632002830506,0.5178370476999999,0.0
legacy256_overfit50,epoch_0160,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0160\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0160,0.7153455798228582,0.5887674772533333,0.5417428013980389,0.7009128094216188,0.5985324045333335,0.5587178771942855
legacy256_overfit50,quick_eval_e8,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe\sp_f4_m02_residual_atoms_015_decoder\quick_eval_e8\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe\sp_f4_m02_residual_atoms_015_decoder\quick_eval_e8,0.7153311581611633,0.4701371723999999,0.0,0.6933132100105286,0.47814974349999995,0.0
legacy256_overfit50,quick_eval_e3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_narrow_consumer_probe\sp_n2_f2e8_skip_output\quick_eval_e3\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_narrow_consumer_probe\sp_n2_f2e8_skip_output\quick_eval_e3,0.7152606687545776,0.51021343992,0.0,0.6975202304124831,0.5183467179000001,0.0
legacy256_overfit50,epoch_0060,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0060\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\configs\experiments_root\full_eval\03_omf_swd_45\epoch_0060,0.7152024749120075,0.5572387487733333,0.5279642079671224,0.6983476388454439,0.5662825863166667,0.5420976331830024
legacy256_overfit50,quick_eval_e8_seed123_cfgoverride,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_sweep\sp_p5_f2_residual_style_scale_safe\quick_eval_e8_seed123_cfgoverride\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_sweep\sp_p5_f2_residual_style_scale_safe\quick_eval_e8_seed123_cfgoverride,0.7151670246124265,0.4683637188,0.0,0.6925760608911515,0.47607502319999995,0.0
legacy256_overfit50,epoch_0020,G:\GitHub\Latent_Style\SchrodingerBridge\exp\legacy\artifacts\full_eval\epoch_0020\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\legacy\artifacts\full_eval\epoch_0020,0.7149928744633993,0.5186269747866666,0.5118797511657079,0.694154303173224,0.526299493,0.5202413064241409
legacy256_overfit50,quick_eval_e3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe\sp_f4_m02_residual_atoms_015_decoder\quick_eval_e3\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe\sp_f4_m02_residual_atoms_015_decoder\quick_eval_e3,0.7149158759117127,0.46873677408,0.0,0.6932280033826828,0.4766863174,0.0
legacy256_overfit50,quick_eval_e3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_spatial_vocab_probe\sp_m2_f2e8_spatial_vocab_only\quick_eval_e3\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_spatial_vocab_probe\sp_m2_f2e8_spatial_vocab_only\quick_eval_e3,0.7148792686462403,0.47028428840000003,0.0,0.6927451032400131,0.4782079126,0.0
legacy256_overfit50,o10l2,G:\GitHub\Latent_Style\SchrodingerBridge\exp\runs\o10l2\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\runs\o10l2,0.7148743069966633,0.5566599489866667,0.5342718589504559,0.6984742624560991,0.5655459084833333,0.5493522604803245
legacy256_overfit50,quick_eval_e3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_narrow_consumer_probe\sp_n0_f2e8_skip_router\quick_eval_e3\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_narrow_consumer_probe\sp_n0_f2e8_skip_router\quick_eval_e3,0.7148632760047912,0.47958580208,0.0,0.6938334518671035,0.4875001488,0.0
legacy256_overfit50,quick_eval_e3_seed123,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_gate_probe\sp_q1_residual_gate_from_safe_oracle\quick_eval_e3_seed123\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_gate_probe\sp_q1_residual_gate_from_safe_oracle\quick_eval_e3_seed123,0.7148496685028075,0.4685652344,0.0,0.6923388415575027,0.47624767909999993,0.0
legacy256_overfit50,quick_eval_e3_seed123,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_gate_probe\sp_q0_residual_gate_from_uniform\quick_eval_e3_seed123\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_gate_probe\sp_q0_residual_gate_from_uniform\quick_eval_e3_seed123,0.7148222465515136,0.46962429936,0.0,0.6924042010307312,0.4775318681,0.0
legacy256_overfit50,quick_eval_e3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe\sp_f2_m02_residual_atoms_015\quick_eval_e3\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe\sp_f2_m02_residual_atoms_015\quick_eval_e3,0.7147922158241272,0.46866230344000004,0.0,0.6927878773212434,0.4765886812000001,0.0
legacy256_overfit50,o20d2,G:\GitHub\Latent_Style\SchrodingerBridge\exp\runs\o20d2\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\runs\o20d2,0.7147357421318691,0.5502553683333334,0.5300728194316228,0.6985667718946934,0.55941198,0.5461575375248988
legacy256_overfit50,quick_eval_e8_seed123_cfgoverride,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_sweep\sp_p3_f2_residual_scale_030\quick_eval_e8_seed123_cfgoverride\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_sweep\sp_p3_f2_residual_scale_030\quick_eval_e8_seed123_cfgoverride,0.7146936631202696,0.47140957288,0.0,0.6923036044836045,0.47940908779999986,0.0
legacy256_overfit50,quick_eval_e3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_spatial_vocab_probe\sp_m3_f2e8_residual_spatial_refine\quick_eval_e3\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_spatial_vocab_probe\sp_m3_f2e8_residual_spatial_refine\quick_eval_e3,0.714683218240738,0.47017557679999994,0.0,0.6924979111552239,0.4781558236,0.0
