experiment,run_path,images_dir,epoch,is_tokenized,image_count,target_style_count,pair_available,pair_brightness_dist_l1,pair_brightness_mean_abs,pair_brightness_std_abs,pair_chroma_cb_dist_l1,pair_chroma_cb_mean_abs,pair_chroma_cb_std_abs,pair_chroma_cr_dist_l1,pair_chroma_cr_mean_abs,pair_chroma_cr_std_abs,pair_chroma_mean_l2,pair_chroma_std_l2,pair_rgb_b_dist_l1,pair_rgb_b_mean_abs,pair_rgb_b_std_abs,pair_rgb_g_dist_l1,pair_rgb_g_mean_abs,pair_rgb_g_std_abs,pair_rgb_mean_l2,pair_rgb_r_dist_l1,pair_rgb_r_mean_abs,pair_rgb_r_std_abs,pair_rgb_std_l2,style_brightness_dist_l1,style_brightness_mean_abs,style_brightness_std_abs,style_chroma_cb_dist_l1,style_chroma_cb_mean_abs,style_chroma_cb_std_abs,style_chroma_cr_dist_l1,style_chroma_cr_mean_abs,style_chroma_cr_std_abs,style_chroma_mean_l2,style_chroma_std_l2,style_rgb_b_dist_l1,style_rgb_b_mean_abs,style_rgb_b_std_abs,style_rgb_g_dist_l1,style_rgb_g_mean_abs,style_rgb_g_std_abs,style_rgb_mean_l2,style_rgb_r_dist_l1,style_rgb_r_mean_abs,style_rgb_r_std_abs,style_rgb_std_l2
abl_rank8,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_rank8\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_rank8\full_eval\epoch_0040\images,epoch_0040,0,750,5,0.352,28.228634123353878,24.198873777913523,9.755727071820306,10.344214623964167,8.139145010551108,6.647564784694504,9.211341081897709,7.478297543927427,6.263319277323791,11.942707622311053,9.622879992223485,32.82599927443433,29.118298516465632,12.11716978299021,30.01060663430536,25.999273629660138,10.057040179302694,50.008427260285906,30.236124683422048,25.638999722286314,11.369248618567237,21.26863279627356,12.842780161221821,4.893832702636719,11.165425872802734,7.211884432951609,2.385958302815755,9.145511087735494,6.9329427003860475,1.5303055826822916,9.287860380172729,3.0982853422164913,13.211281723658242,13.2505576171875,5.4550197753906255,12.001405718485515,13.862815429687501,5.335503092447917,12.13224287923177,10.194154278596242,15.584671223958333,5.496089436848958,14.684103352864582,23.054938815593722
abl_rank8,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_rank8\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_rank8\full_eval\epoch_0080\images,epoch_0080,0,750,5,0.352,27.908531884623095,24.15196973022815,9.667332666534499,10.336232994445513,8.193095562367793,6.609941070760999,9.235290144767808,7.471988352122324,6.372486185497707,11.940839306195432,9.671263431519888,32.47745421245421,28.905258930471792,12.07198347597041,29.581755421770072,25.81620833419036,9.927443482744826,49.88474185603587,29.9192031029409,25.63089357555422,11.130672667367117,20.82425671820821,11.64775414721171,4.637597849527994,9.822667470296224,7.099771358807881,2.4197873942057293,9.1379132048289,7.021979174931845,1.8541669616699221,9.487037843704224,3.249397376139959,13.336561431248981,12.452456054687499,5.741124572753906,10.829716267903645,12.641554361979168,5.136015075683593,10.90078675333659,9.780617794195809,14.300904296875,4.781270385742188,12.897483927408853,20.578854161262512
color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0020,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0020\images,epoch_0020,0,750,5,0.352,33.45126814887055,30.17287773707556,12.501899941506114,10.133558097176792,8.17150650862809,5.7917708324425385,8.89164678084108,7.251962618798709,5.793931334161352,11.80355950545333,8.69093326710592,37.06396007719494,32.25357837048206,14.837762295672889,34.42407482030772,31.019894705971513,12.891139219235148,58.632383390454,36.0278413795406,32.309995571411285,14.340598036960511,26.139169814027714,24.4375438486735,19.401887858072918,18.23333126195272,7.183611466725667,3.05422607421875,7.709078530311584,6.619881751537323,1.761110097249349,8.420039443016053,3.765331431984902,11.695222056706747,25.6539658203125,15.76200838216146,19.77819607035319,25.9873037109375,20.127985493977864,19.25956203715007,32.630126157760614,25.6693095703125,19.233038187662764,20.029339833577474,34.95658659962813
color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0040\images,epoch_0040,0,750,5,0.352,35.30837431893098,31.154372382041732,12.761473123832209,10.326936128599447,8.004742477193421,6.997671286861831,9.30641480476865,7.399003034319198,6.439394253937752,11.772528340593436,9.971483253116137,40.486194730020415,36.173256948096125,15.683885623608171,36.51726918724721,32.529077146015474,13.083237392416223,61.752179376703474,37.143153787130835,32.79301268692855,14.976994671990436,26.956447903082335,23.74078703244527,14.057339955647787,18.810245946248372,7.9406340150833135,2.970658223470052,9.57728442200025,7.4154247868855805,2.1840379943847656,9.322711043914158,4.06925240106384,13.569634065071744,27.164444010416666,15.768065307617187,21.650941407521564,25.066895182291667,14.408206766764323,19.87801730600993,26.727395256837212,25.506177734375,14.458992574055989,21.03491190401713,36.73777193291982
color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0060\images,epoch_0060,0,750,5,0.352,40.58832447782686,37.53987735853091,13.650012935247176,10.043174888883172,7.647321564484574,6.885414463882772,9.004901523935052,7.049713334303635,6.471046631783065,11.171031219371946,9.919431892954751,45.53346047425882,42.15525048019539,15.949521870397678,41.52490063267895,38.40588936327141,13.917302100352751,71.90403268825149,42.07179541134863,38.89946853935791,15.864693964677562,28.141006746583223,24.993436924616496,17.12551868693034,18.136575841267906,7.652037037213644,2.230450673421224,9.511313836971919,7.400053338686625,1.9693591003417967,9.508832032839457,3.243302034412821,13.651774145762124,28.318333333333328,18.867959228515627,20.42170947265625,26.20023860677083,17.673170389811197,19.1993000386556,31.135040868600207,26.528177734375003,16.211080403645834,20.645681667327885,35.4418219499588
color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0030\images,epoch_0030,0,750,5,0.352,35.44985505528502,32.27909873354566,12.468559031620421,10.143398193215567,7.6810376036181705,7.136602426905627,9.21872777386026,7.219973476442516,6.755410834836144,11.343415677930263,10.282745680641634,40.02922347482162,35.8973104795053,15.015463821821015,36.11286318526309,32.728743545662645,12.711435556120634,62.82418706319853,38.06091142852374,34.47494325723986,15.068901560227948,26.586794970603215,24.10549616018931,18.693624918619793,17.24155428822835,8.047414649009704,2.591432576497396,9.689817701896033,7.755097730318705,2.1830014546712238,9.856984819173814,3.7167881551583606,14.0104636443456,26.858087565104164,18.82837605794271,19.912642028808595,25.253690429687502,19.173592081705728,18.17290050760905,33.19463057835897,25.822161783854163,18.090233052571612,20.111459248224897,34.26852292474111
color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0060\images,epoch_0060,0,750,5,0.352,38.60077487766233,35.65342237197727,12.568740805112396,10.312141556946496,7.809845952743139,7.335029581882724,9.078325163632524,7.132483959640484,6.688787115161672,11.377291231140475,10.386507107631484,43.363302235958486,40.4435721024547,14.711075923137177,39.68874460446238,36.687722363594254,12.907951206840726,68.82908280542628,39.99907493656517,36.48238873734433,14.885781051975759,26.291736166025988,21.397450242360428,14.933801564534505,15.763649112701415,7.911737417936325,2.30537353515625,10.0627322195371,7.592354739824931,2.252301981608073,9.859936626434326,3.514764977236589,14.255479732513427,24.05855826822917,16.76291542561849,17.180050024668375,22.851027018229168,15.885815612792967,16.98186211013794,27.32935482645035,23.21129557291667,13.339436482747397,18.69084671529134,31.153139035860697
color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0030\images,epoch_0030,0,750,5,0.352,33.43827714388479,29.7012227268941,11.887313735668474,10.293927493561174,7.85507787497198,7.097893384163778,9.250154779864172,7.268611567850078,6.711142189936469,11.522168804728796,10.246435834552196,37.98392812726553,33.43533566466763,14.517048157213372,34.2905957478394,30.356272824838193,12.220303663083778,58.66035883468586,36.2700531892695,32.043868815476785,14.471178130730896,25.717072413529525,23.67342379442851,17.728011728922525,17.284924259185793,8.410125340302786,3.1449186503092443,9.85224630943934,7.742958732922872,2.0576000366210936,9.872044465223947,4.046659803867341,14.155348224083582,25.8620302734375,17.64773181152344,19.724193069458007,24.751015299479167,18.119154134114584,18.228167320251465,31.697358542760213,25.532923177083333,17.42373022460938,20.276192030588785,34.262498217582696
color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0060\images,epoch_0060,0,750,5,0.352,36.322716033225824,33.26071173995115,11.399177027179501,10.281831527973125,7.848374156369685,7.1392367259544915,9.053708224992322,7.1587616671048675,6.6028422666192785,11.444210940940039,10.19845501567236,41.38289252089057,38.22775470980503,13.974290322849892,37.34541356050634,34.290321273151626,11.639137413085454,65.07930839463468,38.029105947492184,34.607078987838875,13.37180951860216,24.347307758571464,21.256323679924016,15.496763824462889,14.61228467686971,7.899312263965607,2.2271174519856767,9.978216152270635,7.534649142583211,2.095033121744792,9.784676377852758,3.3539572569131857,14.171313326517742,24.452665364583332,17.187727437337237,17.011765288035072,22.719436848958335,16.32283040364583,15.709731094360354,28.223888350327808,22.849991861979166,14.148928629557293,17.366003967285156,29.56746696949005
color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0030\images,epoch_0030,0,750,5,0.352,36.434314673409794,32.43943606084374,14.49515131387955,10.110277561298656,7.749074961903331,6.8672830619189025,9.02281110065033,7.1856386052878065,6.385288852052957,11.384754612788612,9.85733359113281,41.44576308701064,35.84861405574067,17.572460750305027,37.29536731091174,32.98932272830726,14.971105552575528,62.80383145171645,38.82738044561775,34.43562577560853,16.591036703601134,30.097965410550433,26.948057287216187,19.4466032816569,21.03340912246704,8.108297390302022,2.897948923746745,9.60697090180715,7.431101864337921,1.9717894795735678,9.450569747289022,3.8088937935829166,13.680572854916255,30.322492513020837,19.232466064453128,24.215650164286295,28.231552734374997,19.91107619222005,22.15920263036092,34.34897146097819,28.329308919270836,18.89534228515625,22.96796132659912,40.6051809255282
color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0060\images,epoch_0060,0,464,5,0.29076086956521735,40.66240021250008,38.20957423003924,14.070720746675383,9.158924973589846,7.500679839891349,6.207049863511561,8.187329495353312,6.5699541860516435,5.901516262973127,10.747122474907199,8.978023499651034,47.017854554699696,44.06626835098683,16.514655552699544,42.30494068488211,39.900458914572894,14.474354550602097,72.41153019744283,40.129565761307084,36.85513001530548,15.742682560124871,28.247881102405607,26.854552525281907,17.362820103548575,20.991397807736327,7.1341287141692815,2.3846241909524672,8.707303453895493,7.043105720653051,2.181291162103846,8.862839210260173,3.5351094828554146,12.621097739451173,29.699861520960713,19.172392068392988,22.965233694038528,28.37979594797328,18.243359925090402,22.35908165012581,31.608308419110113,27.69205660612687,16.09729566297669,22.40284466587979,39.609808599776116
optuna_hpo,G:\GitHub\Latent_Style\Cycle-NCE\exp\optuna_hpo\trial_0000\experiment\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\optuna_hpo\trial_0000\experiment\full_eval\epoch_0060\images,epoch_0060,0,750,5,0.352,46.99734570880513,43.617553368290125,17.465018806900005,10.184713627284845,7.617878168965435,7.294686153584202,9.06035302392729,6.9786595663366455,6.57878984274736,11.175022324719562,10.283915062755602,50.925897152706234,47.28767330034603,19.949215053446565,48.15516386933379,44.84912109449524,17.72500169866979,81.74162885854533,48.375739281063986,44.54458742954502,20.08065675160241,34.855184603337115,32.66491370391846,22.93464771525065,23.722098587036132,8.23328036149343,2.3161542663574215,10.133558300415675,7.556954730033874,2.140916341145833,9.614209465980531,3.41872331109643,14.17675524163246,35.297716796875,24.14299912516276,25.56914014116923,33.89711588541667,23.239461324055988,24.760649373372395,41.01121083609264,34.1227724609375,22.553722696940106,26.343795015970862,44.80140879948934
optuna_hpo,G:\GitHub\Latent_Style\Cycle-NCE\exp\optuna_hpo\trial_0000\experiment\full_eval\epoch_0060_tokenized,G:\GitHub\Latent_Style\Cycle-NCE\exp\optuna_hpo\trial_0000\experiment\full_eval\epoch_0060_tokenized\images,epoch_0060_tokenized,1,750,5,0.352,47.02835415476845,43.67524127133454,17.40710840785314,10.183867366734587,7.608630952846727,7.2839750636540925,9.067221067600926,6.992457695612832,6.561554366620906,11.177020518562879,10.261145337224734,50.90050722823184,47.2893305851863,19.913858685685604,48.19854552999085,44.953840805444955,17.660207937110183,81.81914391820393,48.416716556013434,44.617516758025644,20.014103648263745,34.766031536118604,32.63737459373474,22.962632029215495,23.604762891133625,8.233977902730306,2.3588224182128905,10.098563275496165,7.538926037788391,2.1610240173339843,9.57980079170068,3.470978796581427,14.129642221371332,35.112824544270836,24.019827412923178,25.453489982604978,33.86792415364583,23.282106709798178,24.643519728342692,41.047460014502214,34.085584635416666,22.66247937011719,26.20626301511129,44.591626813252766
optuna_hpo,G:\GitHub\Latent_Style\Cycle-NCE\exp\optuna_hpo\trial_0001\experiment\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\optuna_hpo\trial_0001\experiment\full_eval\epoch_0060\images,epoch_0060,0,750,5,0.352,44.51882574250847,41.02132181568169,16.532769275159914,9.964890100635015,7.449286857763343,7.173029611368319,8.882093929654948,6.813930208907168,6.47859988900768,10.92970136971628,10.096933376318953,48.65232942648714,45.07969555511288,19.05417949421502,45.57330874935611,42.10642304193406,16.96661406922253,77.56663665742374,46.19639431125515,42.10516313825335,19.120841204371935,33.390057773817155,30.495382318496706,20.01400365193685,23.42677836036682,7.9485308918952935,2.1591651916503904,9.89234247303009,7.44288296175003,1.971000447591146,9.52117647123337,3.1923985757430393,13.911339679718017,32.896665364583335,21.310647440592444,25.013141497929887,31.675899414062503,20.46632102457682,24.416818588892617,35.91695103112856,32.38101497395834,19.354009256998697,26.20190925534566,44.14929054641724
