reuse_dir_rel,grid_output_rel,cells_total,cells_with_clip,cells_with_lpips,cells_complete,reused_count,avg_clip_style,avg_content_lpips,clip_minus_lpips,is_complete_25,reuse_dir,grid_output_dir
Cycle-NCE\exp\ca_pram\ca_pram_final_7_lr8_id15_swd120_c5\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_7_lr8_id15_swd120_c5\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6645952606201172,0.4843090044,0.18028625622011718,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_7_lr8_id15_swd120_c5\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_7_lr8_id15_swd120_c5\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_8_lr8_id20_swd150_c10\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_8_lr8_id20_swd150_c10\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6506042885780334,0.4484819228,0.20212236577803344,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_8_lr8_id20_swd150_c10\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_8_lr8_id20_swd150_c10\full_eval\epoch_0040_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_8_lr8_id20_swd150_c10\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_8_lr8_id20_swd150_c10\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6673770356178284,0.4773946051999998,0.18998243041782853,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_8_lr8_id20_swd150_c10\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_8_lr8_id20_swd150_c10\full_eval\epoch_0080_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_9_dim128_tok64\full_eval\epoch_0040,Cycle-NCE\exp\ca_pram\ca_pram_final_9_dim128_tok64\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6565808665752411,0.4286757848000001,0.22790508177524094,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_9_dim128_tok64\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_9_dim128_tok64\full_eval\epoch_0040_grid5
Cycle-NCE\exp\ca_pram\ca_pram_final_9_dim128_tok64\full_eval\epoch_0080,Cycle-NCE\exp\ca_pram\ca_pram_final_9_dim128_tok64\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6588849329948425,0.48740202239999997,0.17148291059484255,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_9_dim128_tok64\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_9_dim128_tok64\full_eval\epoch_0080_grid5
Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0030,Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6544740176200867,0.41507655200000004,0.23939746562008668,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0030_grid5
Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0030_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0030_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6442630064487457,0.38402834559999993,0.26023466084874575,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0030_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0030_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0060,Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0060_grid5,25,25,25,25,25,0.6591630506515503,0.453235858,0.20592719265155035,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0060_grid5
Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0060_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0060_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.660457832813263,0.42915586440000003,0.23130196841326295,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0060_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_1_pM_sC_dH\full_eval\epoch_0060_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0030,Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6592788255214691,0.4149224851999999,0.2443563403214692,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0030_grid5
Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0030_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0030_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6542549359798432,0.3876770099999999,0.2665779259798433,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0030_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0030_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0060,Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0060_grid5,25,25,25,25,25,0.652769877910614,0.4599438948,0.19282598311061405,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0060_grid5
Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0060_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0060_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6525159323215485,0.4298042316000001,0.2227117007215484,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0060_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_2_pM_sA_dL\full_eval\epoch_0060_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0030,Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6492697525024415,0.41579812359999985,0.2334716289024416,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0030_grid5
Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0030_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0030_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6430913877487182,0.3845528952,0.2585384925487182,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0030_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0030_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0060,Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0060_grid5,25,25,25,25,25,0.6541762113571167,0.4685777556,0.1855984557571167,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0060_grid5
Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0060_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0060_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6503323304653168,0.4431354072,0.2071969232653168,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0060_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_3_pM_sC_dL\full_eval\epoch_0060_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0030,Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0030_grid5,25,25,25,25,25,0.649165118932724,0.4351236496,0.214041469332724,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0030_grid5
Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0030_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0030_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6367034411430359,0.4118062864000001,0.2248971547430358,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0030_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0030_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0060,Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0060_grid5,25,25,25,25,25,0.6502789306640625,0.4699555552,0.18032337546406252,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0060_grid5
Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0060_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0060_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.640411182641983,0.4432377571999999,0.19717342544198313,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0060_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_4_pM_sA_dH\full_eval\epoch_0060_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0030,Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6452977132797241,0.45329865999999996,0.1919990532797241,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0030_grid5
Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0030_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0030_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6452688992023468,0.42761921839999995,0.2176496808023468,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0030_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0030_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0060,Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0060_grid5,25,25,25,25,25,0.6529069328308106,0.4676535167999999,0.1852534160308107,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0060_grid5
Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0060_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0060_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.652847443819046,0.4406188904,0.212228553419046,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0060_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_5_pMW_sA_dH\full_eval\epoch_0060_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0030,Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6607537245750428,0.4429022604,0.21785146417504275,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0030_grid5
Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0030_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0030_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.650754783153534,0.40886297959999995,0.241891803553534,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0030_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0030_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0060,Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0060_grid5,25,25,25,25,25,0.651520459651947,0.46291009599999994,0.1886103636519471,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0060_grid5
Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0060_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0060_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6546852469444275,0.433426608,0.22125863894442754,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0060_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_6_pMW_sC_dL\full_eval\epoch_0060_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0030,Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6497651386260986,0.4609849188,0.18878021982609866,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0030_grid5
Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0030_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0030_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6512478685379028,0.4353347304000001,0.21591313813790275,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0030_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0030_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0060,Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0060_grid5,25,25,25,25,25,0.6508415937423706,0.45928609239999996,0.19155550134237065,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0060_grid5
Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0060_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0060_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6509170246124267,0.43326562799999996,0.21765139661242677,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0060_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_7_pMW_sA_dL\full_eval\epoch_0060_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0030,Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6504319441318512,0.43949161919999996,0.21094032493185128,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0030_grid5
Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0030_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0030_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6395502674579621,0.40473922760000003,0.23481103985796203,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0030_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0030_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0060,Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0060_grid5,25,25,25,25,25,0.6464038896560669,0.4669813548,0.17942253485606685,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0060_grid5
Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0060_tokenized_distill_epochs200,Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0060_tokenized_distill_epochs200_grid5,25,25,25,25,25,0.6437906348705291,0.43990638960000006,0.20388424527052906,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0060_tokenized_distill_epochs200,G:\GitHub\Latent_Style\Cycle-NCE\exp\cgw\arch_8_pMW_sC_dH\full_eval\epoch_0060_tokenized_distill_epochs200_grid5
Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0020,Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0020_grid5,25,25,25,25,25,0.6525072288513184,0.4417777055999999,0.2107295232513185,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0020,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0020_grid5
Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0040,Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6530850958824158,0.42561755760000003,0.22746753828241578,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0040_grid5
Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0060,Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0060_grid5,25,25,25,25,25,0.6662981033325195,0.44380103159999995,0.22249707173251954,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0060_grid5
Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0030,Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6774492931365966,0.48650209600000005,0.19094719713659658,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0030_grid5
Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0060,Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0060_grid5,25,25,25,25,25,0.6816746044158936,0.4737559716,0.20791863281589357,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0060_grid5
Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0030,Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6659928917884826,0.4622524656000001,0.20374042618848254,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0030_grid5
Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0060,Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0060_grid5,25,25,25,25,25,0.6623973989486694,0.445977316,0.21642008294866943,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0060,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0060_grid5
Cycle-NCE\exp\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0030,Cycle-NCE\exp\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0030_grid5,25,25,25,25,25,0.6603360974788666,0.4677866540000001,0.1925494434788665,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0030,G:\GitHub\Latent_Style\Cycle-NCE\exp\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0030_grid5
Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0040,Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6548421955108643,0.43702403040000015,0.21781816511086416,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0040_grid5
Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0080,Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0080_grid5,25,25,25,25,25,0.6548346757888794,0.4605770372,0.19425763858887946,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0080,G:\GitHub\Latent_Style\Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0080_grid5
Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0120,Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0120_grid5,25,25,25,25,25,0.6623461270332336,0.4781065852,0.1842395418332336,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0120,G:\GitHub\Latent_Style\Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_0_attn_base\full_eval\epoch_0120_grid5
Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_1_arch_dict\full_eval\epoch_0040,Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_1_arch_dict\full_eval\epoch_0040_grid5,25,25,25,25,25,0.6651064825057983,0.4635383255999999,0.20156815690579838,True,G:\GitHub\Latent_Style\Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_1_arch_dict\full_eval\epoch_0040,G:\GitHub\Latent_Style\Cycle-NCE\exp\cross_attn\cross_attn_v3_v3_1_arch_dict\full_eval\epoch_0040_grid5
