epoch,loss_total,loss_style_swd,loss_mse,loss_identity,loss_style_cls,style_cls_transfer_acc,style_cls_identity_acc,style_cls_transfer_pass_rate,style_cls_identity_pass_rate,style_cls_conf_mean,style_cls_agree_mean,style_cls_weight_mean,loss_velocity_reg,learning_rate,epoch_time
41,2.340286,0.000000,1.603516,0.463085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047281,1.29e-05,0.00
42,2.382890,0.000000,1.601465,0.463921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047346,1.05e-05,0.00
43,2.419613,0.000000,1.600692,0.457717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047408,8.29e-06,0.00
44,2.467418,0.000000,1.598988,0.463188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047446,6.40e-06,0.00
45,2.508289,0.000000,1.597077,0.461505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047507,4.77e-06,0.00
46,2.507533,0.000000,1.597582,0.459961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047518,3.42e-06,0.00
47,2.508710,0.000000,1.596142,0.461199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047538,2.37e-06,0.00
48,2.505366,0.000000,1.594525,0.458506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047570,1.61e-06,0.00
49,2.508323,0.000000,1.593233,0.460605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047577,1.15e-06,0.00
50,2.504327,0.000000,1.594479,0.455397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047568,1.00e-06,0.00
