scope,root_family,experiment_name,root_path,classification,dataset_guess,paper_usable,prune_candidate,checkpoint_count,summary_count,metrics_count,artfid_count,curve_metrics_count,config_count,log_count,image_artifact_count,total_size_mb,image_artifact_size_mb,latest_summary_path,latest_summary_clip_style,latest_summary_content_lpips,best_clip_style,best_content_lpips,latest_artfid_path,latest_artfid_full,latest_artfid_transfer,latest_log_path,note
local,sb_exp,local_wsl_wikiart512_execution_budget_from_hist_e1,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_execution_budget_from_hist_e1,local_exploratory_frozen,wikiart512_5style,no,yes,1,0,0,0,0,1,1,0,15.532,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_execution_budget_from_hist_e1\logs\training_20260601_231824.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,local_wsl_wikiart512_full_b32_e8,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_full_b32_e8,local_exploratory_frozen,wikiart512_5style,no,yes,0,0,0,0,0,1,2,0,0.38,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_full_b32_e8\train_stdout.log,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,local_wsl_wikiart512_hist_b32_e8,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_hist_b32_e8,local_exploratory_frozen,wikiart512_5style,no,yes,8,8,8,1,0,1,2,0,263.175,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_hist_b32_e8\full_eval_epoch_0008_b2_onnx_cuda_nosave\summary.json,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_hist_b32_e8\full_eval_epoch_0008_b2_opt_nocls\aggregate_targetwise_artfid.json,350.2084875218386,404.2144887592864,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_hist_b32_e8\train_stdout.log,eligible for non-data artifact pruning
local,sb_exp,local_wsl_wikiart512_style_injection_delta_div_from_hist_e3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_style_injection_delta_div_from_hist_e3,local_exploratory_frozen,wikiart512_5style,no,yes,3,0,0,0,0,1,1,0,46.846,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_style_injection_delta_div_from_hist_e3\logs\training_20260601_234326.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,local_wsl_wikiart512_style_injection_delta_div_w05_from_hist_e3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_style_injection_delta_div_w05_from_hist_e3,local_exploratory_frozen,wikiart512_5style,no,yes,3,0,0,0,0,1,1,0,46.846,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_style_injection_delta_div_w05_from_hist_e3\logs\training_20260601_234613.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,local_wsl_wikiart512_style_injection_from_hist_e1,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_style_injection_from_hist_e1,local_exploratory_frozen,wikiart512_5style,no,yes,1,0,0,0,0,1,1,0,15.865,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_style_injection_from_hist_e1\logs\training_20260601_232614.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,local_wsl_wikiart512_style_injection_from_hist_e3,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_style_injection_from_hist_e3,local_exploratory_frozen,wikiart512_5style,no,yes,3,0,0,0,0,1,1,0,46.842,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\local_wsl_wikiart512_style_injection_from_hist_e3\logs\training_20260601_232905.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,memory_contentdir_backbone_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\memory_contentdir_backbone_probe,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,2,0,0,2.271,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,memory_residual_backbone_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\memory_residual_backbone_probe,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,2,0,0,2.272,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,probes_20260601,G:\GitHub\Latent_Style\SchrodingerBridge\exp\probes_20260601,local_exploratory_frozen,unknown,no,yes,0,2,0,0,0,0,0,0,0.02,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\probes_20260601\local_hist_e8_latent_tokenizer_delta20\summary.json,,,,,,,,,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,reference_memory_generation_probe_full,G:\GitHub\Latent_Style\SchrodingerBridge\exp\reference_memory_generation_probe_full,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,0,0,0,0.208,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,remote_factorized_tokenizer_pull,G:\GitHub\Latent_Style\SchrodingerBridge\exp\remote_factorized_tokenizer_pull,local_exploratory_frozen,legacy256_overfit50,no,yes,0,3,0,0,0,0,0,0,0.096,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\remote_factorized_tokenizer_pull\ema_style_vocab_factorized_feature_w36\epoch_0008\summary.json,0.6645010162194569,0.32768239164,0.6659819764296213,0.32308205582666666,,,,,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,router_aware_backbone_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\router_aware_backbone_probe,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,1,0,0,0.051,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,seedream_distill_adapter,G:\GitHub\Latent_Style\SchrodingerBridge\exp\seedream_distill_adapter,local_exploratory_frozen,unknown,no,yes,8,0,0,0,0,0,0,0,5.04,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_memory_bank_adapter_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_memory_bank_adapter_probe,local_exploratory_frozen,unknown,no,yes,3,0,0,0,0,0,0,0,9.499,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_memory_bank_adapter_route_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_memory_bank_adapter_route_probe,local_exploratory_frozen,unknown,no,yes,2,0,0,0,0,0,0,0,6.333,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_memory_bank_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_memory_bank_probe,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,0,0,0,0.066,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_memory_typed_adapter_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_memory_typed_adapter_probe,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,0,0,0,0.015,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_actuator_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_actuator_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,18,5,5,0,0,6,14,0,404.71,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_actuator_probe\sp_e2_atoms_token_reader\quick_eval_e3\summary.json,0.7075626492500305,0.48118164728,0.7076018447875977,0.48113424528,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_actuator_probe\sp_e2_atoms_token_reader\eval_stdout.log,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_adapter_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_adapter_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,0,4,4,0,0,0,0,0,0.132,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_adapter_probe\v3_hayao_dist\smoke_eval_e6\summary.json,0.7043288373947143,0.5109507628,0.709648163318634,0.48917704120000005,,,,,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_delta_band_gate_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_delta_band_gate_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,6,5,5,0,0,2,18,0,125.93,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_delta_band_gate_probe\sp_r3_delta_band_gate_train_safe_oracle\full_eval\epoch_0003_seed123_q125\summary.json,0.7131603581905366,0.47243023376,0.7155358161926269,0.46588043850666666,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_delta_band_gate_probe\_logs\r3_eval_q125_stdout.log,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_early_cotrain_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_early_cotrain_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,12,4,4,0,0,4,6,0,284.925,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_early_cotrain_probe\sp_o2_m02_early_skip_body\quick_eval_e3\summary.json,0.7136653981208803,0.47275046424,0.7139492797851562,0.46896529464000003,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_early_cotrain_probe\sp_o2_m02_early_skip_body\train_stderr.log,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_edge_flatness_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_edge_flatness_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,6,2,2,0,0,2,2,0,126.253,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_edge_flatness_probe\sp_g0_direct_flat_zero_control\quick_eval_e3\summary.json,0.7146545987129211,0.47008450175999994,0.7146545987129211,0.47008450175999994,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_edge_flatness_probe\sp_g0_direct_flat_zero_control\logs\training_20260529_043429.csv,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_fill_contour_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_fill_contour_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,9,3,3,0,0,3,4,0,191.387,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_fill_contour_probe\sp_h4_residual015_fill_contour_midband\quick_eval_e3\summary.json,0.7132013154029846,0.4687979936000001,0.7134996967315673,0.46876223088,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_fill_contour_probe\sp_h4_residual015_fill_contour_midband\logs\training_20260529_044757.csv,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_formation_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_formation_probe,local_exploratory_frozen,unknown,no,yes,3,0,0,0,0,3,3,0,172.92,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_formation_probe\local_smoke\sp_s3_atoms_texton_actuator_formed\logs\training_20260529_073640.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_lowpass_allocator_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_allocator_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,12,4,4,0,0,4,16,0,253.074,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_allocator_probe\sp_l3_j1_checkpoint_table_allocator_refine\quick_eval_e3\summary.json,0.7129526586532592,0.46868909872000003,0.7135174283981323,0.46868581296,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_allocator_probe\_logs\sp_l3_j1_checkpoint_table_allocator_refine.eval.log,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_lowpass_basis_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_basis_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,12,4,4,0,0,4,21,0,252.9,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_basis_probe\sp_j3_residual015_lowpass_basis_r8\quick_eval_e3\summary.json,0.7134413452148436,0.4686502696,0.713933704853058,0.4686502696,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_basis_probe\_logs\sp_j3_residual015_lowpass_basis_r8_eval_stdout.log,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_lowpass_gate_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_gate_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,6,2,2,0,0,2,4,0,126.82,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_gate_probe\sp_i1_residual015_lowpass_learned_gate\quick_eval_e3\summary.json,0.713385422706604,0.46881305424,0.713385422706604,0.46878271080000006,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_gate_probe\sp_i1_residual015_lowpass_learned_gate\logs\training_20260529_050158.csv,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_lowpass_support_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_support_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,12,4,4,0,0,4,16,0,253.961,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_support_probe\sp_k3_residual015_direct_table_soft_flat_support\quick_eval_e3\summary.json,0.7130857048034668,0.46870893135999997,0.7135270152091979,0.46865671288,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_lowpass_support_probe\_logs\sp_k3_residual015_direct_table_soft_flat_support.eval.log,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_narrow_consumer_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_narrow_consumer_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,12,4,4,0,0,4,4,0,332.709,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_narrow_consumer_probe\sp_n3_f2e8_body_style_route\quick_eval_e3\summary.json,0.7145752449035644,0.47562547064000005,0.715363335609436,0.47562547064000005,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_narrow_consumer_probe\sp_n3_f2e8_body_style_route\logs\training_20260529_060619.csv,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_probe,local_exploratory_frozen,unknown,no,yes,24,0,0,0,0,8,8,0,501.312,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_probe\sr07_variance_swd\logs\training_20260529_021645.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_residual_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,31,9,9,0,0,7,9,0,683.058,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe\sp_f6_m02_residual_flatten_018\quick_eval_e3\summary.json,0.714588749408722,0.4687751875199999,0.7153837270736695,0.46866230344000004,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_probe\sp_f6_m02_residual_flatten_018\logs\training_20260529_041534.csv,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_residual_scale_gate_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_gate_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,6,2,2,0,0,2,2,0,125.61,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_gate_probe\sp_q1_residual_gate_from_safe_oracle\quick_eval_e3_seed123\summary.json,0.7148496685028075,0.4685652344,0.7148496685028075,0.4685652344,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_gate_probe\sp_q1_residual_gate_from_safe_oracle\logs\training_20260529_065455.csv,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_residual_scale_sweep,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_sweep,local_exploratory_frozen,legacy256_overfit50,no,yes,0,17,17,0,0,0,0,0,0.763,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_residual_scale_sweep\sp_p6_f2_residual_style_scale_aggressive\quick_eval_e8_seed123_cfgoverride\summary.json,0.7158646821975708,0.47165161832,0.7158646821975708,0.4683637188,,,,,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_safe_projection_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_safe_projection_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,0,5,5,0,0,0,0,0,0.168,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_safe_projection_probe\sp_t4_p5_strong_barrier\smoke_eval_e8\summary.json,0.7105162143707275,0.48677033280000004,0.7105893921852112,0.4595069196,,,,,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_spatial_vocab_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_spatial_vocab_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,12,4,4,0,0,4,16,0,267.556,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_spatial_vocab_probe\sp_m3_f2e8_residual_spatial_refine\quick_eval_e3\summary.json,0.714683218240738,0.47017557679999994,0.7148792686462403,0.46874966832,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_spatial_vocab_probe\_logs\sp_m3_f2e8_residual_spatial_refine.eval.log,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_structural_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,42,22,22,0,0,10,22,0,880.804,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c2_atoms_time_annealed\quick_eval_e5_corrected\summary.json,0.701941328048706,0.48966380968,0.7086011509895325,0.47464339687999996,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_structural_probe\sp_c2_atoms_time_annealed\logs\training_20260529_030707.csv,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,style_representation_style_aware_router_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_style_aware_router_probe,local_exploratory_frozen,legacy256_overfit50,no,yes,0,5,5,0,0,0,0,0,0.165,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\style_representation_style_aware_router_probe\sp_u4_p5_high_floor_style_router\smoke_eval_e8\summary.json,0.7110964465141296,0.48637519000000007,0.7110964465141296,0.48512872240000005,,,,,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,tokenizer_adain_gate_calibration,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_gate_calibration,local_exploratory_frozen,unknown,no,yes,20,0,0,0,0,0,0,0,53.137,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,tokenizer_adain_texture_gate_calibration_rerun,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_adain_texture_gate_calibration_rerun,local_exploratory_frozen,unknown,no,yes,1,0,0,0,0,0,0,0,0.812,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,tokenizer_bandgate_calibration,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_bandgate_calibration,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,0,0,0,0.065,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,tokenizer_prototype_carrier_calibration,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_prototype_carrier_calibration,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,0,1,0,0.083,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_prototype_carrier_calibration\run_pc00_pc01.log,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,tokenizer_stat_reader_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_stat_reader_probe,local_exploratory_frozen,unknown,no,yes,2,0,0,0,0,0,2,0,1.53,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_stat_reader_probe\run_stderr.log,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,tokenizer_stat_vocab_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_stat_vocab_probe,local_exploratory_frozen,unknown,no,yes,2,0,0,0,0,0,2,0,1.343,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_stat_vocab_probe\run_stderr.log,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,tokenizer_texton_carrier_calibration,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_texton_carrier_calibration,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,0,1,0,0.079,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\tokenizer_texton_carrier_calibration\tokenizer_texton_carrier_tc00_tc01.out.log,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,typed_memory_backbone_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\typed_memory_backbone_probe,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,2,0,0,2.42,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,typed_uniform_memory_backbone_probe,G:\GitHub\Latent_Style\SchrodingerBridge\exp\typed_uniform_memory_backbone_probe,local_exploratory_frozen,unknown,no,yes,0,0,0,0,0,2,0,0,2.423,0.0,,,,,,,,,,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_512_ema_baseline_vlen004,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_baseline_vlen004,local_smoke,distinct5_512,no,yes,1,2,2,0,0,1,1,0,44.05,0.0,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_baseline_vlen004\full_eval\epoch_0001_smoke25_timing\summary.json,0.6661595916748047,0.38353054560000005,0.6661595916748047,0.38353054560000005,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_baseline_vlen004\logs\training_20260602_024742.csv,no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_512_ema_variant_a_class_prototypes_b8_vlen001,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_a_class_prototypes_b8_vlen001,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,50.221,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_a_class_prototypes_b8_vlen001\logs\training_20260602_025130.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_512_ema_variant_b_global_vq_b8_vlen001,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_b_global_vq_b8_vlen001,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,66.806,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_b_global_vq_b8_vlen001\logs\training_20260602_025141.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_512_ema_variant_c_content_guided_spatial_b8_vlen001,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_c_content_guided_spatial_b8_vlen001,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,50.809,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_c_content_guided_spatial_b8_vlen001\logs\training_20260602_025145.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_512_ema_variant_d_vq_content_guided_b8_vlen001,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_d_vq_content_guided_b8_vlen001,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,67.672,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_d_vq_content_guided_b8_vlen001\logs\training_20260602_025148.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_512_ema_variant_e_latent_prototype_ot_queue_b8_vlen001,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_e_latent_prototype_ot_queue_b8_vlen001,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,67.672,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_e_latent_prototype_ot_queue_b8_vlen001\logs\training_20260602_025152.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_512_ema_variant_i_dual_mix_local,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_i_dual_mix_local,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,67.698,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_i_dual_mix_local\logs\training_20260602_092432.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
local,sb_exp,_smoke_distinct5_512_ema_variant_j_aux_hard_swd_local,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_j_aux_hard_swd_local,local_smoke,distinct5_512,no,yes,1,0,0,0,0,1,1,0,67.703,0.0,,,,,,,,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\_smoke_distinct5_512_ema_variant_j_aux_hard_swd_local\logs\training_20260602_100811.csv,no summary.json; no aggregate_targetwise_artfid.json; eligible for non-data artifact pruning
