experiment_id,group,summary_history_path,epoch,summary_path,transfer_clip_style,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc
inject_I0_all_open,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I0_all_open\full_eval\summary_history.json,40,..\inject_I0_all_open\full_eval\epoch_0040\summary.json,0.6897274287045001,0.49979624971666664,310.2608453731423,483.370719359757,0.0,0.681195783118407,310.2608453731423,483.370719359757,0.0
inject_I0_all_open,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I0_all_open\full_eval\summary_history.json,80,..\inject_I0_all_open\full_eval\epoch_0080\summary.json,0.6903006587922572,0.4956928909499999,316.85983394421766,490.58006463918076,0.0,0.6788897136847178,316.85983394421766,490.58006463918076,0.0
inject_I1_body_only,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I1_body_only\full_eval\summary_history.json,40,..\inject_I1_body_only\full_eval\epoch_0040\summary.json,0.6851594730714957,0.4916679269333333,307.38560001923395,478.2836026875089,0.0,0.6749680663148563,307.38560001923395,478.2836026875089,0.0
inject_I1_body_only,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I1_body_only\full_eval\summary_history.json,80,..\inject_I1_body_only\full_eval\epoch_0080\summary.json,0.6857520479957262,0.48556482406666673,312.47890117561224,481.0345104572938,0.0,0.6745220959186553,312.47890117561224,481.0345104572938,0.0
inject_I2_hires_decoder_only,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I2_hires_decoder_only\full_eval\summary_history.json,40,..\inject_I2_hires_decoder_only\full_eval\epoch_0040\summary.json,0.6877940817177295,0.49359022281666665,309.8867855531688,480.6705209205641,0.0,0.6733622118830681,309.8867855531688,480.6705209205641,0.0
inject_I2_hires_decoder_only,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I2_hires_decoder_only\full_eval\summary_history.json,80,..\inject_I2_hires_decoder_only\full_eval\epoch_0080\summary.json,0.6898021767536798,0.4961005760166666,315.605792590218,488.27053408394397,0.0,0.6761536399523417,315.605792590218,488.27053408394397,0.0
inject_I3_progressive_1_05_01,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I3_progressive_1_05_01\full_eval\summary_history.json,40,..\inject_I3_progressive_1_05_01\full_eval\epoch_0040\summary.json,0.6868284470836323,0.4979683845666667,310.1216640133947,484.3037232028084,0.0,0.6801130875945092,310.1216640133947,484.3037232028084,0.0
inject_I3_progressive_1_05_01,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I3_progressive_1_05_01\full_eval\summary_history.json,80,..\inject_I3_progressive_1_05_01\full_eval\epoch_0080\summary.json,0.6892852522432803,0.49236751329999995,313.60572438819804,485.6560475399003,0.0,0.6776228164633115,313.60572438819804,485.6560475399003,0.0
inject_I4_body_hires,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I4_body_hires\full_eval\summary_history.json,40,..\inject_I4_body_hires\full_eval\epoch_0040\summary.json,0.685069931546847,0.4955452547166666,310.7066384078173,484.42776997498333,0.0,0.6771276315053305,310.7066384078173,484.42776997498333,0.0
inject_I4_body_hires,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I4_body_hires\full_eval\summary_history.json,80,..\inject_I4_body_hires\full_eval\epoch_0080\summary.json,0.6869747967024644,0.49274185673333326,314.76221628012297,487.7703903621201,0.0,0.6742803449432055,314.76221628012297,487.7703903621201,0.0
inject_I5_body_decoder,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I5_body_decoder\full_eval\summary_history.json,40,..\inject_I5_body_decoder\full_eval\epoch_0040\summary.json,0.6905834508935611,0.49929372341666667,309.68183986954466,482.8939922915969,0.0,0.6807021776835124,309.68183986954466,482.8939922915969,0.0
inject_I5_body_decoder,inject,G:\GitHub\Latent_Style\Cycle-NCE\experiments\inject_I5_body_decoder\full_eval\summary_history.json,80,..\inject_I5_body_decoder\full_eval\epoch_0080\summary.json,0.6895086438457171,0.4940567695666667,311.1809403621524,481.4598695472089,0.0,0.6768153876066207,311.1809403621524,481.4598695472089,0.0
master_sweep_01_cap_64,master_sweep,G:\GitHub\Latent_Style\Cycle-NCE\experiments\master_sweep_01_cap_64\full_eval\summary_history.json,100,..\master_sweep_01_cap_64\full_eval\epoch_0100\summary.json,0.6699828543265659,0.43030392565,294.6270999585593,431.4060139480399,0.0,0.6394271306693555,294.6270999585593,431.4060139480399,0.0
master_sweep_03_cap_192,master_sweep,G:\GitHub\Latent_Style\Cycle-NCE\experiments\master_sweep_03_cap_192\full_eval\summary_history.json,100,..\master_sweep_03_cap_192\full_eval\epoch_0100\summary.json,0.6713886881868045,0.4503596424166667,301.2343524640531,447.6161797215591,0.0,0.6511959547797839,301.2343524640531,447.6161797215591,0.0
master_sweep_05_patch_micro,master_sweep,G:\GitHub\Latent_Style\Cycle-NCE\experiments\master_sweep_05_patch_micro\full_eval\summary_history.json,100,..\master_sweep_05_patch_micro\full_eval\epoch_0100\summary.json,0.6644766282041867,0.41727255331666663,298.9096140725529,429.125369345185,0.0,0.6349446723858516,298.9096140725529,429.125369345185,0.0
master_sweep_06_patch_std,master_sweep,G:\GitHub\Latent_Style\Cycle-NCE\experiments\master_sweep_06_patch_std\full_eval\summary_history.json,100,..\master_sweep_06_patch_std\full_eval\epoch_0100\summary.json,0.668167517632246,0.42146582483333334,295.4899033794053,429.4940794611258,0.0,0.6409305170178414,295.4899033794053,429.4940794611258,0.0
master_sweep_07_patch_xmax,master_sweep,G:\GitHub\Latent_Style\Cycle-NCE\experiments\master_sweep_07_patch_xmax\full_eval\summary_history.json,100,..\master_sweep_07_patch_xmax\full_eval\epoch_0100\summary.json,0.6736843087772528,0.4559428502,294.4392605085045,436.28460264039376,0.0,0.6442354753613472,294.4392605085045,436.28460264039376,0.0
master_sweep_14_narrow_micro,master_sweep,G:\GitHub\Latent_Style\Cycle-NCE\experiments\master_sweep_14_narrow_micro\full_eval\summary_history.json,100,..\master_sweep_14_narrow_micro\full_eval\epoch_0100\summary.json,0.6633765571316084,0.40734103736666666,292.5755928526586,421.7289703685366,0.0,0.6302136580149333,292.5755928526586,421.7289703685366,0.0
master_sweep_15_split_brain_128,master_sweep,G:\GitHub\Latent_Style\Cycle-NCE\experiments\master_sweep_15_split_brain_128\full_eval\summary_history.json,100,..\master_sweep_15_split_brain_128\full_eval\epoch_0100\summary.json,0.6768034092585247,0.47962787835,,,0.0,0.6598403126001359,,,0.0
