experiment_id,epoch,source_file,updated_at,all_clip_style,all_clip_content,all_content_lpips,all_fid,all_art_fid,all_classifier_acc,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,﻿experiment_id,summary_path,transfer_clip_dir,photo_to_art_clip_dir,transfer_fid_baseline,transfer_delta_fid,transfer_delta_fid_ratio,photo_to_art_fid_baseline,photo_to_art_delta_fid,photo_to_art_delta_fid_ratio
ablate_M2-Smooth-Impasto,120,Y:\experiments\ablate_M2-Smooth-Impasto\full_eval\summary_history.json,2026-03-07 13:56:39,,,,,,,0.706567041426897,,0.5789611191,310.49902907170895,498.08332316119163,0.5283333333333333,0.7031383991241456,,310.49902907170895,498.08332316119163,0.25833333333333336,,..\ablate_M2-Smooth-Impasto\full_eval\epoch_0120\summary.json,,,,,,,,
adamix,100,Y:\experiments\adamix\full_eval\summary_history.json,2026-02-25 13:18:14,,,,,,,0.643629070520401,,0.3559130565266667,288.7291444850808,399.44900924155417,0.0,0.6114635802805424,,288.7291444850808,399.44900924155417,0.0,,..\adamix\full_eval\epoch_0100\summary.json,,,,,,,,
color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60,20,Y:\experiments\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\summary_history.json,2026-03-21 18:10:44,,,,,,,0.6624687772492568,,0.41818843398333333,,,0.0,0.639399445305268,,,,0.0,,..\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0020\summary.json,,,,,,,,
color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60,40,Y:\experiments\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\summary_history.json,2026-03-21 18:10:44,,,,,,,0.663061557362477,,0.4211159500166667,,,0.0,0.6383069102962811,,,,0.0,,..\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0040\summary.json,,,,,,,,
color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60,60,Y:\experiments\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\summary_history.json,2026-03-21 18:10:44,,,,,,,0.6681371039648851,,0.4308718982166667,,,0.0,0.6471993197997411,,,,0.0,,..\color_ablation_exp1_anchor_pseudo_adain_wc2_tv05_r16_e60\full_eval\epoch_0060\summary.json,,,,,,,,
color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60,30,Y:\experiments\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\summary_history.json,2026-03-21 19:53:14,,,,,,,0.6748902309934298,,0.4538307609333333,,,0.0,0.6509406859676043,,,,0.0,,..\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0030\summary.json,,,,,,,,
color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60,60,Y:\experiments\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\summary_history.json,2026-03-21 19:53:14,,,,,,,0.6818219749629497,,0.4675194286500002,,,0.0,0.6571728671590487,,,,0.0,,..\color_ablation_exp2_tv_off_pseudo_adain_wc2_tv00_r16_e60\full_eval\epoch_0060\summary.json,,,,,,,,
color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60,30,Y:\experiments\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\summary_history.json,2026-03-21 21:34:31,,,,,,,0.668605401366949,,0.43409688761666676,,,0.0,0.6420750538508098,,,,0.0,,..\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0030\summary.json,,,,,,,,
color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60,60,Y:\experiments\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\summary_history.json,2026-03-21 21:34:31,,,,,,,0.66952180052797,,0.43222366609999996,,,0.0,0.6492737198869387,,,,0.0,,..\color_ablation_exp3_stress_pseudo_adain_wc5_tv05_r16_e60\full_eval\epoch_0060\summary.json,,,,,,,,
color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60,30,Y:\experiments\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\summary_history.json,2026-03-21 23:19:13,,,,,,,0.6682073510189851,,0.43387827055,,,0.0,0.645045912762483,,,,0.0,,..\color_ablation_exp4_dimtest_latent_adain_wc2_tv05_r16_e60\full_eval\epoch_0030\summary.json,,,,,,,,
