experiment_id,epoch,source_file,updated_at,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path,transfer_clip_dir,photo_to_art_clip_dir,transfer_fid_baseline,transfer_delta_fid,transfer_delta_fid_ratio,photo_to_art_fid_baseline,photo_to_art_delta_fid,photo_to_art_delta_fid_ratio
Decoder_D6_god_combo,100,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0100_tokenized\summary.json,2026/3/13 22:22,0.710365705,0.692179067,0.568764262,332.5005546,534.8497469,0.468333333,0.700077534,0.679823326,332.5005546,534.8497469,0.191666667,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0100_tokenized\summary.json,,,,,,,,
exp_S1_zero_id,150,Y:\experiments\exp_S1_zero_id\full_eval\epoch_0150\summary.json,2026/3/12 3:25,0.709562227,0.658535127,0.625508167,,,0.438333333,0.713291921,0.608204906,,,0.433333333,Y:\experiments\exp_S1_zero_id\full_eval\epoch_0150\summary.json,,,,,,,,
ablate_M1-Aggressive-Fine,40,Y:\experiments\final-shootout-aggregate\ablate_M1-Aggressive-Fine\full_eval\epoch_0040\summary.json,2026/3/7 4:16,0.709000235,0.692857713,0.571395628,315.3502798,503.1023837,0.463333333,0.700078185,0.677684071,315.3502798,503.1023837,0.141666667,Y:\experiments\final-shootout-aggregate\ablate_M1-Aggressive-Fine\full_eval\epoch_0040\summary.json,,,,,,,,
ablate_M1-Aggressive-Fine,120,Y:\experiments\ablate_M1-Aggressive-Fine\full_eval\epoch_0120\summary.json,2026/3/12 3:11,0.708677951,0.6748177,0.600402901,,,0.446666667,0.715211527,0.638340352,,,0.475,Y:\experiments\ablate_M1-Aggressive-Fine\full_eval\epoch_0120\summary.json,,,,,,,,
scale_c256 (1),40,G:\GitHub\Latent_Style\Cycle-NCE\scale_c256 (1)\full_eval\epoch_0040\summary.json,2026/3/17 11:39,0.708353437,0.678152993,0.58641235,319.5023245,516.8648793,0,0.704232914,0.67120721,319.5023245,516.8648793,0,G:\GitHub\Latent_Style\Cycle-NCE\scale_c256 (1)\full_eval\epoch_0040\summary.json,,,,,,,,
ablate_M2-Smooth-Impasto,40,Y:\experiments\final-shootout-aggregate\ablate_M2-Smooth-Impasto\full_eval\epoch_0040\summary.json,2026/3/7 10:06,0.708212069,0.709705648,0.554849415,306.3503689,485.6626018,0.475,0.69515027,0.6906209,306.3503689,485.6626018,0.2,Y:\experiments\final-shootout-aggregate\ablate_M2-Smooth-Impasto\full_eval\epoch_0040\summary.json,,,,,,,,
decoder-D-sweetspot,80,Y:\experiments\decoder-D-sweetspot\full_eval\epoch_0080\summary.json,2026/3/12 3:18,0.708028491,0.682057927,0.585254958,,,0.425,0.707313373,0.645029706,,,0.383333333,Y:\experiments\decoder-D-sweetspot\full_eval\epoch_0080\summary.json,,,,,,,,
scan05_gate_0p75,80,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0080_tokenized\summary.json,2026/3/15 23:50,0.70766191,0.693536419,0.567748264,304.2785474,485.5514598,0.466666667,0.69958531,0.672381766,304.2785474,485.5514598,0.333333333,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
Decoder_D6_god_combo,80,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0080_tokenized\summary.json,2026/3/13 22:07,0.706986226,0.690184395,0.569475919,332.135876,533.067898,0.431666667,0.693888019,0.679149225,332.135876,533.067898,0.1,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
decoder-D-160,160,G:\GitHub\Latent_Style\Cycle-NCE\decoder-D-160\full_eval\epoch_0160\summary.json,2026/3/12 22:23,0.706909747,0.682800301,0.587158432,,,0.433333333,0.707911413,0.641830454,,,0.391666667,G:\GitHub\Latent_Style\Cycle-NCE\decoder-D-160\full_eval\epoch_0160\summary.json,,,,,,,,
ablate_M2-Smooth-Impasto,120,Y:\experiments\final-shootout-aggregate\ablate_M2-Smooth-Impasto\full_eval\epoch_0120\summary.json,2026/3/7 13:56,0.706567041,0.683889828,0.578961119,310.4990291,498.0833232,0.528333333,0.703138399,0.663971755,310.4990291,498.0833232,0.258333333,Y:\experiments\final-shootout-aggregate\ablate_M2-Smooth-Impasto\full_eval\epoch_0120\summary.json,,,,,,,,
scan03_soft_hf,80,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0080_tokenized\summary.json,2026/3/15 20:14,0.706562732,0.708609086,0.557266338,299.7100658,476.0451221,0.488333333,0.699203975,0.687768511,299.7100658,476.0451221,0.325,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
ablate_M2-Smooth-Impasto,80,Y:\experiments\final-shootout-aggregate\ablate_M2-Smooth-Impasto\full_eval\epoch_0080\summary.json,2026/3/7 12:02,0.706534599,0.676557113,0.579462808,315.3713974,505.8724962,0.5,0.699214303,0.663688128,315.3713974,505.8724962,0.233333333,Y:\experiments\final-shootout-aggregate\ablate_M2-Smooth-Impasto\full_eval\epoch_0080\summary.json,,,,,,,,
decoder-E-extreme-brush,80,Y:\experiments\decoder-ablation-aggregate\decoder-E-extreme-brush\full_eval\epoch_0080\summary.json,2026/3/6 18:14,0.706396441,0.709708382,0.543983417,301.682855,476.3628848,0.476666667,0.692979155,0.704198885,301.682855,476.3628848,0.2,Y:\experiments\decoder-ablation-aggregate\decoder-E-extreme-brush\full_eval\epoch_0080\summary.json,,,,,,,,
decoder-E-extreme-brush,40,Y:\experiments\decoder-ablation-aggregate\decoder-E-extreme-brush\full_eval\epoch_0040\summary.json,2026/3/6 16:17,0.705840853,0.728977549,0.530823012,301.880062,473.6249814,0.49,0.684532249,0.720357349,301.880062,473.6249814,0.2,Y:\experiments\decoder-ablation-aggregate\decoder-E-extreme-brush\full_eval\epoch_0040\summary.json,,,,,,,,
final_demodulation,40,Y:\experiments\final_demodulation\full_eval\epoch_0040\summary.json,2026/3/12 3:25,0.70559938,0.584008554,0.699698286,,,0.201666667,0.7082589,0.569672604,,,0.258333333,Y:\experiments\final_demodulation\full_eval\epoch_0040\summary.json,,,,,,,,
ablate_M1-Aggressive-Fine,80,Y:\experiments\ablate_M1-Aggressive-Fine\full_eval\epoch_0080\summary.json,2026/3/12 3:10,0.705527804,0.672179313,0.592856428,,,0.398333333,0.708602265,0.639282711,,,0.333333333,Y:\experiments\ablate_M1-Aggressive-Fine\full_eval\epoch_0080\summary.json,,,,,,,,
scan04_gate_0p85,80,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0080_tokenized\summary.json,2026/3/15 21:19,0.705097705,0.695088059,0.565682457,309.8550222,494.6426926,0.508333333,0.69713531,0.669277516,309.8550222,494.6426926,0.35,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
scan01_base,80,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0080_tokenized\summary.json,2026/3/15 18:52,0.7049587,0.695076969,0.566183208,309.1385536,493.2589783,0.491666667,0.700238603,0.675746919,309.1385536,493.2589783,0.341666667,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
decoder-D-160,80,G:\GitHub\Latent_Style\Cycle-NCE\decoder-D-160\full_eval\epoch_0080_tokenized\summary.json,2026/3/12 22:01,0.704680146,0.702489081,0.556152371,326.588966,518.4470243,0.418333333,0.694716424,0.691383009,326.588966,518.4470243,0.075,G:\GitHub\Latent_Style\Cycle-NCE\decoder-D-160\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
decoder-B-hf-strict-id,80,Y:\experiments\decoder-ablation-aggregate\decoder-B-hf-strict-id\full_eval\epoch_0080\summary.json,2026/3/6 7:07,0.704518371,0.725640185,0.529185374,309.3444002,485.0114996,0.443333333,0.690263349,0.709389848,309.3444002,485.0114996,0.175,Y:\experiments\decoder-ablation-aggregate\decoder-B-hf-strict-id\full_eval\epoch_0080\summary.json,,,,,,,,
Decoder_D3_hf_4p0,60,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D3_hf_4p0\full_eval\epoch_0060_tokenized\summary.json,2026/3/13 20:37,0.703911732,0.717205349,0.544565301,326.7923057,516.2107124,0.411666667,0.696065282,0.702900789,326.7923057,516.2107124,0.166666667,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D3_hf_4p0\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
scan06_id_0p50,80,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0080_tokenized\summary.json,2026/3/16 4:36,0.703604358,0.695019799,0.564206669,304.4364305,484.8402772,0.468333333,0.698381837,0.673475235,304.4364305,484.8402772,0.333333333,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
scan01_base,40,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0040_tokenized\summary.json,2026/3/15 18:38,0.703343953,0.706171253,0.552158997,308.7060189,487.8669927,0.496666667,0.691951185,0.700042697,308.7060189,487.8669927,0.291666667,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
scan05_gate_0p75,40,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0040_tokenized\summary.json,2026/3/15 23:31,0.702977312,0.705776216,0.554563149,303.8950828,481.2145714,0.508333333,0.6896883,0.689280391,303.8950828,481.2145714,0.283333333,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
scan04_gate_0p85,40,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0040_tokenized\summary.json,2026/3/15 21:00,0.702811634,0.70573564,0.551282907,312.4346903,493.9871398,0.501666667,0.692815522,0.69286466,312.4346903,493.9871398,0.3,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
abl_heavy_decoder,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0060\summary.json,2026/3/16 19:26,0.702779667,0.725174258,0.534710447,310.6149657,488.242333,0,0.697109963,0.707387881,310.6149657,488.242333,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0060\summary.json,,,,,,,,
exp_S2_color_blind,150,Y:\experiments\exp_S2_color_blind\full_eval\epoch_0150\summary-s2.json,2026/3/3 8:24,0.702262741,0.715547146,0.544185582,328.8214143,524.0720579,0,0.696605835,0.680517914,328.8214143,524.0720579,0,Y:\experiments\exp_S2_color_blind\full_eval\epoch_0150\summary-s2.json,,,,,,,,
ablate_M1-Aggressive-Fine,40,Y:\experiments\ablate_M1-Aggressive-Fine\full_eval\epoch_0040\summary.json,2026/3/12 3:10,0.701858578,0.692948071,0.575251309,,,0.415,0.700609578,0.658100962,,,0.241666667,Y:\experiments\ablate_M1-Aggressive-Fine\full_eval\epoch_0040\summary.json,,,,,,,,
scan06_id_0p50,40,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0040_tokenized\summary.json,2026/3/16 4:20,0.701613362,0.71068852,0.55156017,305.4525147,483.253818,0.5,0.68922133,0.693829382,305.4525147,483.253818,0.325,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
SaMST,100,G:\GitHub\Latent_Style\Related_Works\SaMST\full_eval\repro_5style_train2\epoch_0100\summary.json,2026/3/11 2:40,0.701550572,0.768377168,0.559644654,279.114065,437.5299594,0.608333333,0.690364837,0.691167635,276.5136413,453.4501954,0.525,G:\GitHub\Latent_Style\Related_Works\SaMST\full_eval\repro_5style_train2\epoch_0100\summary.json,,,,,,,,
scan05_gate_0p75,80,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0080\summary.json,2026/3/15 23:31,0.701514078,0.692947073,0.570475378,,,0.493333333,0.701422481,0.654664984,,,0.508333333,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0080\summary.json,,,,,,,,
scan02_low_lr,80,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0080_tokenized\summary.json,2026/3/15 19:23,0.701385477,0.710588148,0.551075434,309.9157828,491.795755,0.458333333,0.69229377,0.681121348,309.9157828,491.795755,0.291666667,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
scan03_soft_hf,40,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0040_tokenized\summary.json,2026/3/15 19:55,0.701225112,0.717129196,0.543601375,304.1567323,479.54176,0.495,0.685375968,0.699101923,304.1567323,479.54176,0.283333333,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
decoder-D-160,120,G:\GitHub\Latent_Style\Cycle-NCE\decoder-D-160\full_eval\epoch_0120\summary.json,2026/3/12 22:02,0.701187221,0.687700865,0.580785055,,,0.418333333,0.701021172,0.648455159,,,0.333333333,G:\GitHub\Latent_Style\Cycle-NCE\decoder-D-160\full_eval\epoch_0120\summary.json,,,,,,,,
abl_heavy_decoder,40,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0040\summary.json,2026/3/16 18:52,0.701001579,0.720758108,0.538374224,316.0890973,501.3513796,0,0.690986533,0.71585278,316.0890973,501.3513796,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0040\summary.json,,,,,,,,
scan04_gate_0p85,80,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0080\summary.json,2026/3/15 21:00,0.700188592,0.694166676,0.569626716,,,0.471666667,0.696069014,0.651745361,,,0.5,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0080\summary.json,,,,,,,,
Decoder_D6_god_combo,40,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0040_tokenized\summary.json,2026/3/13 21:52,0.700186207,0.711052231,0.546214796,321.8550045,511.593394,0.39,0.690194456,0.707662934,321.8550045,511.593394,0.15,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
decoder-D-sweetspot,40,Y:\experiments\decoder-D-sweetspot\full_eval\epoch_0040\summary.json,2026/3/12 3:18,0.700024976,0.71225045,0.554933016,,,0.391666667,0.697744873,0.671832961,,,0.333333333,Y:\experiments\decoder-D-sweetspot\full_eval\epoch_0040\summary.json,,,,,,,,
abl_hard_sort,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_hard_sort\full_eval\epoch_0060_tokenized\summary.json,2026/3/17 13:57,0.699940103,0.730238769,0.526936887,321.9124799,501.6163132,0.38,0.691722235,0.71624354,321.9124799,501.6163132,0.158333333,G:\GitHub\Latent_Style\Cycle-NCE\abl_hard_sort\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
scan01_base,80,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0080\summary.json,2026/3/15 18:38,0.69990194,0.69428018,0.568979142,,,0.478333333,0.699963476,0.655776679,,,0.525,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0080\summary.json,,,,,,,,
scale_c256 (1),20,G:\GitHub\Latent_Style\Cycle-NCE\scale_c256 (1)\full_eval\epoch_0020\summary.json,2026/3/17 10:18,0.699819709,0.710085057,0.5472873,322.6423679,508.1844699,0,0.684849639,0.704697081,322.6423679,508.1844699,0,G:\GitHub\Latent_Style\Cycle-NCE\scale_c256 (1)\full_eval\epoch_0020\summary.json,,,,,,,,
exp1-hf-ratio-4p0,120,G:\GitHub\Latent_Style\Cycle-NCE\exp1-hf-ratio-4p0\full_eval\epoch_0120\summary.json,2026/3/12 2:19,0.699697253,0.682711755,0.579320699,,,0.361666667,0.694389698,0.645967166,,,0.366666667,G:\GitHub\Latent_Style\Cycle-NCE\exp1-hf-ratio-4p0\full_eval\epoch_0120\summary.json,,,,,,,,
exp1-hf-ratio-4p0,120,G:\GitHub\Latent_Style\Cycle-NCE\exp1-hf-ratio-4p0\full_eval\epoch_0120_tokenized\summary.json,2026/3/12 2:19,0.69961336,0.682925531,0.578713797,,,0.363333333,0.694687257,0.646434137,,,0.383333333,G:\GitHub\Latent_Style\Cycle-NCE\exp1-hf-ratio-4p0\full_eval\epoch_0120_tokenized\summary.json,,,,,,,,
G1-Relax-ID,40,G:\GitHub\Latent_Style\Cycle-NCE\G1-Relax-ID\full_eval\epoch_0040\summary.json,2026/3/12 2:12,0.699264901,0.717023923,0.564216009,,,0.343333333,0.694199299,0.681959818,,,0.233333333,G:\GitHub\Latent_Style\Cycle-NCE\G1-Relax-ID\full_eval\epoch_0040\summary.json,,,,,,,,
G1-Relax-ID,40,Y:\experiments\G1-Relax-ID\full_eval\epoch_0040\summary.json,2026/3/12 3:08,0.699264901,0.717023923,0.564216009,,,0.343333333,0.694199299,0.681959818,,,0.233333333,Y:\experiments\G1-Relax-ID\full_eval\epoch_0040\summary.json,,,,,,,,
ablate_M2-Smooth-Impasto,120,Y:\experiments\ablate_M2-Smooth-Impasto\full_eval\epoch_0120\summary.json,2026/3/12 3:12,0.699211293,0.68519402,0.582072625,,,0.455,0.704131918,0.642603163,,,0.375,Y:\experiments\ablate_M2-Smooth-Impasto\full_eval\epoch_0120\summary.json,,,,,,,,
decoder-B-hf-strict-id,40,Y:\experiments\decoder-ablation-aggregate\decoder-B-hf-strict-id\full_eval\epoch_0040\summary.json,2026/3/6 5:03,0.699039891,0.744509281,0.512857589,303.4890994,471.5264002,0.423333333,0.684692309,0.723330624,303.4890994,471.5264002,0.15,Y:\experiments\decoder-ablation-aggregate\decoder-B-hf-strict-id\full_eval\epoch_0040\summary.json,,,,,,,,
SaMST,,G:\GitHub\Latent_Style\Related_Works\SaMST\full_eval\repro_5style_train2\epoch_0020_r2\summary.json,2026/3/10 17:50,0.698600565,0.742296828,0,,,0.63,0.689636908,0.659834007,,,0.591666667,G:\GitHub\Latent_Style\Related_Works\SaMST\full_eval\repro_5style_train2\epoch_0020_r2\summary.json,,,,,,,,
ablate_M2-Smooth-Impasto,80,Y:\experiments\ablate_M2-Smooth-Impasto\full_eval\epoch_0080\summary.json,2026/3/12 3:11,0.698371838,0.677179917,0.58269988,,,0.401666667,0.697545731,0.641476305,,,0.366666667,Y:\experiments\ablate_M2-Smooth-Impasto\full_eval\epoch_0080\summary.json,,,,,,,,
Decoder_D6_god_combo,100,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0100\summary.json,2026/3/13 22:07,0.698364256,0.686775648,0.573721623,,,0.371666667,0.692964918,0.652430443,,,0.333333333,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0100\summary.json,,,,,,,,
scan03_soft_hf,80,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0080\summary.json,2026/3/15 19:55,0.698248514,0.709103786,0.559246531,,,0.488333333,0.694758263,0.666456549,,,0.525,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0080\summary.json,,,,,,,,
ablate_M2-Smooth-Impasto,40,Y:\experiments\ablate_M2-Smooth-Impasto\full_eval\epoch_0040\summary.json,2026/3/12 3:11,0.698034334,0.707138863,0.558125241,,,0.386666667,0.694218547,0.667278287,,,0.35,Y:\experiments\ablate_M2-Smooth-Impasto\full_eval\epoch_0040\summary.json,,,,,,,,
Decoder_D3_hf_4p0,40,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D3_hf_4p0\full_eval\epoch_0040_tokenized\summary.json,2026/3/13 20:21,0.697918062,0.718111871,0.53784835,321.1008922,508.5918233,0.363333333,0.686464345,0.713944052,321.1008922,508.5918233,0.291666667,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D3_hf_4p0\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
exp1-hf-ratio-4p0,80,G:\GitHub\Latent_Style\Cycle-NCE\exp1-hf-ratio-4p0\full_eval\epoch_0080\summary.json,2026/3/12 2:18,0.697884691,0.694360011,0.562741338,,,0.32,0.691175218,0.656614868,,,0.241666667,G:\GitHub\Latent_Style\Cycle-NCE\exp1-hf-ratio-4p0\full_eval\epoch_0080\summary.json,,,,,,,,
scan06_id_0p50,80,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0080\summary.json,2026/3/16 4:20,0.697589531,0.695163266,0.56685553,,,0.475,0.698926537,0.652909578,,,0.508333333,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0080\summary.json,,,,,,,,
exp1-hf-ratio-4p0,80,G:\GitHub\Latent_Style\Cycle-NCE\exp1-hf-ratio-4p0\full_eval\epoch_0080_tokenized\summary.json,2026/3/12 2:18,0.69742921,0.694838015,0.562350953,,,0.325,0.68992978,0.657036842,,,0.225,G:\GitHub\Latent_Style\Cycle-NCE\exp1-hf-ratio-4p0\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
no-dict-hf-swd,40,Y:\experiments\no-dict-hf-swd\full_eval\epoch_0040\summary.json,2026/3/12 3:34,0.69722297,0.696011632,0.575679343,,,0.358333333,0,,,,0,Y:\experiments\no-dict-hf-swd\full_eval\epoch_0040\summary.json,,,,,,,,
scan02_low_lr,40,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0040_tokenized\summary.json,2026/3/15 19:09,0.696832315,0.723841193,0.536528305,309.5075845,485.035472,0.448333333,0.684883095,0.705058022,309.5075845,485.035472,0.216666667,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
G1_High_HF_Test,120,Y:\experiments\final-ablation-aggregate\G1_High_HF_Test\full_eval\epoch_0120\summary.json,2026/3/8 12:04,0.696663338,0.720101235,0.529345284,310.7221534,493.5454177,0,0.689887395,0.677296609,310.7221534,493.5454177,0,Y:\experiments\final-ablation-aggregate\G1_High_HF_Test\full_eval\epoch_0120\summary.json,,,,,,,,
scan04_gate_0p85,40,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0040\summary.json,2026/3/15 20:41,0.696354056,0.708055547,0.554123081,,,0.445,0.690931758,0.677159218,,,0.483333333,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0040\summary.json,,,,,,,,
